host,label,n_points,SDE,SDE_raw,FAP,period,period_uncertainty,T0,duration,depth,depth_mean,depth_mean_std,depth_mean_even,depth_mean_odd,odd_even_mismatch,rp_rs,snr,transit_count,distinct_transit_count,empty_transit_count,pl_names,n_planets_in_catalog,ra,dec,st_rad,st_teff,st_mass,n_original,n_after_quality,n_after_outliers,n_final,points_removed_pct,pre_norm_median_flux,flux_source,chi2red_min,depth_consistency_std,secondary_eclipse_depth,transit_shape_ratio,depth_duration_ratio,r_star_used,m_star_used
TIC_386297468,0.0,16392.0,9.977002303072728,11.282789442771396,8.0032e-05,2.092313026309246,0.0123424020962139,2989.857962276625,0.0985619095667237,0.9984673031909678,0.9985163106444512,0.0001612285032389,0.9984676736143112,0.9985630021933858,0.2089286921371901,0.0371241014426712,9.310270868725302,12.0,12.0,0.0,,,139.190433496455,-59.5280387424007,1.6,6793.0,,,,,,,,,2.1187275047405593e-05,0.0004380201219638,0.0004879793376552,63.18692055677331,10.130356722796984,1.6,1.0
TIC_386435344,0.0,12967.0,5.439770443096412,5.555252320497031,8.0032e-05,3.3150075522063487,0.0527866657572477,1520.0872616223442,0.0103706043472677,0.9994006300589836,0.9991915572152508,6.8040361822154e-05,0.998711514985818,1.0000460323836406,11.781816112777316,0.027283795164075,16.74220333220568,3.0,3.0,0.0,,,127.995251675595,-16.8849190306067,1.88186,6529.0,,,,,,,,,3.2319901267259826e-07,0.0006601451677511,-6.502490057824772e-05,,96.36860076744628,1.88186,1.0
TIC_38686737,0.0,16677.0,15.873838844325665,17.214213693001803,8.0032e-05,2.244919628328869,0.0132070693623271,1439.986472193216,0.0668399932371704,0.9859613124635636,0.9858891272080036,0.0001865104143422,0.9858290058211158,0.9859795459867088,0.2791744232757665,0.1065541578029359,50.447962903151314,11.0,10.0,1.0,,,57.8656785124239,-10.6140660020349,1.2,6846.0,,,,,,,,,2.335084178703512e-05,0.0006972763837232,-0.0002411831870936,0.7582585836814104,14.751068405483627,1.2,1.0
TIC_387079085,0.0,13310.0,3.824127346764006,9.487691963159042,8.0032e-05,1.988457372087848,0.0035858109313531,2334.677537274596,0.0270977304923527,0.9998766928774964,0.9998442083829464,3.337864095632635e-05,0.9998555707233164,0.999833954563588,0.2281119946605228,0.0118231722247466,4.412650286613209,22.0,21.0,1.0,,,217.023374378845,-64.6341947345104,2.04,6534.0,,,,,,,,,2.9149510139218033e-07,0.0001106632132446,-9.826710019478211e-06,-0.7025785533056321,36.89890904921626,2.04,1.0
TIC_387413037,0.0,13869.0,3.540746567150036,4.665683480483957,,8.210719452310121,0.05558851462622,2724.1629213066303,0.0412758923403523,0.9992711501691768,0.999371605675732,0.0001531828250788,0.999371605675732,,,0.0255433019172127,3.7827371056791943,3.0,2.0,1.0,,,311.236637141177,69.1518752463244,1.53,6745.0,,,,,,,,,1.6534410585503406e-06,8.370623568164332e-05,2.348937600304968e-05,-0.018809370688662,24.20955898250237,1.53,1.0
TIC_387603144,0.0,909.0,3.835774999121805,4.146764200692315,,2.752975564731754,0.0030174963281793,1712.093300523527,0.11500748013794,0.999508818345138,0.9998393454551848,8.081478803765422e-05,0.999905645774982,0.9997730451353876,0.5860068840374197,0.0243625532916185,1.9821625149818964,25.0,18.0,7.0,,,313.098599310369,66.5994361134783,1.16,6223.0,,,,,,,,,3.142114610993142e-07,0.0003354750819018,4.406765940678792e-05,34.09780920462658,8.690815737779204,1.16,1.0
TIC_387664866,0.0,19022.0,13.959787947832444,13.092561882813795,8.0032e-05,2.655903417654031,0.0154466140373574,3369.4177740633013,0.0881923518272525,0.9993886637447466,0.9994813939291924,3.172995869465687e-05,0.9993849847082245,0.9995781072801952,2.1686365245093264,0.0222355165542927,17.33807369424677,10.0,10.0,0.0,,,323.548625237403,50.4815000849569,3.98,6135.4,,,,,,,,,5.691584416742953e-07,0.0001290498910182,3.0981325688239636e-05,1.2656810939129322,11.33191986650166,3.98,1.0
TIC_387834907,0.0,12622.0,7.48807133919521,6.621285950549806,0.004001601,10.720730511859292,inf,1739.8162942374586,0.045270300224471,0.9985221699905686,0.9982993953574956,9.587453862019632e-05,0.9982993953574956,,,0.0345715926756001,11.249903065410102,2.0,1.0,1.0,,,315.669066292437,70.0803072311969,,5195.1,,,,,,,,,3.139607508765637e-07,,-5.207277855512338e-05,,22.056893041120468,1.0,1.0
TIC_388076005,0.0,15299.0,11.135580521337172,10.161437929813156,8.0032e-05,1.7157984006934224,0.0130817390542439,1791.4518321521718,0.0890566180616873,0.9997206860726832,0.9997563469814612,2.8067970104402023e-05,0.9997817583788784,0.9997336198865884,0.6050716971922832,0.0150298083393436,8.952048412409622,14.0,13.0,1.0,,,318.049178756697,68.052345277889,1.0,5932.2,,,,,,,,,6.004637587815234e-07,7.62067137355381e-05,0.0001726011873326,-1.494185224384744,11.225675394277848,1.0,1.0
TIC_388130235,0.0,8962.0,6.317053249828096,5.415890157405906,0.008723489,6.570016038566193,0.0590745305555637,2969.1996943869367,0.055160614499732,0.998439540709264,0.998596788083882,0.0002319731032784,0.998596788083882,,,0.0350650309151313,5.746837438141055,3.0,1.0,2.0,,,65.4101649195172,-67.4670177139118,3.0,5030.6,,,,,,,,,1.4200951410248386e-06,,3.467222013542326e-05,-0.1636952991085595,18.100587706725328,3.0,1.0
TIC_388624270,0.0,14015.0,6.351591692868824,5.334471241981835,,0.581606545304138,0.0027842254128942,2229.789764918213,0.0168614387342121,0.9998575535068294,0.999838105977286,4.979497963404165e-05,0.9999084390598308,0.9997682449288522,0.9989948256605607,0.0116022622089934,3.3577309448487407,26.0,24.0,2.0,,,125.43430593661,-51.7594151051324,0.853898,5690.0,,,,,,,,,6.888475623491684e-07,0.0002025232442965,2.299538187822137e-05,0.6302325944357914,59.298472050199614,0.853898,1.0
TIC_389182138,0.0,11411.0,11.129167062135645,5.958416547967888,0.000240096,2.7223335325202136,0.0153834660728031,3397.550393572853,0.0469626278533065,0.9992609710319802,0.9992399118218982,0.0001522141172201,0.9991158292914276,0.999433334589985,0.7535546590928296,0.024891097280956,4.527005941419696,10.0,5.0,5.0,,,343.63575251486,54.1617713188769,0.79,5256.0,,,,,,,,,2.4325228180323215e-06,0.000265631482607,4.696910484136563e-05,-2.753652085499196,21.27779080321684,0.79,1.0
TIC_389238529,0.0,3349.0,10.81606343863516,12.21840158232304,8.0032e-05,1.4900105350899595,0.0046117327635634,2036.9856528241276,0.0473390674796348,0.9991762528922212,0.9992356556499384,7.778486631530263e-05,0.9993110383961,0.99916655479929,0.6577207232798422,0.0266040974067416,9.838595782928971,24.0,23.0,1.0,,,302.999560887517,-37.5616039187078,1.41,7000.0,,,,,,,,,7.026892878227095e-07,0.0003196019925724,0.0001740450307515,-1.454284164157808,21.10680049458231,1.41,1.0
TIC_389371332,0.0,16183.0,6.850412453230073,6.787408793355386,0.018487395,2.0041478853994943,0.0078339844194836,1492.9455572893296,0.0344083136044583,0.9986480575646688,0.9987474056353928,0.0002434574762392,0.9991302434505066,0.9983406404568343,1.154417838742123,0.0341739979332239,4.9866007265821315,12.0,12.0,0.0,,,86.0193711490542,-66.3592488735883,0.64011,3917.0,,,,,,,,,1.6637101892987598e-05,0.0007468959944295,2.2255313222863116e-05,-1.7036902644973726,29.023452559885804,0.64011,1.0
TIC_389525208,0.0,16780.0,4.886615440964175,8.89624451985091,8.0032e-05,3.386188059781382,0.0593284012178956,2037.7274471435692,0.0177260228903924,0.999427393089981,0.9986886584062268,0.0001160404784342,0.9986941650909787,0.9986831038372592,0.0337011323761341,0.0353783874468084,17.14340667537014,4.0,4.0,0.0,,,313.261481401366,-38.594876249717,2.57,5910.7,,,,,,,,,1.3596735864936396e-06,0.0012007895547084,-9.515894713629792e-05,,56.381930637789935,2.57,1.0
TIC_389999924,0.0,18357.0,10.121522235153057,10.699723737949048,8.0032e-05,4.770977625917533,0.0228338612144303,3015.7252726510224,0.0982129222294648,0.9961359034446332,0.9967517555110345,0.0004169324294626,0.9967317014368288,0.9967719046282456,0.0341119411928868,0.055319612364995,7.922652402339022,6.0,6.0,0.0,,,160.108540005406,-62.6859500328522,1.1804399,6213.0,,,,,,,,,7.09263168598236e-05,0.0007216463366169,-0.0002863734327538,1.409973318134168,10.142615460695284,1.1804399,1.0
TIC_39077574,0.0,15403.0,12.643924185581938,6.199391808885851,0.001280512,7.1371216364101535,0.023844660241457,2612.0646445131106,0.0585261499845437,0.9930380230299208,0.9966804422631436,0.0004599163461832,0.9969889835064032,0.9960603642305728,0.7047259191954113,0.053721269575721,7.836254409817416,7.0,6.0,1.0,,,151.25567551921,40.3410953984528,1.11,5886.6,,,,,,,,,5.5473271968857166e-05,0.0006312761657874,-1.201138920325917e-06,0.5048452891115628,16.967424361455084,1.11,1.0
TIC_391821647,0.0,18278.0,5.098821384658032,4.433424720173472,,2.006751149908617,0.0464960560187988,1332.2442125265882,0.0208063850192544,0.9994827487686776,0.9992386808740588,0.00016293979943,0.999073104137716,0.9994728536868872,0.8651714724755618,0.0268608766253151,4.8639626542111385,3.0,3.0,0.0,,,82.7647753434668,-70.3572782621111,0.975121,6636.0,,,,,,,,,4.136679930906056e-06,0.0004826161144796,2.9104268900015384e-05,-1.5187365297028554,48.0373091165884,0.975121,1.0
TIC_392112968,0.0,18849.0,7.938637207161265,7.819888259683066,8.0032e-05,1.1928233480832415,0.0053412639426448,3041.5901597437105,0.0899497415672589,0.9955261668605996,0.995483815459696,0.0004987961134563,0.9956169692436528,0.9953390135745704,0.1967267958130109,0.0648761565031134,9.077374533397045,23.0,23.0,0.0,,,174.287260154085,-67.5193332535255,1.55,7108.0,,,,,,,,,0.0003021011786312,0.0027300647369631,0.0031141215215209,,11.067582291119828,1.55,1.0
TIC_393251073,0.0,15794.0,8.928915647392312,6.830381677562053,8.0032e-05,5.009351845486326,0.0697331824659475,2583.9514492584676,0.0398365830569617,0.9981778856169846,0.9970073888135266,0.0003524478868387,0.9970073888135266,,,0.0539807313092304,8.111949590421649,3.0,1.0,2.0,,,115.508957152578,61.5748069058842,0.86,5279.0,,,,,,,,,6.462473295717364e-06,0.0014510336690752,-8.917092185845021e-05,,25.05681484252065,0.86,1.0
TIC_393911494,0.0,16810.0,16.383607495883098,14.047176091793904,8.0032e-05,0.6337326846757783,0.0023411603280182,1900.4799503112936,0.0228704365596638,0.9991467915163068,0.9993931614981912,3.984854437948059e-05,0.9994916370987844,0.9992886003267746,1.8073595366533517,0.0233616594811495,17.004075421650004,42.0,37.0,5.0,,,207.178626389921,44.9120268855431,0.976212,5590.0,,,,,,,,,9.394455995967748e-07,0.0002796410071897,0.0003411285970927,-0.127173590395571,43.68726363879232,0.976212,1.0
TIC_394509844,0.0,18472.0,14.202933083990944,14.683290279064488,8.0032e-05,6.894935355467479,0.037166097832423,2336.7915521849777,0.1786313221023726,0.998023833983223,0.9982575845794304,6.510257316179415e-05,0.9983331046457038,0.9981792674736656,0.83661277941763,0.0400533734910455,25.883491055071097,4.0,4.0,0.0,,,154.996926285754,-79.8025502928466,1.41,5488.0,,,,,,,,,2.193181417515218e-06,9.03837509867895e-05,2.113113799007138e-05,0.4348528552785003,5.5870595494515864,1.41,1.0
TIC_395773226,0.0,16749.0,7.483252125455114,7.500425457026769,0.001120448,3.849420185136929,0.0111136101043828,2720.0217503745507,0.0860432668039411,0.9988637431989336,0.9993378568816788,0.000110603549596,0.999086327628661,0.9995900828916298,1.6163077411079716,0.0250359029999303,6.048577347428944,12.0,12.0,0.0,,,34.1197503509829,76.2533942594585,1.69,5115.0,,,,,,,,,8.649145290871796e-06,0.0003584139237463,-6.454420817236795e-05,1.019358505561029,11.608854246259067,1.69,1.0
TIC_398733009,0.0,14817.0,28.256233438754197,17.299111049298798,8.0032e-05,0.8183203914671399,0.0022596981087381,1411.5654782390025,0.0252985085276991,0.9630065844722896,0.9660037258306294,0.0027230730170119,0.9676497158947306,0.9640238792912628,0.4698954647226768,0.1692186187976741,12.505069040674307,31.0,26.0,5.0,,,32.1697395593415,-9.04600635722896,0.18,31000.0,,,,,,,,,0.0034565453226305,0.0144843159890465,0.0106960081145658,1.348681507464368,38.06574539435409,0.18,1.0
TIC_398912927,0.0,12993.0,3.4004866475140263,3.777331908530942,,10.1020379826729,0.0608019112725637,2453.706789498272,0.0402699202636114,0.9980379890018988,0.9985040623635076,0.0002581137809526,0.999578629765932,0.9974294949610832,3.449483025692604,0.0385510564096424,7.518307057986323,2.0,2.0,0.0,,,18.5539861439223,19.4703971838777,1.57,5856.2,,,,,,,,,2.5293468562920864e-06,0.0011039614117985,1.5324752705159206e-05,2.30840063210489,24.783709092757835,1.57,1.0
TIC_399144800,0.0,15676.0,5.237285730374148,3.7310017594418223,,7.386056027238505,0.0439091150325428,1576.185605358677,0.0676389939110858,0.9985279690801256,0.998579355930589,0.0001619777391645,0.998579355930589,,,0.0347635353651426,9.019300888564016,3.0,2.0,1.0,,,163.199947185889,-67.3878145539325,0.989667,6270.0,,,,,,,,,2.4189083271673276e-06,0.0009006014124534,-4.2921482921398635e-05,0.5412571833875571,14.76260824329722,0.989667,1.0
TIC_399444057,0.0,16297.0,5.324174778338769,5.595507686753258,0.098119248,4.157896520290865,0.0163131180243532,2718.8782018616303,0.0322784193117565,0.9987185900847432,0.999001083705468,0.0002120595966535,0.9996203396714896,0.998490469136994,1.9129262903290691,0.0308019583576565,4.5264359990260195,12.0,11.0,1.0,,,26.687863222166,63.6122583246663,2.46,7047.0,,,,,,,,,1.011640961681645e-05,0.0004347953217989,8.83304908105842e-08,0.1219621567813831,30.940752718984236,2.46,1.0
TIC_399613138,0.0,2623.0,11.53675616033792,4.754682347167753,0.000240096,8.199616309453306,0.0691487848571581,2801.9691905043937,0.0330684372605613,0.9936228474462148,0.9957957825875382,0.0007016473062118,0.9957957825875382,,,0.0566174738340566,9.568049583387188,3.0,2.0,1.0,,,312.40521541076,9.84566613834359,1.45,6496.0,,,,,,,,,2.801888408008683e-06,0.0006719038715258,7.161043669734468e-05,115.92891176742252,30.047469120388335,1.45,1.0
TIC_399642071,0.0,16993.0,8.482341995595442,6.7921741476702655,0.001280512,2.287845133421467,0.0181092609795652,2307.9414236034763,0.0682947851191065,0.998479222249056,0.9989649967983876,0.0001868071398936,0.9989695151173434,0.9989583262202444,0.020804602100437,0.0301876452309052,5.544602389186552,11.0,10.0,1.0,,,164.290162794937,-69.9793792713583,0.617703,3953.0,,,,,,,,,2.7372924090932062e-05,0.0004171672831202,0.0003772623372604,1.0733150107140403,14.620138572918892,0.617703,1.0
TIC_399956873,0.0,19610.0,7.599569730747733,15.041994395996504,8.0032e-05,3.4777119285246205,0.0359761319142442,2831.1903057056284,0.1013231161068062,0.9990693083308302,0.9983726463486672,0.0001613573834657,0.9984654362419044,0.9982798564554296,0.4071251429334839,0.0393983065719372,10.289058978065633,4.0,4.0,0.0,,,287.537974434958,52.2880441760549,1.61,6817.0,,,,,,,,,6.797279229258376e-06,0.0007470745599425,-1.8155303997513528e-05,-0.0720423524423467,9.860230781667791,1.61,1.0
TIC_400323948,0.0,16557.0,6.750987255242706,6.865769197453065,0.005282113,3.2300955038776995,0.0217762631160793,2310.224376640048,0.1055419076146109,0.999419771611712,0.9995746056535212,8.138682980753427e-05,0.9995849770249836,0.9995530651127916,0.1308286817223589,0.0196288371580271,5.104822763866753,7.0,6.0,1.0,,,166.085896246309,-67.9918944254207,2.62415,4866.2,,,,,,,,,4.166987053388848e-06,0.0001935526002948,-8.561581668731222e-06,-1.9663562465406277,9.469411669733317,2.62415,1.0
TIC_400395395,0.0,20257.0,13.62225175369657,13.26747786849429,8.0032e-05,3.2926381929807023,0.0192860003459354,3718.1558475545007,0.1024144841053389,0.9973721613678485,0.9976868751418272,0.0002279635010625,0.9978296753170258,0.9975201753557164,0.4787817978380779,0.0466087602586864,10.453489839162394,9.0,9.0,0.0,,,134.00222945068,-50.3283493050128,1.64,6947.0,,,,,,,,,2.5358988616961305e-05,0.0002961992585315,-0.00011485672083,,9.73858502613748,1.64,1.0
TIC_400476523,0.0,19609.0,4.476568957548832,4.9152770830716905,,12.309418077477716,0.0728159688196656,2395.232327507616,0.1281568792968148,0.9971315043909624,0.9971917340946428,0.000393159793106,0.9992405917268328,0.9951428764624528,4.11165601828201,0.0498758552218232,8.28687005651131,2.0,2.0,0.0,,,295.558906545655,59.5891312877657,1.65,6615.0,,,,,,,,,1.57943027295503e-05,0.0018278073157413,5.800558802204758e-05,-0.1831305023469331,7.780553879449412,1.65,1.0
TIC_400595342,0.0,13320.0,3.975902895556882,11.003120838364636,8.0032e-05,2.0420562134990385,0.0018293205726081,2255.688665070553,0.028372830991997,0.9997208209703248,0.999603725065056,5.772013332787258e-05,0.99956980455541,0.999637645574702,0.4157846431965679,0.0139863779853522,6.378590218465622,37.0,30.0,7.0,,,134.441783275348,-49.000595557562,1.60776,9810.0,,,,,,,,,1.2026933143138255e-06,0.0001680764153344,-2.547649801254437e-05,1.306046189458346,35.23514524343065,1.60776,1.0
TIC_400786146,0.0,16774.0,5.408143357614657,5.189159517488241,,10.131410632997904,0.0026557211993402,2308.4828056577176,0.067080362123649,0.9986275866877856,0.9992468037847364,0.0001720898565772,0.9992696024615156,0.9992220226143234,0.0984101119088248,0.0186891565853519,4.112267966221996,27.0,25.0,2.0,,,167.000944014378,-67.1498188343813,1.6267,6123.0,,,,,,,,,3.2093903848870607e-06,0.000240105085471,1.6889499314443057e-05,,14.88703332947158,1.6267,1.0
TIC_402848417,0.0,885.0,5.906106060100999,5.294117714636568,0.010404162,8.602573010388896,0.2440321398459692,1790.8376318392036,0.4112785549680417,0.9985014567890588,0.9985747117253464,0.0001342397678104,0.9989440943083808,0.9980391069799468,2.5998653936943423,0.0356872515540794,9.00661863204491,3.0,3.0,0.0,,,17.7421782595212,82.2214801443754,1.54,5888.0,,,,,,,,,1.15425079695402e-06,0.0005088384421502,0.0008925424088089,,2.427798495028867,1.54,1.0
TIC_403136413,0.0,13421.0,2.9159579740081916,7.55090108835644,0.000240096,6.558797472796936,0.0017766825106161,2061.869701433506,0.0283948726331438,0.9994434665613424,0.9996263665267112,9.27640427473116e-05,0.9996613229994776,0.9995889916816147,0.2755216377979059,0.0177317071877195,3.788641741455347,37.0,31.0,6.0,,,333.578780708438,-55.3789986449532,2.3,5988.0,,,,,,,,,3.1876200737495408e-06,0.000121265300999,4.090772459397485e-05,0.443239681299319,35.19802604765855,2.3,1.0
TIC_403256331,0.0,859.0,8.452333048997536,3.9388739549991176,,6.966288349966247,0.3118630219512521,1772.6478723786272,0.5755752558544804,0.9991147999940546,0.9990314063072594,5.081278062588151e-05,0.9990936281276134,0.9989826378534684,0.7635758306090236,0.0296150695125473,10.823900878319048,2.0,2.0,0.0,,,4.24933014629078,58.6792652248041,4.62,10097.0,,,,,,,,,4.733037602253678e-07,0.0001217508848567,0.0007638957918731,0.7099961033740311,1.7358543297883802,4.62,1.0
TIC_403287048,0.0,1184.0,4.044578388937507,3.717904821981787,,2.006298063452652,0.0049933062062216,1325.689741314509,0.0269310486059704,0.9992206477311352,0.9993873749422072,0.0001285075294126,0.999482137928802,0.9992768181245136,0.5826690107298418,0.0242357852612137,3.9036042981673376,18.0,13.0,5.0,,,332.357804276385,-62.3339811211885,1.22,6347.0,,,,,,,,,3.169247203517051e-07,0.0004876783556965,0.0001160396062316,-0.7850034841797,37.1029239280945,1.22,1.0
TIC_403308915,0.0,856.0,7.445433949935326,7.529771627215353,0.000240096,3.7486002628945423,0.0580423846043747,1767.49813827425,0.1340286673480088,0.9993378665156613,0.999419617473054,6.140720550042083e-05,0.9993981557180076,0.9994339253097518,0.2127657829270827,0.0231408827718185,9.653479035595108,6.0,5.0,1.0,,,5.19891993512927,55.5428476412317,1.75,8398.0,,,,,,,,,1.2551317280911952e-07,0.0001090077181409,0.0002688692117988,,7.456150137797426,1.75,1.0
TIC_403693875,0.0,14685.0,18.40988509258883,14.12366647151122,8.0032e-05,3.526158919810603,0.0280133400129785,1469.7102879431925,0.1084548732359176,0.985552316550618,0.9879684811751264,0.0005046947289806,0.9878713708087392,0.9880655915415132,0.1360704526233058,0.1069487968108068,23.84378678434859,6.0,6.0,0.0,,,105.006208021263,11.0434465831075,0.613,3965.0,,,,,,,,,0.000117193334652,0.0008812487235483,-0.0011442535279651,-0.9807811250896108,9.087210995183083,0.613,1.0
