host,label,n_points,SDE,SDE_raw,FAP,period,period_uncertainty,T0,duration,depth,depth_mean,depth_mean_std,depth_mean_even,depth_mean_odd,odd_even_mismatch,rp_rs,snr,transit_count,distinct_transit_count,empty_transit_count,pl_names,n_planets_in_catalog,ra,dec,st_rad,st_teff,st_mass,n_original,n_after_quality,n_after_outliers,n_final,points_removed_pct,pre_norm_median_flux,flux_source,chi2red_min,depth_consistency_std,secondary_eclipse_depth,transit_shape_ratio,depth_duration_ratio,r_star_used,m_star_used
Kepler-184,1.0,18604.0,5.292306614092234,5.580167101149843,0.063865546,1.5787562270499078,0.0020006479837468,3313.5827405144023,0.0279211816403288,0.9964915055957292,0.9972742933787236,0.0005894357825098,0.9970913650547232,0.99744666814557,0.2138543819812189,0.0493989736936253,4.629105016222519,34.0,33.0,1.0,Kepler-184 b; Kepler-184 c; Kepler-184 d,3.0,291.9518784,43.0746172,0.873,5788.0,0.872,18788.0,18604.0,18604.0,18604.0,0.979348520332124,493.14389,pdcsap_flux,0.000172644710714,0.0025162044961265,0.0007355566899538,,35.68944604251335,0.873,0.872
Kepler-1841,1.0,17131.0,5.59012206805136,4.334935491049988,,5.1019660273926775,-6.374901506058497,3313.036375967938,0.0290766167592161,0.9920828328752096,0.9969137529801914,0.0008506087117011,0.9972206412694484,0.9965892274329314,0.2622352289287016,0.0526663814617047,3.681122937624051,45.0,41.0,4.0,Kepler-1841 b,1.0,287.7069031,40.6852161,0.899,5190.0,0.823,18788.0,17131.0,17131.0,17131.0,8.81945922929529,378.616,pdcsap_flux,0.0002490774137247,0.001872699090208,-0.0003975558958675,-1.6170152123124897,34.11961030716409,0.899,0.823
Kepler-1842,1.0,13397.0,5.112609376068229,5.2746748961420495,,1.1592125460451814,0.0578590109090004,3485.9421809328796,0.0054274266467179,0.9941132458389128,0.9873491835829428,0.0023815147657394,0.98528532901789,0.991255765438222,0.9898646091891437,0.1074880475146407,5.858810468815342,3.0,3.0,0.0,Kepler-1842 b,1.0,286.2516039,42.3784353,1.131,5970.0,1.057,18555.0,13399.0,13397.0,13397.0,27.798437078954464,319.61145,pdcsap_flux,0.0003663571955529,0.0093964733228234,0.0006949225808947,3.939078395288595,183.164750174943,1.131,1.057
Kepler-1843,1.0,19610.0,3.453040742855565,4.2831142966044915,,1.6709153563928645,0.0013792898255445,2390.840122543109,0.0200689388406013,0.9988474409855848,0.9993864375624412,0.0001398232210614,0.9995230084093664,0.9992366805647788,0.7243964458789284,0.0238509387605495,4.2725588891591535,47.0,46.0,1.0,Kepler-1843 b,1.0,292.8852302,41.279169,1.782,5422.0,1.02,19610.0,19610.0,19610.0,19610.0,0.0,1776.5946,pdcsap_flux,1.876349512009796e-05,0.0010843791919312,-9.054265138974673e-06,,49.7708149354078,1.782,1.02
Kepler-1844,1.0,17694.0,7.614005092044046,4.480815924954129,,1.9561047920227657,0.0043509985938519,3312.8807649974956,0.0270111959728443,0.9755195515924834,0.9883972773038576,0.00252481668726,0.9867773795452438,0.9902344208260174,0.4822520915417449,0.102830104730281,4.5464001042099875,20.0,19.0,1.0,Kepler-1844 b,1.0,292.6903973,37.9345682,0.849,5776.0,0.939,18788.0,17695.0,17694.0,17694.0,5.8228656589312315,106.5723175,pdcsap_flux,0.0046723059282392,0.0108463355193333,0.00145007900165,0.4691417755893203,36.11537795561595,0.849,0.939
Kepler-1845,1.0,18405.0,6.082865044031711,4.347010353819715,,2.2724436387583924,0.002345152834903,3312.934892298086,0.0365256313221132,0.9816273977815284,0.9888423192580684,0.0029495981450168,0.991819688677117,0.9856522805948024,0.7388691568271571,0.0961822102767502,3.740727464308812,31.0,29.0,2.0,Kepler-1845 b,1.0,292.9016226,38.297032,0.701,4703.0,0.686,18787.0,18406.0,18405.0,18405.0,2.0333209133975627,97.39829,pdcsap_flux,0.0037082118331608,0.0110349800670933,0.0030170500020488,0.1695109002463425,26.87502891119737,0.701,0.686
Kepler-1846,1.0,18429.0,5.388963228342658,4.692891598438643,,0.9383014274384636,0.0024852933813908,3313.424359778047,0.0107949262163023,0.9974277930300408,0.998069800501478,0.0004803860492319,0.997694372460435,0.998504119215626,0.5959470480063366,0.0420715136236267,3.9963266407791473,29.0,28.0,1.0,Kepler-1846 b,1.0,294.3909489,44.7629523,0.732,4825.0,0.785,18788.0,18430.0,18429.0,18429.0,1.9107941239088768,614.5395,pdcsap_flux,0.0001518993612151,0.0044610835450953,0.0003706364503577,-1.4970474475907738,92.39783330095796,0.732,0.785
Kepler-1848,1.0,18604.0,5.138334131718979,5.278753665775233,,0.692747563869707,0.0474714118554562,3318.9277402552466,0.0037459027952988,0.9985092672949432,0.9966509598992506,0.0007118981368646,0.9964006209938634,0.9971442748010432,0.3671443980972522,0.0556594913888149,4.435274320630614,3.0,3.0,0.0,Kepler-1848 b,1.0,299.3814921,45.5920846,0.737,4847.0,0.756,18788.0,18604.0,18604.0,18604.0,0.979348520332124,905.50863,pdcsap_flux,5.7016268608250975e-05,0.0046803315218145,0.0002972547169531,0.0648196099302879,266.560378595007,0.737,0.756
Kepler-1849,1.0,17898.0,6.039240667007472,5.468255298833506,0.076030412,0.4534910502737628,0.018561861581936,2770.921105515567,0.0063065172566957,0.9934383467478892,0.9869435324590974,0.00270338639487,0.9888789133429337,0.982929409144474,0.7075576702334443,0.1047711716027324,4.755809504471761,7.0,6.0,1.0,Kepler-1849 b,1.0,285.29193,41.2557275,0.729,4806.0,0.709,17898.0,17898.0,17898.0,17898.0,0.0,145.25516,pdcsap_flux,0.0012383346064258,0.0156912253935365,0.0015431428109895,4.635644573419941,157.5256684968466,0.729,0.709
Kepler-185,1.0,15977.0,4.65450731930282,3.832430853223327,,1.2193696868262824,0.0057743902414106,3312.931061448194,0.0280854672907801,0.997132343803045,0.9952156321685612,0.0013470765217952,0.995397711081646,0.9949728602844482,0.1090863566149771,0.0500944270540056,3.5311666377486643,16.0,14.0,2.0,Kepler-185 b; Kepler-185 c,2.0,282.4681674,43.8899464,0.806,5208.0,0.763,18788.0,15978.0,15977.0,15977.0,14.961677666595696,460.4359,pdcsap_flux,0.0001531508426528,0.0027104333181371,0.0006436260965924,-0.869033092688169,35.503498427828674,0.806,0.763
Kepler-1850,1.0,19609.0,0.7976376104662707,10.412205560546676,8.0032e-05,0.3925853724474646,0.0029148264864598,2391.295058569767,0.045389423711058,0.9894774610955605,0.9926783580248504,0.0002061067547459,0.992718290808536,0.9926364124275856,0.1403278599764251,0.0826980657965994,27.01923656337055,36.0,35.0,1.0,Kepler-1850 b,1.0,287.1428295,43.6161177,0.6,4239.0,0.611,19609.0,19609.0,19609.0,19609.0,0.0,706.5788,pdcsap_flux,0.0001693589964463,0.0014979602551556,0.009187507466313,0.9544691793947722,21.79973615427285,0.6,0.611
Kepler-1851,1.0,11468.0,4.403217204282703,3.808336976434052,,0.7623769271313448,0.0031555999809714,3480.883267342854,0.0020852473543705,0.989609922247946,0.9893626683232224,0.0032379161070933,0.9898288828538454,0.9889489029272944,0.0971067692288435,0.095499043863754,3.1633770568826973,24.0,15.0,9.0,Kepler-1851 b,1.0,285.6737597,45.6398375,0.879,5982.0,0.967,18556.0,11469.0,11468.0,11468.0,38.19788747574909,115.135452,pdcsap_flux,0.0016765915012062,0.0426926464122464,0.0025952063483511,0.0331781201407678,474.5767547307077,0.879,0.967
Kepler-1852,1.0,15690.0,4.575280109485121,3.652114379919359,,0.6249039443963698,0.0022919878852025,3480.470312919781,0.0028767785355748,0.9951261638269014,0.9952991857786624,0.0011167424604199,0.9936391578810588,0.9967878559578038,0.999186187234224,0.0636728445652516,4.147418754025237,42.0,36.0,6.0,Kepler-1852 b,1.0,288.0297157,40.3441934,0.826,5237.0,0.927,18556.0,15691.0,15690.0,15690.0,15.445139038585898,170.7818,pdcsap_flux,0.0014814361098337,0.029369010536246,-0.001550470607508,,345.9168481414119,0.826,0.927
Kepler-1853,1.0,11609.0,4.991249011673246,5.201716779413691,0.089955982,6.9880583922003545,0.0770225169413612,3485.994557439684,0.0327785454929234,0.9657649742063824,0.9680625414329194,0.0053972681801159,0.9636850126774156,0.9762704078494894,0.7830602381972459,0.17116890336298,7.134394811118804,3.0,3.0,0.0,Kepler-1853 b,1.0,284.7478834,46.3735415,0.788,4821.0,0.765,18556.0,11610.0,11609.0,11609.0,37.43802543651648,281.14166,pdcsap_flux,0.0013639495544684,0.0042511522263844,-0.0003421446169402,,29.46332607756749,0.788,0.765
Kepler-1854,1.0,17277.0,5.582538571482795,4.388632004269419,,0.6699190578979042,0.0020184155398829,3480.2373240144025,0.0049947088179123,0.9974246217974618,0.997641793034472,0.00058919884438,0.9976479531283012,0.9976356030372744,0.0074112107525527,0.0459665196044842,4.213921030083504,34.0,32.0,2.0,Kepler-1854 b,1.0,286.28593,37.3869915,0.759,5026.0,0.8,18556.0,17277.0,17277.0,17277.0,6.892649277861606,609.6236,pdcsap_flux,0.0001292395995431,0.0056875232356493,7.030766383497866e-05,-0.6142571314142642,199.69625020390433,0.759,0.8
Kepler-1855,1.0,19609.0,7.15242382235694,4.948041382459872,,2.2438333667083064,0.0045903844962402,2391.819879903966,0.0378395438152073,0.9923131395772208,0.9941998295370276,0.0012823038259098,0.9932152744747116,0.9954198216794627,0.6083468244654988,0.0619428974559388,4.28451328868027,19.0,18.0,1.0,Kepler-1855 b,1.0,283.4018628,41.5161554,0.356,3460.0,0.385,19609.0,19609.0,19609.0,19609.0,0.0,236.21484,pdcsap_flux,0.0005633139475639,0.0033108999388157,0.0001924193987595,0.8406175680814512,26.22423632862141,0.356,0.385
Kepler-1856,1.0,18803.0,5.523688750377147,3.793382116958505,,9.898650644037588,0.0137079450346024,3369.747347667372,0.0431946225807825,0.9802282757444116,0.9856033289856144,0.00388546003792,0.9815973915758176,0.9894423523366692,0.729668718397469,0.088363599616238,3.9144669143100095,8.0,8.0,0.0,Kepler-1856 b,1.0,295.9091695,51.3478777,0.816,4948.0,0.782,19025.0,18803.0,18803.0,18803.0,1.166885676741125,173.32526,pdcsap_flux,0.0012568738238937,0.0029604790937127,0.0003028359351402,,22.69329414584398,0.816,0.782
Kepler-1857,1.0,18322.0,4.1344030196466885,4.416472636443297,,1.3288770627837754,0.0018903063366755,2420.487829251321,0.039083913588664,0.9954690277342414,0.9954525063592709,0.0009684643605083,0.9940165833845432,0.9969778021332556,1.0872337048246663,0.0629387040425641,4.732638232161931,36.0,35.0,1.0,Kepler-1857 b,1.0,296.4557129,39.598537,1.005,6074.0,0.873,18322.0,18322.0,18322.0,18322.0,0.0,479.469955,pdcsap_flux,0.0004590100738776,0.0031379625041092,0.0004095628199424,-1.3214433355135573,25.47004474042666,1.005,0.873
Kepler-1858,1.0,18136.0,12.54621348954818,11.363849077684458,8.0032e-05,0.6869471822299766,0.0035502538621521,3533.480036397929,0.0795383832767632,0.5251514453207252,0.6054244026534857,0.0025841377680568,0.6187314046326998,0.5920928942249547,3.6683178515731063,0.6136013204421236,52.125242226408304,38.0,38.0,0.0,Kepler-1858 b,1.0,292.3074315,46.626579,0.819,4939.0,0.785,18136.0,18136.0,18136.0,18136.0,0.0,138.58998,pdcsap_flux,0.1052914492219036,0.0322654635503755,0.4364758337302292,,6.602490818720802,0.819,0.785
Kepler-186,1.0,18322.0,7.580114231266812,4.627337687772067,,0.7036806580089295,0.0026627885277671,2420.6858093680507,0.0281193519705734,0.9972070692613664,0.997343951729424,0.0005792284156751,0.9980006114307168,0.9966534726443734,0.8228794764869032,0.0483674966565058,4.539530574805721,37.0,36.0,1.0,Kepler-186 b; Kepler-186 c; Kepler-186 d; Kepler-186 e; Kepler-186 f,5.0,298.652736,43.9549884,0.472,3788.0,0.478,18322.0,18322.0,18322.0,18322.0,0.0,489.468645,pdcsap_flux,0.0001638259802477,0.0026333638764115,0.0001142839210194,-0.98597246548121,35.46337306439113,0.472,0.478
Kepler-1860,1.0,17185.0,4.5711206896304475,4.548681119793143,,2.7904757114410823,0.0071457885775479,3313.374587659446,0.0284700737425863,0.9975568186459198,0.9980634558049564,0.0003911023416004,0.9982033485704316,0.9978995814225428,0.2743110937038694,0.0412049069830662,4.570152376654978,14.0,13.0,1.0,Kepler-1860 b,1.0,294.3508497,50.0809627,0.868,5420.0,0.874,18788.0,17185.0,17185.0,17185.0,8.53204172876304,985.4495,pdcsap_flux,4.064890142561643e-05,0.0013087654695074,7.726093097004672e-05,1.0935287396281297,35.038785907805625,0.868,0.874
Kepler-1861,1.0,17550.0,5.451421374104589,6.06018942821865,0.038895558,1.667921605851164,0.0055954053139094,3313.987699862591,0.0385632033619015,0.9979639273710268,0.9978004718680614,0.0004382638341454,0.9979054153568911,0.9977086463153356,0.1579009019912111,0.0433655292648753,4.970033120450249,16.0,15.0,1.0,Kepler-1861 b,1.0,295.8465148,49.9361586,1.373,5855.0,1.161,18788.0,17550.0,17550.0,17550.0,6.589312327017249,800.07525,pdcsap_flux,5.532218395699183e-05,0.0013948865059133,0.0002661137143752,,25.878657382414577,1.373,1.161
Kepler-1862,1.0,19025.0,5.7112491723368235,3.5920934379794174,,1.1709692455922682,0.0262154122039066,3369.492513240685,0.0261941422042336,0.9835193098991756,0.9767496807387356,0.0053847279585639,0.9802203662060788,0.9715721007792568,0.5462165884832901,0.1467418770060679,4.31616043466303,5.0,5.0,0.0,Kepler-1862 b,1.0,296.7533555,49.3780726,0.806,5644.0,0.9,19025.0,19025.0,19025.0,19025.0,0.0,90.94048,pdcsap_flux,0.0043734980367722,0.012024290604168,0.0035888082888484,0.4850131541292102,37.547299782934495,0.806,0.9
Kepler-1863,1.0,16227.0,5.019742028433161,4.911597407659952,,0.8878175737025209,0.0045388939882951,3313.6266626820143,0.014287485846421,0.9985272747678624,0.9982613455103584,0.0004696573003117,0.9981103256477848,0.998395727591462,0.2152233960345046,0.0386823573361061,3.9281193823870786,19.0,15.0,4.0,Kepler-1863 b,1.0,282.2397185,43.2440854,0.983,5871.0,1.097,18788.0,16227.0,16227.0,16227.0,13.631041090057485,1001.75726,pdcsap_flux,4.352785051028819e-05,0.0018253714044416,0.0001784020334946,-1.5516153844416525,69.88824244525796,0.983,1.097
Kepler-1864,1.0,114550.0,6.468989676143334,6.3591629302731425,0.000960384,0.5852579980760274,0.0014798336911494,2390.789839970967,0.0179476992327468,0.9996139189431816,0.9996229510322798,0.0001030127530334,0.9996948614720595,0.9995540642490172,0.4831674539843111,0.0181597771149337,3.6335884399081166,44.0,43.0,1.0,Kepler-1864 b,1.0,289.6867653,41.5889178,0.979,5854.0,1.03,117715.0,114552.0,114550.0,114550.0,2.6886972773223494,3519.78485,pdcsap_flux,4.174543158496785e-06,0.0004792052902482,-1.5940134664660377e-05,1.7517885009448535,55.69593662007206,0.979,1.03
Kepler-1866,1.0,19610.0,11.106794453985511,11.224468590637064,8.0032e-05,1.1498743775998066,0.0064561438019988,2390.858792547649,0.1110889404653273,0.9957314057515076,0.9962210689207552,0.000329914528079,0.9965385071532484,0.9959032996786348,0.6813614152896453,0.0582130531314039,11.392451016646667,25.0,24.0,1.0,Kepler-1866 b,1.0,286.2246453,44.6544869,1.083,5791.0,1.03,19611.0,19611.0,19610.0,19610.0,0.0050991790321752,433.1617700000001,pdcsap_flux,0.0002094946103374,0.0010279321054713,0.0039573993085536,3.3515263107435684,8.963371165307782,1.083,1.03
Kepler-1867,1.0,18604.0,5.0988037427060355,4.07567502863879,,0.8503027152895135,0.0021681624314502,3313.6559742922896,0.0153566280103298,0.9985320598363177,0.9987687141017936,0.000332960952079,0.9990867758026568,0.9984038786213916,0.7258837157825966,0.0297956471415037,3.572193532610175,32.0,30.0,2.0,Kepler-1867 b,1.0,294.9971007,43.4358698,0.816,5693.0,0.911,18788.0,18604.0,18604.0,18604.0,0.979348520332124,1198.19775,pdcsap_flux,4.256405730633549e-05,0.0019627532453444,0.0006221128738463,0.0256647047762097,65.02287215426749,0.816,0.911
Kepler-1868,1.0,19610.0,5.27962356624555,4.238341031701121,,1.1512350336858113,0.0124547729859532,2392.66950023942,0.0049824445995665,0.9986640129044292,0.997774348230908,0.0005582175696741,0.9983045677356606,0.9972017111657752,0.6992006384723457,0.0439109996324112,4.0700823255464655,9.0,9.0,0.0,Kepler-1868 b,1.0,293.2983733,43.5558025,0.686,4658.0,0.743,19610.0,19610.0,19610.0,19610.0,0.0,857.97593,pdcsap_flux,6.208324663457741e-05,0.0041242677612155,0.0003530705969052,-0.4566185492633777,200.43655136503045,0.686,0.743
Kepler-1869,1.0,15124.0,4.309899977364017,3.812701446230088,,7.305875262679375,0.0109430604604008,1711.930097886771,0.0693602330748236,0.999413140494858,0.9997202768455568,0.0001004585999502,0.999669003108358,0.9997708759283194,0.3589377851865147,0.0137014810211802,2.739390287707607,13.0,10.0,3.0,Kepler-1869 b; Kepler-1869 c,2.0,292.6149958,42.7643438,0.902,5808.0,0.987,17749.0,15124.0,15124.0,15124.0,14.789565609330102,21794.009,pdcsap_flux,1.5756802593140227e-06,0.0001356106636534,1.1763412432586051e-05,-0.2537519058806851,14.409022233485333,0.902,0.987
Kepler-187,1.0,18604.0,4.449241275697719,5.072576181103755,0.099959984,2.762366269554834,0.0109456337492535,3313.467567251483,0.0719475004939616,0.9963073867280344,0.9955909489764656,0.0008630618815516,0.9950523628751914,0.99612953507774,0.4419056454871651,0.0644681685648869,4.896362145343381,10.0,10.0,0.0,Kepler-187 b; Kepler-187 c,2.0,299.7964955,44.0892448,1.287,6105.0,1.081,18788.0,18604.0,18604.0,18604.0,0.979348520332124,468.549775,pdcsap_flux,0.0002852110540937,0.0020935849800134,-0.0008302323584639,14.757061338156834,13.847699779530942,1.287,1.081
Kepler-1870,1.0,19610.0,5.717186758414541,4.963351039077636,,1.564255386947851,0.0081592261955631,2392.7614923504293,0.0252277828415842,0.9981451887463592,0.998271923318332,0.0004107394846753,0.9982794148745852,0.9982644921778554,0.0128594323170332,0.0415334444904641,4.339946318018174,12.0,12.0,0.0,Kepler-1870 b,1.0,293.9335076,40.590704,0.84,5508.0,0.955,19610.0,19610.0,19610.0,19610.0,0.0,1088.6331,pdcsap_flux,3.911733167822648e-05,0.0014904393526258,0.0003221011765244,,39.565315549691,0.84,0.955
Kepler-1871,1.0,17275.0,3.941555177545848,4.253173074453228,,0.6269373422271045,0.0210554800568796,3313.0837433238457,0.0045004311270231,0.9972418575962848,0.994907281474278,0.0015012846852455,0.9928107343595624,0.9970342133297868,1.0023653814388105,0.0726600592187209,3.3272589342276966,6.0,6.0,0.0,Kepler-1871 b,1.0,292.4275044,38.4728824,0.946,5741.0,1.02,18788.0,17275.0,17275.0,17275.0,8.053012561209282,366.2544,pdcsap_flux,0.0003192241789711,0.011898445208782,0.0001137326726892,-3.79413320174005,221.58807222007863,0.946,1.02
Kepler-1872,1.0,16146.0,4.243484568040673,4.022375748002583,,1.3357491331258535,0.0021080413244979,3313.0599240949587,0.009947922927636,0.9865700231266986,0.9878077971341416,0.0040345466490058,0.9817019054023652,0.9932874435600944,1.0284726892005454,0.0861740147930861,2.979653848524288,34.0,27.0,7.0,Kepler-1872 b,1.0,281.0491988,43.3225996,0.885,5223.0,0.913,18788.0,16149.0,16146.0,16146.0,14.062167340855869,142.21454,pdcsap_flux,0.0024711310635888,0.0177672550356367,0.0052144133529486,3.449414993567985,99.17346870329489,0.885,0.913
Kepler-1874,1.0,12382.0,7.302912681495137,6.29510283902684,0.01352541,6.8809700834317855,0.0374053260579261,3484.4246180949344,0.0262210574831548,0.9851122783801448,0.9888348085349185,0.002235320768276,0.992105360775762,0.9855642562940748,1.0594427347189066,0.1050540582868647,6.141277227570213,4.0,4.0,0.0,Kepler-1874 b,1.0,286.3718158,43.692081,0.775,4701.0,0.758,18555.0,12383.0,12382.0,12382.0,33.26866073834546,343.96450500000003,pdcsap_flux,0.000296772741197,0.0061764419081052,0.000879923104762,,37.56950988773091,0.775,0.758
Kepler-1875,1.0,19024.0,4.702431226460109,4.961351372929906,,0.9667889119208466,0.0026766861289112,3368.530215986507,0.0260337271705417,0.993535688823666,0.9929986044829214,0.0022923550138478,0.9912718060501512,0.9948187433715172,0.5477995853646082,0.0716327319246037,3.1281426833539556,28.0,28.0,0.0,Kepler-1875 b,1.0,296.7727406,50.1883667,0.862,6161.0,0.95,19025.0,19025.0,19024.0,19024.0,0.0052562417871215,239.88112,pdcsap_flux,0.0007600020540789,0.0059298482884593,0.0003317478348071,-0.3454956396168951,38.163405582120994,0.862,0.95
Kepler-1876,1.0,18322.0,4.558463638868854,5.087868021198238,0.071068427,2.1140208058985586,0.0032117478151292,2420.3630130407,0.0303882759806115,0.9995740739408452,0.999620835320209,8.36492970145525e-05,0.9997842266541924,0.999471059930724,1.33177759319097,0.016935867829031,4.487243033348407,24.0,23.0,1.0,Kepler-1876 b,1.0,299.1604859,41.1437964,1.477,6104.0,1.187,18322.0,18322.0,18322.0,18322.0,0.0,11320.5865,pdcsap_flux,1.9673834189035095e-06,0.0003155016585464,5.0565878106034745e-05,-0.3885686513536786,32.89341174137681,1.477,1.187
Kepler-1877,1.0,19610.0,5.173667827979033,4.537804651116679,,0.6872474600453866,0.0129230933310626,2391.3749992914986,0.0215832284843123,0.9994345824991844,0.9993058810425548,0.0002085942157163,0.999459192460839,0.9991159081981588,0.5759547942480561,0.0265887310662846,3.5323066272915455,9.0,9.0,0.0,Kepler-1877 b,1.0,294.866924,46.7904816,0.936,5615.0,1.022,19610.0,19610.0,19610.0,19610.0,0.0,3182.1444,pdcsap_flux,7.948238971986192e-06,0.0005490217620262,0.0001506071105068,0.1782459393838307,46.30607433107703,0.936,1.022
Kepler-1878,1.0,17064.0,5.035291714282863,5.84424219774701,0.047058824,4.427828930818658,0.0124713198248309,3508.5273712623125,0.0319235014776939,0.9808252503697744,0.9832923940592064,0.0032196376034428,0.9831606428117772,0.9835119794715882,0.0381294799649523,0.1179033674195405,4.996339676210786,9.0,8.0,1.0,Kepler-1878 b,1.0,300.7324154,44.1070231,0.865,5918.0,0.956,18410.0,17064.0,17064.0,17064.0,7.311243889190655,170.09298,pdcsap_flux,0.0020422122868338,0.0040457506616272,0.0002451038035892,-0.800899197104384,30.724237786231324,0.865,0.956
Kepler-1879,1.0,19611.0,3.851108989628402,6.2133536135728615,0.007122849,1.514891976696794,0.0014003569072268,2390.9471353166755,0.0101364293553837,0.9990120061120736,0.9991265017036994,0.0001707138887245,0.999176356340737,0.999076647066662,0.2069090744178468,0.0279664800320948,5.1648293894466955,46.0,44.0,2.0,Kepler-1879 b,1.0,289.3644209,41.5332589,1.388,5865.0,1.023,19611.0,19611.0,19611.0,19611.0,0.0,1743.8616,pdcsap_flux,1.585864820603687e-05,0.0016660449486803,0.0001471860652609,,98.55659928034466,1.388,1.023
Kepler-188,1.0,15721.0,5.434779622371454,4.064746248163101,,2.9611081899336593,0.006783853262846,3314.520171019209,0.0343188665963739,0.9914439189691489,0.992813537028822,0.0016961195524345,0.9921337187497354,0.9934992158103144,0.2847298864976246,0.0834035685816683,3.817598619021097,14.0,12.0,2.0,Kepler-188 b; Kepler-188 c,2.0,281.2797173,44.3154743,1.141,6021.0,1.021,18788.0,15721.0,15721.0,15721.0,16.324249520970834,267.98016,pdcsap_flux,0.0008181325084992,0.005567102714907,-0.0007378268080127,,28.88918013026409,1.141,1.021
Kepler-1880,1.0,19611.0,7.134477124032372,5.112397020926225,,0.5319248960290647,0.0029106374341538,2390.8546704846476,0.0295802227381021,0.9935310431653596,0.9886198588249772,0.0034586485393817,0.988575772334064,0.988672618068201,0.0098629587310941,0.0833748640786787,3.241250350717908,27.0,26.0,1.0,Kepler-1880 b,1.0,287.8264561,40.6965988,0.53,4380.0,0.524,19611.0,19611.0,19611.0,19611.0,0.0,122.12064,pdcsap_flux,0.0016425254808011,0.0080729259806823,0.003374545673474,,33.58767957773348,0.53,0.524
Kepler-1882,1.0,18576.0,5.747908440776302,4.9421253015824265,0.087795118,5.4492703986614295,0.0020075940738626,3312.9171227714983,0.0378351614145549,0.998335302635852,0.9991817681517788,0.0001856219497586,0.999239472554695,0.9991208579487004,0.2267174485666318,0.0256445182999776,4.053125324008626,35.0,33.0,2.0,Kepler-1882 b,1.0,290.6640856,43.4997866,1.458,5691.0,1.068,18788.0,18576.0,18576.0,18576.0,1.1283798169044124,2607.4955,pdcsap_flux,1.3454083864649226e-05,0.0003421276218469,7.544938396275569e-07,,26.386442275142507,1.458,1.068
Kepler-1884,1.0,18410.0,5.249830889789296,5.047287772378471,,13.311896935627594,inf,3519.8142554244546,0.0530222445711906,0.9624533142071984,0.9680368931253972,0.0055059438834042,0.9503817948920018,0.9843339068793002,2.328076724416411,0.1742580905867163,5.526389257475128,2.0,2.0,0.0,Kepler-1884 b,1.0,296.7463986,43.0454207,0.906,5984.0,0.993,18410.0,18410.0,18410.0,18410.0,0.0,189.421815,pdcsap_flux,0.002498756392055,0.0169760559936492,-0.0010555425964544,10.301739829683669,18.151877989905827,0.906,0.993
Kepler-1885,1.0,12483.0,4.837598798649295,3.522740720673311,,4.027055411460779,0.0078663927470266,3481.6348208545337,0.0294367384381723,0.9884893571821995,0.9928213429424534,0.0022704384389969,0.9945674347086482,0.9910991702415493,0.5412612133903593,0.0842843313245351,3.3786518407326507,12.0,8.0,4.0,Kepler-1885 b,1.0,288.7507112,47.4909206,0.86,5591.0,0.977,18556.0,12483.0,12483.0,12483.0,32.72795861176978,240.71106,pdcsap_flux,0.0006515521280404,0.0073193760246134,-0.0004551208114607,0.1188383528817031,33.58012502840223,0.86,0.977
Kepler-1886,1.0,17602.0,4.952312892258571,3.6240766680823575,,3.057989317699286,0.0026740109114409,3340.3879392668537,0.0284599393562025,0.980157772582189,0.991103001003426,0.0025881513357546,0.9892219507779936,0.992975764663989,0.5141050155590313,0.0932663782426409,3.4770016538063393,28.0,24.0,4.0,Kepler-1886 b,1.0,296.2645118,39.4059745,0.837,5745.0,0.928,19473.0,17602.0,17602.0,17602.0,9.608175422379706,128.52756499999998,pdcsap_flux,0.0029442942580118,0.0066832056615141,0.0012419402435449,3.895905590510424,34.43991079231078,0.837,0.928
Kepler-1887,1.0,18137.0,5.3917209240918655,4.387075415148064,,1.3191406580306917,0.0021709055913266,3533.5015352587084,0.0257650637825991,0.9828617321090152,0.9881181756364534,0.0026706354905608,0.9902155664662862,0.9856927568569308,0.5958167487131023,0.1048319614659546,4.190972261923839,33.0,32.0,1.0,Kepler-1887 b,1.0,288.9555263,44.705707,0.864,5749.0,0.961,18137.0,18137.0,18137.0,18137.0,0.0,77.43301,pdcsap_flux,0.0036290750693901,0.0122192359391555,0.001496247292324,-0.7711503822397188,38.14707156955724,0.864,0.961
Kepler-1888,1.0,19611.0,5.011692202765409,5.770153403634535,0.075630252,3.6597446835424488,0.0151144891994605,2393.935350807151,0.0536153738652804,0.9992968397398052,0.9993286773671186,0.0001444075256479,0.9992336925699136,0.999536038544116,0.6856896452961659,0.0245472444268095,4.601531331433542,7.0,6.0,1.0,Kepler-1888 b,1.0,289.3945523,41.7822597,1.249,5557.0,0.897,19611.0,19611.0,19611.0,19611.0,0.0,4369.706,pdcsap_flux,4.8024200224991455e-06,0.000167729067271,-2.8581986972975315e-05,-0.4293471583546254,18.638251824014937,1.249,0.897
Kepler-189,1.0,16667.0,4.792559245069391,4.786046598189811,,1.0249249664033893,0.0025635001872374,3507.025162018942,0.0300574931758169,0.9969831368088174,0.9965405390218136,0.0008423853537756,0.9956393661481112,0.9976903113089512,0.8464013957733603,0.0525686509934231,4.315716892193288,29.0,25.0,4.0,Kepler-189 b; Kepler-189 c,2.0,287.5646296,44.3050662,0.75,5235.0,0.803,18410.0,16667.0,16667.0,16667.0,9.467680608365017,318.0146,pdcsap_flux,0.0002115138305682,0.0023422460146082,0.0011962010350494,-1.2823084271274483,33.169204463496364,0.75,0.803
