host,ra,dec,last_verified_unknown_utc,newly_flagged_in_archive_or_exofop,exofop_has_target_page,exofop_note,exofop_code,arxiv_status,arxiv_links,arxiv_code,ads_status,ads_links,ads_code,vsx_status,vsx_detail,vsx_code,blending_status,n_gaia_neighbors_tier1_21as,n_gaia_neighbors_tier2_63as,blend_code,plausibility_verdict,period_days,epoch_bjd,transit_depth_ppm,transit_duration_hours,planet_radius_earth,semi_major_axis_au,equilibrium_temp_k,insolation_flux_earth,rough_hz_flag,stellar_spectral_type_rough,stellar_mass_was_defaulted_to_solar,radius_plausible,predicted_probability,SDE,FAP,distinct_transit_count,period,duration,T0,st_rad,st_teff,st_mass,confidence_tier,supporting_evidence,doubting_evidence,stellar_mass_status,predicted_probability_dup,SDE_dup,FAP_dup,distinct_transit_count_dup,period_dup,duration_dup,T0_dup,st_rad_dup,st_teff_dup,st_mass_dup,predicted_probability_dup.1,SDE_dup.1,FAP_dup.1,distinct_transit_count_dup.1,period_dup.1,duration_dup.1,T0_dup.1,st_rad_dup.1,st_teff_dup.1,st_mass_dup.1,predicted_probability_dup.2,SDE_dup.2,FAP_dup.2,distinct_transit_count_dup.2,period_dup.2,duration_dup.2,T0_dup.2,st_rad_dup.2,st_teff_dup.2,st_mass_dup.2,predicted_probability_dup.3,SDE_dup.3,FAP_dup.3,distinct_transit_count_dup.3,period_dup.3,duration_dup.3,T0_dup.3,st_rad_dup.3,st_teff_dup.3,st_mass_dup.3,predicted_probability_dup.4,SDE_dup.4,FAP_dup.4,distinct_transit_count_dup.4,period_dup.4,duration_dup.4,T0_dup.4,st_rad_dup.4,st_teff_dup.4,st_mass_dup.4,predicted_probability_dup.5,SDE_dup.5,FAP_dup.5,distinct_transit_count_dup.5,period_dup.5,duration_dup.5,T0_dup.5,st_rad_dup.5,st_teff_dup.5,st_mass_dup.5,predicted_probability_dup.6,SDE_dup.6,FAP_dup.6,distinct_transit_count_dup.6,period_dup.6,duration_dup.6,T0_dup.6,st_rad_dup.6,st_teff_dup.6,st_mass_dup.6,predicted_probability_dup.7,SDE_dup.7,FAP_dup.7,distinct_transit_count_dup.7,period_dup.7,duration_dup.7,T0_dup.7,st_rad_dup.7,st_teff_dup.7,st_mass_dup.7,rv_status,rv_detail,rv_code,planet_radius_earth_p16,planet_radius_earth_p84,semi_major_axis_au_p16,semi_major_axis_au_p84,equilibrium_temp_k_p16,equilibrium_temp_k_p84,uncertainty_fallbacks_used,predicted_probability_dup,SDE_dup,FAP_dup,distinct_transit_count_dup,period_dup,duration_dup,T0_dup,st_rad_dup,st_teff_dup,st_mass_dup,combined_tier
TIC_382254933,287.082087620158,-66.4054511491629,2026-07-15 01:12:40 UTC,False,False,,NO_HIT,No arXiv match,,NO_HIT,SKIPPED: no ADS_API_KEY,,SKIPPED,No VSX match within 1 TESS pixel,,NO_HIT,"LOW-MODERATE (source within 1 pixel, but too faint to meaningfully dilute the aperture) -- nearest neighbor at 9.5"", G=20.79, +12.2 mag vs target",3.0,28.0,HIT,"Physically plausible, low-to-moderate contamination risk",1.5989695451763466,2036.7618009253304,2160.8204384567784,0.5919303334825968,10.48205053023394,0.0300789560922824,2674.1151799592726,8520.818754309827,False,F,False,True,0.492957155067255,6.044000852094362,0.051460584,15.0,1.5989695451763466,0.0246637638951082,2036.7618009253304,2.06732,6689.2,1.42,Low,physically plausible derived radius (10.5 R_earth); no known variable-star match (VSX); not previously flagged by ExoFOP or the TOI catalog as of 2026-07-15 01:12:40 UTC,"marginal detection statistics: SDE=6.0, only 15 distinct transits observed; a moderate-distance Gaia source is a mild contamination concern",real TIC catalog value,0.492957155067255,6.044000852094362,0.051460584,15.0,1.5989695451763466,0.0246637638951082,2036.7618009253304,2.06732,6689.2,1.42,0.492957155067255,6.044000852094362,0.051460584,15.0,1.5989695451763466,0.0246637638951082,2036.7618009253304,2.06732,6689.2,1.42,0.492957155067255,6.044000852094362,0.051460584,15.0,1.5989695451763466,0.0246637638951082,2036.7618009253304,2.06732,6689.2,1.42,0.492957155067255,6.044000852094362,0.051460584,15.0,1.5989695451763466,0.0246637638951082,2036.7618009253304,2.06732,6689.2,1.42,0.492957155067255,6.044000852094362,0.051460584,15.0,1.5989695451763466,0.0246637638951082,2036.7618009253304,2.06732,6689.2,1.42,0.492957155067255,6.044000852094362,0.051460584,15.0,1.5989695451763466,0.0246637638951082,2036.7618009253304,2.06732,6689.2,1.42,0.492957155067255,6.044000852094362,0.051460584,15.0,1.5989695451763466,0.0246637638951082,2036.7618009253304,2.06732,6689.2,1.42,0.492957155067255,6.044000852094362,0.051460584,15.0,1.5989695451763466,0.0246637638951082,2036.7618009253304,2.06732,6689.2,1.42,,,,,,,,,,,,,,,,,,,,,moderate
TIC_325388104,263.804450667771,-53.0764696478845,2026-07-15 01:12:40 UTC,False,False,,NO_HIT,No arXiv match,,NO_HIT,SKIPPED: no ADS_API_KEY,,SKIPPED,No VSX match within 1 TESS pixel,,NO_HIT,"LOW-MODERATE (source within 1 pixel, but too faint to meaningfully dilute the aperture) -- nearest neighbor at 6.4"", G=20.23, +11.5 mag vs target",15.0,49.0,HIT,"Physically plausible, low-to-moderate contamination risk",1.0532063946693455,1628.563909776083,83.89525838037315,2.2352112269987954,3.1750989935474228,0.0222232114679821,3738.976463451977,32566.554670866808,False,F,False,True,0.4651756687040464,6.416728116662287,0.025290116,20.0,1.0532063946693455,0.0931338011249498,1628.563909776083,3.17804,6484.0,1.32,Low,physically plausible derived radius (3.2 R_earth); no known variable-star match (VSX); not previously flagged by ExoFOP or the TOI catalog as of 2026-07-15 01:12:40 UTC,"marginal detection statistics: SDE=6.4, only 20 distinct transits observed; a moderate-distance Gaia source is a mild contamination concern",real TIC catalog value,0.4651756687040464,6.416728116662287,0.025290116,20.0,1.0532063946693455,0.0931338011249498,1628.563909776083,3.17804,6484.0,1.32,0.4651756687040464,6.416728116662287,0.025290116,20.0,1.0532063946693455,0.0931338011249498,1628.563909776083,3.17804,6484.0,1.32,0.4651756687040464,6.416728116662287,0.025290116,20.0,1.0532063946693455,0.0931338011249498,1628.563909776083,3.17804,6484.0,1.32,0.4651756687040464,6.416728116662287,0.025290116,20.0,1.0532063946693455,0.0931338011249498,1628.563909776083,3.17804,6484.0,1.32,0.4651756687040464,6.416728116662287,0.025290116,20.0,1.0532063946693455,0.0931338011249498,1628.563909776083,3.17804,6484.0,1.32,0.4651756687040464,6.416728116662287,0.025290116,20.0,1.0532063946693455,0.0931338011249498,1628.563909776083,3.17804,6484.0,1.32,0.4651756687040464,6.416728116662287,0.025290116,20.0,1.0532063946693455,0.0931338011249498,1628.563909776083,3.17804,6484.0,1.32,0.4651756687040464,6.416728116662287,0.025290116,20.0,1.0532063946693455,0.0931338011249498,1628.563909776083,3.17804,6484.0,1.32,,,,,,,,,,,,,,,,,,,,,moderate
TIC_447469406,252.902444606047,-60.563660993726,2026-07-15 01:12:40 UTC,False,False,,NO_HIT,No arXiv match,,NO_HIT,SKIPPED: no ADS_API_KEY,,SKIPPED,No VSX match within 1 TESS pixel,,NO_HIT,"LOW-MODERATE (source within 1 pixel, but too faint to meaningfully dilute the aperture) -- nearest neighbor at 10.1"", G=15.10, +6.8 mag vs target",13.0,49.0,HIT,"Physically plausible, low-to-moderate contamination risk",2.5283176061530805,3098.041778734426,85.43915067515951,0.9308249712686736,3.446407042117141,0.0421246011961677,3064.986586595407,14705.34450195919,False,F,False,True,0.324034631013073,5.867373397575668,0.070268107,9.0,2.5283176061530805,0.0387843738028614,3098.041778734426,3.41829,7056.0,1.56,Low,physically plausible derived radius (3.4 R_earth); no known variable-star match (VSX); not previously flagged by ExoFOP or the TOI catalog as of 2026-07-15 01:12:40 UTC,"marginal detection statistics: SDE=5.9, only 9 distinct transits observed; a moderate-distance Gaia source is a mild contamination concern",real TIC catalog value,0.324034631013073,5.867373397575668,0.070268107,9.0,2.5283176061530805,0.0387843738028614,3098.041778734426,3.41829,7056.0,1.56,0.324034631013073,5.867373397575668,0.070268107,9.0,2.5283176061530805,0.0387843738028614,3098.041778734426,3.41829,7056.0,1.56,0.324034631013073,5.867373397575668,0.070268107,9.0,2.5283176061530805,0.0387843738028614,3098.041778734426,3.41829,7056.0,1.56,0.324034631013073,5.867373397575668,0.070268107,9.0,2.5283176061530805,0.0387843738028614,3098.041778734426,3.41829,7056.0,1.56,0.324034631013073,5.867373397575668,0.070268107,9.0,2.5283176061530805,0.0387843738028614,3098.041778734426,3.41829,7056.0,1.56,0.324034631013073,5.867373397575668,0.070268107,9.0,2.5283176061530805,0.0387843738028614,3098.041778734426,3.41829,7056.0,1.56,0.324034631013073,5.867373397575668,0.070268107,9.0,2.5283176061530805,0.0387843738028614,3098.041778734426,3.41829,7056.0,1.56,0.324034631013073,5.867373397575668,0.070268107,9.0,2.5283176061530805,0.0387843738028614,3098.041778734426,3.41829,7056.0,1.56,,,,,,,,,,,,,,,,,,,,,moderate
TIC_29993983,248.051303590578,-40.2849746293686,2026-07-15 01:12:40 UTC,False,False,,NO_HIT,No arXiv match,,NO_HIT,SKIPPED: no ADS_API_KEY,,SKIPPED,No VSX match within 1 TESS pixel,,NO_HIT,"LOW-MODERATE (source within 1 pixel, but too faint to meaningfully dilute the aperture) -- nearest neighbor at 7.0"", G=19.83, +9.2 mag vs target",23.0,49.0,HIT,"Physically plausible, low-to-moderate contamination risk",4.113234843428082,4153.582537858829,3853.101549543436,1.1989869174179255,19.34121989995324,0.055251753803673,2256.139471825932,4317.423638551723,False,F,False,True,0.2137401108941707,5.828438623687146,0.075390156,5.0,4.113234843428082,0.0499577882257469,4153.582537858829,2.8566,6507.0,1.33,Low,physically plausible derived radius (19.3 R_earth); no known variable-star match (VSX); not previously flagged by ExoFOP or the TOI catalog as of 2026-07-15 01:12:40 UTC,"marginal detection statistics: SDE=5.8, only 5 distinct transits observed; a moderate-distance Gaia source is a mild contamination concern",real TIC catalog value,0.2137401108941707,5.828438623687146,0.075390156,5.0,4.113234843428082,0.0499577882257469,4153.582537858829,2.8566,6507.0,1.33,0.2137401108941707,5.828438623687146,0.075390156,5.0,4.113234843428082,0.0499577882257469,4153.582537858829,2.8566,6507.0,1.33,0.2137401108941707,5.828438623687146,0.075390156,5.0,4.113234843428082,0.0499577882257469,4153.582537858829,2.8566,6507.0,1.33,0.2137401108941707,5.828438623687146,0.075390156,5.0,4.113234843428082,0.0499577882257469,4153.582537858829,2.8566,6507.0,1.33,0.2137401108941707,5.828438623687146,0.075390156,5.0,4.113234843428082,0.0499577882257469,4153.582537858829,2.8566,6507.0,1.33,0.2137401108941707,5.828438623687146,0.075390156,5.0,4.113234843428082,0.0499577882257469,4153.582537858829,2.8566,6507.0,1.33,0.2137401108941707,5.828438623687146,0.075390156,5.0,4.113234843428082,0.0499577882257469,4153.582537858829,2.8566,6507.0,1.33,0.2137401108941707,5.828438623687146,0.075390156,5.0,4.113234843428082,0.0499577882257469,4153.582537858829,2.8566,6507.0,1.33,,,,,,,,,,,,,,,,,,,,,moderate
TIC_281573888,7.66545616877484,-54.970221929099,2026-07-15 01:12:40 UTC,False,False,,NO_HIT,No arXiv match,,NO_HIT,SKIPPED: no ADS_API_KEY,,SKIPPED,No VSX match within 1 TESS pixel,,NO_HIT,"MODERATE (source within 3 TESS pixels) -- nearest neighbor at 21.0"", G=18.97, +11.5 mag vs target",0.0,4.0,HIT,"Physically plausible, low-to-moderate contamination risk",2.136289189738427,1355.2318783644475,763.5152094935816,2.5022179018023456,6.9510145785728685,0.0401359746338773,2885.8500250434145,11557.287582527217,False,A,False,True,0.1607645842225852,5.780056618908437,0.080752301,12.0,2.136289189738427,0.1042590792417644,1355.2318783644475,2.30627,7895.0,1.89,Low,physically plausible derived radius (7.0 R_earth); no known variable-star match (VSX); not previously flagged by ExoFOP or the TOI catalog as of 2026-07-15 01:12:40 UTC,"marginal detection statistics: SDE=5.8, only 12 distinct transits observed; a moderate-distance Gaia source is a mild contamination concern",real TIC catalog value,0.1607645842225852,5.780056618908437,0.080752301,12.0,2.136289189738427,0.1042590792417644,1355.2318783644475,2.30627,7895.0,1.89,0.1607645842225852,5.780056618908437,0.080752301,12.0,2.136289189738427,0.1042590792417644,1355.2318783644475,2.30627,7895.0,1.89,0.1607645842225852,5.780056618908437,0.080752301,12.0,2.136289189738427,0.1042590792417644,1355.2318783644475,2.30627,7895.0,1.89,0.1607645842225852,5.780056618908437,0.080752301,12.0,2.136289189738427,0.1042590792417644,1355.2318783644475,2.30627,7895.0,1.89,0.1607645842225852,5.780056618908437,0.080752301,12.0,2.136289189738427,0.1042590792417644,1355.2318783644475,2.30627,7895.0,1.89,0.1607645842225852,5.780056618908437,0.080752301,12.0,2.136289189738427,0.1042590792417644,1355.2318783644475,2.30627,7895.0,1.89,0.1607645842225852,5.780056618908437,0.080752301,12.0,2.136289189738427,0.1042590792417644,1355.2318783644475,2.30627,7895.0,1.89,0.1607645842225852,5.780056618908437,0.080752301,12.0,2.136289189738427,0.1042590792417644,1355.2318783644475,2.30627,7895.0,1.89,,,,,,,,,,,,,,,,,,,,,moderate
TIC_372172466,312.470119909463,-69.6893556268278,2026-07-18 05:05:17 UTC,False,False,,NO_HIT,No arXiv match,,NO_HIT,SKIPPED: no ADS_API_KEY,,SKIPPED,No VSX match within 1 TESS pixel,,NO_HIT,"LOW-MODERATE (source within 1 pixel, but too faint to meaningfully dilute the aperture) -- nearest neighbor at 5.9"", G=16.20, +6.3 mag vs target",1.0,13.0,HIT,"Physically plausible, low-to-moderate contamination risk",2.1026102305514742,4101.507673947422,317.7070047210018,0.5910655919380656,4.347947726402305,0.0415205995591841,3056.9314819935844,14551.364128042476,False,A,False,True,0.0746307090397014,5.701065939137068,0.092036815,11.0,2.1026102305514742,0.0246277329974194,4101.507673947422,2.23636,8638.0,2.16,Low,physically plausible derived radius (4.3 R_earth); no known variable-star match (VSX); not previously flagged by ExoFOP or the TOI catalog as of 2026-07-18 05:05:17 UTC,"marginal detection statistics: SDE=5.7, only 11 distinct transits observed; a moderate-distance Gaia source is a mild contamination concern",real TIC catalog value,0.0746307090397014,5.701065939137068,0.092036815,11.0,2.1026102305514742,0.0246277329974194,4101.507673947422,2.23636,8638.0,2.16,0.0746307090397014,5.701065939137068,0.092036815,11.0,2.1026102305514742,0.0246277329974194,4101.507673947422,2.23636,8638.0,2.16,0.0746307090397014,5.701065939137068,0.092036815,11.0,2.1026102305514742,0.0246277329974194,4101.507673947422,2.23636,8638.0,2.16,0.0746307090397014,5.701065939137068,0.092036815,11.0,2.1026102305514742,0.0246277329974194,4101.507673947422,2.23636,8638.0,2.16,0.0746307090397014,5.701065939137068,0.092036815,11.0,2.1026102305514742,0.0246277329974194,4101.507673947422,2.23636,8638.0,2.16,0.0746307090397014,5.701065939137068,0.092036815,11.0,2.1026102305514742,0.0246277329974194,4101.507673947422,2.23636,8638.0,2.16,0.0746307090397014,5.701065939137068,0.092036815,11.0,2.1026102305514742,0.0246277329974194,4101.507673947422,2.23636,8638.0,2.16,0.0746307090397014,5.701065939137068,0.092036815,11.0,2.1026102305514742,0.0246277329974194,4101.507673947422,2.23636,8638.0,2.16,,,,,,,,,,,0.0746307090397014,5.701065939137068,0.092036815,11.0,2.1026102305514742,0.0246277329974194,4101.507673947422,2.23636,8638.0,2.16,moderate
TIC_343961704,285.991525777503,-59.2455732053615,2026-07-18 05:05:17 UTC,False,False,,NO_HIT,No arXiv match,,NO_HIT,SKIPPED: no ADS_API_KEY,,SKIPPED,No VSX match within 1 TESS pixel,,NO_HIT,"LOW-MODERATE (source within 1 pixel, but too faint to meaningfully dilute the aperture) -- nearest neighbor at 19.6"", G=20.98, +7.2 mag vs target",1.0,16.0,HIT,"Physically plausible, low-to-moderate contamination risk",1.4625461399966164,4179.918445676955,1868.5592469007695,0.5049595405380192,2.5646590909446236,0.020531232009798745,924.5400502651105,121.74855260367227,False,K,False,True,,,,,,,,,,,Low,physically plausible derived radius (2.6 R_earth); no known variable-star match (VSX); not previously flagged by ExoFOP or the TOI catalog as of 2026-07-18 05:05:17 UTC,a moderate-distance Gaia source is a mild contamination concern,real TIC catalog value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No public RV archive coverage found for this star (HARPS RV Bank checked),,NO_HIT,2.287929774412596,2.820063849127695,0.020275061061621406,0.020786306674278738,910.3439254901834,939.9128120879973,duration,0.9807631741101732,6.300712786212094,0.032893157,15.0,1.4625461399966164,0.0210399808557508,4179.918445676955,0.543935,3725.0,0.539767,moderate
TIC_140041127,329.014355580288,-52.4637585362591,2026-07-18 05:05:17 UTC,False,False,,NO_HIT,No arXiv match,,NO_HIT,SKIPPED: no ADS_API_KEY,,SKIPPED,No VSX match within 1 TESS pixel,,NO_HIT,"MODERATE (source within 3 TESS pixels) -- nearest neighbor at 28.4"", G=20.37, +14.1 mag vs target",0.0,6.0,HIT,"Physically plausible, low-to-moderate contamination risk",1.675692457081931,1326.376810194925,164.0439674983618,2.4274597636553183,19.006331727408565,0.027610189883646028,5500.749408754438,152562.688450805,False,K,True,True,,,,,,,,,,,Low,physically plausible derived radius (19.0 R_earth); no known variable-star match (VSX); not previously flagged by ExoFOP or the TOI catalog as of 2026-07-18 05:05:17 UTC,a moderate-distance Gaia source is a mild contamination concern; stellar mass was missing from the TIC catalog and defaulted to solar -- semi-major axis/temperature estimates are less reliable for non-solar-type stars,DEFAULTED TO SOLAR -- Teq/insolation/semi-major axis degraded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No public RV archive coverage found for this star (HARPS RV Bank checked),,NO_HIT,16.786330111054795,21.464595156401916,0.026665754791312297,0.028504703694484115,5168.985016301779,5853.451681094092,duration; st_rad; st_mass; st_mass_defaulted_to_solar,0.9701520472890672,5.7829773641807085,0.080512205,16.0,1.675692457081931,0.1011441568189716,1326.376810194925,13.6047,5139.0,,moderate
TIC_237316813,344.230719514751,-61.673914186738,2026-07-18 05:05:17 UTC,False,False,,NO_HIT,No arXiv match,,NO_HIT,SKIPPED: no ADS_API_KEY,,SKIPPED,No VSX match within 1 TESS pixel,,NO_HIT,"MODERATE (source within 3 TESS pixels) -- nearest neighbor at 23.0"", G=20.03, +11.0 mag vs target",0.0,8.0,HIT,"Physically plausible, low-to-moderate contamination risk",1.8384573321126896,1326.700117258939,295.1669640811616,0.9988851155398848,11.846519586088029,0.02937033410577344,3284.668494559027,19396.665208006772,False,K,True,True,,,,,,,,,,,Low,physically plausible derived radius (11.8 R_earth); no known variable-star match (VSX); not previously flagged by ExoFOP or the TOI catalog as of 2026-07-18 05:05:17 UTC,a moderate-distance Gaia source is a mild contamination concern; stellar mass was missing from the TIC catalog and defaulted to solar -- semi-major axis/temperature estimates are less reliable for non-solar-type stars,DEFAULTED TO SOLAR -- Teq/insolation/semi-major axis degraded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No public RV archive coverage found for this star (HARPS RV Bank checked),,NO_HIT,10.376559743918607,13.441637229788673,0.028368338309209012,0.03032377831863264,3086.8504546350887,3496.090998486169,duration; st_rad; st_mass; st_mass_defaulted_to_solar,0.9675508171162724,6.107160575182721,0.045698279,14.0,1.8384573321126896,0.0416202131474952,1326.700117258939,6.32161,4643.0,,moderate
TIC_425884418,359.629511719495,-57.2808333144744,2026-07-18 05:05:17 UTC,False,False,,NO_HIT,No arXiv match,,NO_HIT,SKIPPED: no ADS_API_KEY,,SKIPPED,No VSX match within 1 TESS pixel,,NO_HIT,"MODERATE (source within 3 TESS pixels) -- nearest neighbor at 43.4"", G=18.68, +12.2 mag vs target",0.0,7.0,HIT,"Physically plausible, low-to-moderate contamination risk",1.0520312718075142,1325.9756226452218,89.9566663702389,1.3577290788636889,13.576845145623938,0.020243811431272504,6566.065404547615,309728.8841340966,False,G,True,True,,,,,,,,,,,Low,physically plausible derived radius (13.6 R_earth); no known variable-star match (VSX); not previously flagged by ExoFOP or the TOI catalog as of 2026-07-18 05:05:17 UTC,a moderate-distance Gaia source is a mild contamination concern; stellar mass was missing from the TIC catalog and defaulted to solar -- semi-major axis/temperature estimates are less reliable for non-solar-type stars,DEFAULTED TO SOLAR -- Teq/insolation/semi-major axis degraded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No public RV archive coverage found for this star (HARPS RV Bank checked),,NO_HIT,11.95275625982485,15.347989331988927,0.01955250223106484,0.020899584634129643,6169.553964011467,6986.690643501618,duration; st_rad; st_mass; st_mass_defaulted_to_solar,0.9661013984042086,6.617888622572273,0.018007203,25.0,1.0520312718075142,0.0565720449526537,1325.9756226452218,13.1236,5348.0,,moderate
TIC_425952950,17.4858684038889,-64.3592103871454,2026-07-18 05:05:17 UTC,False,False,,NO_HIT,No arXiv match,,NO_HIT,SKIPPED: no ADS_API_KEY,,SKIPPED,No VSX match within 1 TESS pixel,,NO_HIT,"LOW-MODERATE (source within 1 pixel, but too faint to meaningfully dilute the aperture) -- nearest neighbor at 17.4"", G=19.76, +11.1 mag vs target",1.0,2.0,HIT,"Physically plausible, low-to-moderate contamination risk",8.779051585067917,1330.929967874565,697.8248951799992,2.3296882785289705,2.5080217254137023,0.08328591937915669,882.0131025803821,100.84654810348479,False,G,False,True,,,,,,,,,,,Low,physically plausible derived radius (2.5 R_earth); no known variable-star match (VSX); not previously flagged by ExoFOP or the TOI catalog as of 2026-07-18 05:05:17 UTC,a moderate-distance Gaia source is a mild contamination concern,real TIC catalog value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No public RV archive coverage found for this star (HARPS RV Bank checked),,NO_HIT,2.3505281452749727,2.6743407966166792,0.0795771397318185,0.08676398567607344,854.5046571396091,913.8048941423059,duration,0.9593999564358456,6.182326070663994,0.040896359,3.0,8.779051585067917,0.0970703449387071,1330.929967874565,0.87042,5658.0,1.0,moderate
TIC_158442384,289.152834094238,-52.4378122657283,2026-07-18 05:05:17 UTC,False,False,,NO_HIT,No arXiv match,,NO_HIT,SKIPPED: no ADS_API_KEY,,SKIPPED,No VSX match within 1 TESS pixel,,NO_HIT,"LOW-MODERATE (source within 1 pixel, but too faint to meaningfully dilute the aperture) -- nearest neighbor at 13.9"", G=18.59, +12.1 mag vs target",2.0,30.0,HIT,"Physically plausible, low-to-moderate contamination risk",1.631291742438111,1657.4831621163444,286.511124976796,2.2168693695285215,19.58969217473157,0.02712028664598716,4712.648005971287,82190.36364132383,False,K,True,True,,,,,,,,,,,Low,physically plausible derived radius (19.6 R_earth); no known variable-star match (VSX); not previously flagged by ExoFOP or the TOI catalog as of 2026-07-18 05:05:17 UTC,a moderate-distance Gaia source is a mild contamination concern; stellar mass was missing from the TIC catalog and defaulted to solar -- semi-major axis/temperature estimates are less reliable for non-solar-type stars,DEFAULTED TO SOLAR -- Teq/insolation/semi-major axis degraded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No public RV archive coverage found for this star (HARPS RV Bank checked),,NO_HIT,17.31974287263904,22.110327144383163,0.026191353654830538,0.027998027133178248,4428.717373399239,5014.847498007529,duration; st_rad; st_mass; st_mass_defaulted_to_solar,0.9581540471600384,6.343380521005522,0.030012005,16.0,1.631291742438111,0.0923695570636884,1657.4831621163444,10.6103,4941.0,,moderate
TIC_406280308,326.334323561182,-61.9373277474198,2026-07-18 05:05:17 UTC,False,False,,NO_HIT,No arXiv match,,NO_HIT,SKIPPED: no ADS_API_KEY,,SKIPPED,No VSX match within 1 TESS pixel,,NO_HIT,"LOW-MODERATE (source within 1 pixel, but too faint to meaningfully dilute the aperture) -- nearest neighbor at 17.4"", G=21.06, +10.1 mag vs target",1.0,13.0,HIT,"Physically plausible, low-to-moderate contamination risk",10.316288704583403,2037.769551790338,566.3483793023615,2.3371949569395314,1.6739813527221477,0.07950644926335541,555.2336873781511,15.836679294810233,False,K,False,True,,,,,,,,,,,Low,physically plausible derived radius (1.7 R_earth); no known variable-star match (VSX); not previously flagged by ExoFOP or the TOI catalog as of 2026-07-18 05:05:17 UTC,a moderate-distance Gaia source is a mild contamination concern,real TIC catalog value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No public RV archive coverage found for this star (HARPS RV Bank checked),,NO_HIT,1.4669668001827125,1.8868222410172673,0.07581537346876858,0.08292568059432462,526.4021123029022,587.1082190144828,duration,0.9545050305966332,6.033891523143925,0.053061224,3.0,10.316288704583403,0.0973831232058138,2037.769551790338,0.644881,4043.0,0.63,moderate
TIC_231053750,30.0704231792854,-55.0127933367829,2026-07-18 05:05:17 UTC,False,False,,NO_HIT,No arXiv match,,NO_HIT,SKIPPED: no ADS_API_KEY,,SKIPPED,No VSX match within 1 TESS pixel,,NO_HIT,"MODERATE (source within 3 TESS pixels) -- nearest neighbor at 30.6"", G=20.72, +14.5 mag vs target",0.0,2.0,HIT,"Physically plausible, low-to-moderate contamination risk",2.280600649926325,1354.673994900931,250.1504443014335,1.8514773978496488,17.596995776668205,0.03390829967897706,4190.081960800216,51363.06868756434,False,K,True,True,,,,,,,,,,,Low,physically plausible derived radius (17.6 R_earth); no known variable-star match (VSX); not previously flagged by ExoFOP or the TOI catalog as of 2026-07-18 05:05:17 UTC,a moderate-distance Gaia source is a mild contamination concern; stellar mass was missing from the TIC catalog and defaulted to solar -- semi-major axis/temperature estimates are less reliable for non-solar-type stars,DEFAULTED TO SOLAR -- Teq/insolation/semi-major axis degraded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No public RV archive coverage found for this star (HARPS RV Bank checked),,NO_HIT,15.536634343834361,19.87402857055747,0.03274782147008641,0.03500549686998803,3937.435208189526,4458.783750440547,duration; st_rad; st_mass; st_mass_defaulted_to_solar,0.9532033839993966,6.374705197933386,0.028171269,11.0,2.280600649926325,0.0771448915770687,1354.673994900931,10.2002,5010.0,,moderate
