host,injected_period,injected_depth_ppm,repeat,baseline_days,r_star,m_star,is_control,injected_duration_hours,n_transits_in_baseline,rp_earth_implied,tls_period_min,tls_period_max,period_in_search_range,recovered_period,recovered_sde,recovered_snr,detected,alias,score,classified_planet,status,elapsed_s
TIC_304341456,1.0,250,0,75.89659210230639,0.258841,0.230491,False,0.7349083187726057,75.89659210230639,0.44640831625292315,0.1649999084108853,37.94551813220729,True,20.3015339385273,7.516360738145659,4.051019161706092,False,,0.9325832719390064,True,ok,217.90177529212087
TIC_464317121,1.0,150,0,76.31208467990746,12.1341,1.0,False,3.813309549668094,76.31208467990746,16.20997714523382,0.6015075062056067,38.15177708192593,True,1.0003706269573522,23.06228183867374,28.36597852531669,True,exact,0.6480791644628832,True,ok,436.1994115416892
TIC_464420341,1.0,250,6,76.43961761329956,2.48391,1.71,False,3.2410379470863537,76.43961761329956,4.2838579700426065,1.7986145814418792,38.21534678125723,True,1.9454793650156712,7.312725648954029,8.722095304163487,False,,0.8730583941551334,True,ok,43.184447292238474
TIC_381293626,1.0,250,7,76.31444694760194,0.848274,0.93,False,1.4725237379465104,76.31444694760194,1.4629698079559736,0.4873456120613663,38.15375110253577,True,38.0433526146076,16.55403487484839,32.43244421436619,False,,0.8001769787950138,True,ok,99.2522730412893
TIC_361861044,1.0,250,8,76.54193434976423,1.57036,2.03,False,2.0571646735048716,76.54193434976423,2.708310366251639,0.8306016177790242,38.26666147365309,True,0.9996882457971393,21.570642302045464,8.283838461876249,True,exact,0.6980094692297959,True,ok,88.14865354215726
TIC_352435054,1.0,400,0,75.99101656971197,1.9891,1.82,False,2.9273588144460385,75.99101656971197,4.339261432000001,1.2506997063714587,37.99168864446342,True,37.175316157402705,12.188371140494082,40.90679491549691,False,,0.5309701317338698,True,ok,50.45639070821926
TIC_364486973,1.0,150,7,76.54243496114941,40.0053,1.0,False,3.501095611269517,76.54243496114941,53.44318892115795,0.6015547151775302,38.267930307995776,True,0.999769101570794,24.317620845457057,32.45108391861775,True,exact,0.7008001802198514,True,ok,424.3050540420227
TIC_311175008,1.0,400,3,76.24018771017109,3.29641,2.29,False,3.6540510618104385,76.24018771017109,7.191184343199999,2.3758524516053643,38.118010429211125,True,33.18250859862928,6.4182626391908855,27.665441701048138,False,,0.33540865625808436,True,ok,27.778426084201783
TIC_402948120,1.0,150,8,76.54269342359476,60.8715,1.0,False,3.7140959711843253,76.54269342359476,81.31840217206884,0.6015752507028449,38.26845306081619,True,1.0001312744655744,21.633132305637638,24.989433745800802,True,exact,0.6155532034525155,True,ok,451.7177149578929
TIC_464405850,1.0,400,1,76.4398612506393,1.49858,1.87,False,1.8741203737437648,76.4398612506393,3.2691822416,0.8066297602880439,38.21628765315333,True,0.9998492483113786,22.270417988015218,12.68760850455606,True,exact,0.698449577288976,True,ok,96.44779024971649
TIC_464275366,1.0,400,4,75.9942505877525,1.89891,1.67,False,2.7549984799820586,75.9942505877525,4.1425101432,1.2168718115575567,37.993652885582804,True,27.07356006363993,6.5085438568950655,18.31854590798126,False,,0.5964127838727443,True,ok,44.41953170765191
