host,tic_id,rad,e_rad,mass,e_mass,Teff,logg,e_logg,rho,e_rho,lum,lumclass,priority,contratio,numcont
TIC_31114545,31114545,2.36965,0.113266,1.15,0.155383,6102.0,3.7494,0.0839581,0.0864264,0.0197286,7.013763,DWARF,0.0005609172,0.0102913473,72
TIC_311183180,311183180,0.693406,,,,5055.34,,,,,,DWARF,0.0056346287,3.827464e-05,26
TIC_311890977,311890977,0.705027,0.0723919,0.63,0.0803445,4006.0,4.541,0.12217,1.79773,0.64461,0.115332037,DWARF,0.00334036374,0.0199608374,272
TIC_312122956,312122956,,,,,,,,,,,,,,
TIC_312221462,312221462,1.58186,0.09549,1.99,0.311066,8158.89,4.33858,0.0884164,0.502742,0.122092,9.989822,DWARF,7.12612455e-05,0.08427752,467
TIC_312259170,312259170,3.46989,0.173347,2.77,0.392718,10692.0,3.79992,0.0882235,0.066303,0.0153963,141.762512,DWARF,3.060113e-05,0.113655552,751
TIC_312469860,312469860,1.67034,,,,6941.0,,,,,,DWARF,0.000118821496,0.03672064,454
TIC_312548415,312548415,1.95818,0.0863819,1.62,0.271239,7209.0,4.06388,0.0850372,0.215754,0.0472968,9.330381,DWARF,1.43935195e-05,0.279976636,507
TIC_31268146,31268146,1.47579,0.073995,1.11,0.141205,6012.38,4.14534,0.0796501,0.345341,0.0764515,2.564074,DWARF,0.00418306,0.0885130242,4333
TIC_312899686,312899686,1.0268,0.0501709,1.109,0.151147,6006.0,4.46003,0.082117,1.02441,0.236955,1.23597229,DWARF,3.77534561e-05,1.24216545,693
TIC_313506357,313506357,1.39077,0.061897,1.215,0.184841,6254.0,4.23613,0.0854236,0.451655,0.103963,2.665872,DWARF,0.00164120714,0.8435509,302
TIC_313675203,313675203,0.913016,0.0495126,0.93,0.117136,5354.0,4.48559,0.0835797,1.22194,0.287131,0.617112935,DWARF,0.000391239475,0.10984569,3456
TIC_313761775,313761775,2.38461,0.105993,1.235,0.245621,6298.0,3.7749,0.106212,0.0910778,0.0270598,8.060124,DWARF,0.000111538466,0.04776455,840
TIC_313891529,313891529,2.36235,0.127678,1.18,0.164214,6173.5,3.76326,0.0854544,0.0895054,0.0212817,7.30312824,DWARF,0.0004791523,0.003909622,44
TIC_314338017,314338017,6.78599,,,,8522.0,,,,,,GIANT,,,
TIC_314724818,314724818,3.60934,0.129166,2.75,0.380213,10614.0,3.76254,0.0685392,0.0584854,0.0104966,148.9593,DWARF,3.416686e-05,0.317973047,4243
TIC_315755496,315755496,5.27875,,,,4772.0,,,,,,GIANT,,,
TIC_316254876,316254876,1.62756,0.0885076,0.978,0.170015,5551.0,4.00533,0.0986291,0.226845,0.0667346,2.265963,DWARF,8.465564e-05,0.0179598,236
TIC_316402246,316402246,1.59684,0.0455879,1.94,0.299502,8014.0,4.31934,0.0748124,0.476447,0.0881274,9.475824,DWARF,0.000191236031,0.0600841828,849
TIC_31656385,31656385,1.573,0.0719975,1.09,0.142956,5963.06,4.08204,0.0798513,0.280052,0.0624686,2.81857467,DWARF,0.000579764834,0.0121533619,62
TIC_316916655,316916655,1.46575,0.0588844,1.472,0.250955,6824.0,4.27386,0.0863606,0.467444,0.10518,4.19729662,DWARF,0.00201369636,0.0156076634,60
TIC_316937670,316937670,0.394818,0.011787,0.385618,0.0202788,3460.0,4.83143,0.00307911,6.26566,0.231577,0.0201276466,DWARF,0.00233675051,0.6554249,44
TIC_31697707,31697707,1.53574,0.0790552,1.0,0.127284,5642.0,4.06543,0.0787709,0.276089,0.0617743,2.15308523,DWARF,0.000364174717,0.290533543,580
TIC_317397615,317397615,4.03695,,,,5182.0,,,,,,GIANT,,,
TIC_317507345,317507345,1.51067,0.0545428,1.69,0.284802,7403.0,4.30762,0.0833471,0.490206,0.105377,6.175392,DWARF,0.00221689674,0.0143218441,216
TIC_317951248,317951248,10.2535,,,,4920.17,,,,,,GIANT,,,
TIC_318209162,318209162,0.732648,0.0592965,0.74,0.0912293,4661.56,4.57751,0.104786,1.88168,0.579576,0.228355125,DWARF,0.00234185532,0.39631778,31
TIC_31858844,31858844,,,,,,,,,,,,,,
TIC_318608749,318608749,1.14849,0.0522613,1.12,0.141501,6033.0,4.36703,0.0768344,0.739324,0.153077,1.57428551,DWARF,0.00208797958,0.0146628069,112
TIC_318746829,318746829,,,,,3068.0,,,,,,,,,
TIC_319068154,319068154,2.36113,,,,9500.0,,,,,,DWARF,8.439461e-05,0.227962226,718
TIC_319735319,319735319,1.51059,0.0783116,1.364,0.260168,6570.0,4.21459,0.10636,0.39571,0.112952,3.83043122,DWARF,2.0536776e-05,0.248695791,467
TIC_319968129,319968129,1.5381,0.0749623,1.238,0.211342,6304.0,4.15682,0.095598,0.340228,0.0874372,3.36609578,DWARF,0.0,0.163627654,433
TIC_320506985,320506985,1.68821,0.0864244,1.028,0.129024,5751.0,3.99521,0.0808456,0.213656,0.0484019,2.808794,DWARF,8.179964e-05,0.13941884,450
TIC_320525204,320525204,1.34204,,1.122,,6040.0,4.23253,,0.464187,,2.15961051,DWARF,,,
TIC_320536216,320536216,1.64552,0.0616684,1.94,0.315035,8031.0,4.29326,0.0776528,0.435405,0.0869348,10.1479645,DWARF,0.000778412563,0.009202272,110
TIC_321436679,321436679,2.28237,0.11112,1.27,0.193918,6361.4,3.8251,0.0892856,0.106818,0.0253856,7.68561125,DWARF,0.0001236658,0.0117989574,179
TIC_322202434,322202434,0.942619,0.0473292,0.97,0.121539,5521.0,4.47617,0.0816631,1.15814,0.269215,0.7437694,DWARF,0.00352734025,0.0548220947,226
TIC_32283946,32283946,1.47779,0.0754171,1.06,0.131324,5862.0,4.12415,0.0805507,0.328448,0.072177,2.32329249,DWARF,0.00039053784,0.000529497047,32
TIC_322862882,322862882,,,,,4289.0,,,,,,,,,
TIC_323658120,323658120,1.31777,0.0619346,1.033,0.130278,5767.0,4.21249,0.0750977,0.451424,0.0915634,1.73049974,DWARF,0.0,0.0504039265,53
TIC_324395151,324395151,,,,,,,,,,,,,,
TIC_325172035,325172035,,,,,,,,,,,,,,
TIC_325680697,325680697,1.23047,0.0574598,1.035,0.124826,5773.74,4.27286,0.0754332,0.555551,0.114463,1.51589012,DWARF,0.00247235643,0.019766422,35
TIC_326114850,326114850,1.49644,0.071206,1.187,0.165927,6194.0,4.1624,0.0812996,0.354217,0.0784198,2.969619,DWARF,0.000159913528,0.07697239,1268
TIC_326347927,326347927,1.08572,0.0788241,0.771,0.0901005,4780.0,4.25368,0.0945344,0.602418,0.167407,0.554426253,DWARF,5.403599e-05,0.217916086,1054
TIC_326470400,326470400,0.86066,0.0451759,1.0,0.12201,5659.0,4.5684,0.0757176,1.56858,0.327444,0.6844101,DWARF,0.0002520294,1.62322068,2190
TIC_326732851,326732851,4.96032,,,,4963.0,,,,,,GIANT,,,
TIC_326919774,326919774,4.72499,0.203831,2.32,0.31402,9146.0,3.45475,0.0733382,0.0219931,0.00431169,140.740936,DWARF,0.000523356663,0.00758007,174
TIC_327011842,327011842,5.38747,,,,4975.0,,,,,,GIANT,,,
TIC_327017634,327017634,28.3379,,,,4827.0,,,,,,GIANT,,,
TIC_327210623,327210623,,,,,3177.0,,,,,,,,,
TIC_327577308,327577308,0.700029,0.0545729,0.7,0.0831866,4475.0,4.59293,0.0977563,2.04056,0.60468,0.177051157,DWARF,0.000291545963,0.06516799,621
TIC_327663613,327663613,2.73105,0.0797412,2.61,0.340599,10154.0,3.98205,0.0641839,0.12813,0.0203561,71.43374,DWARF,0.000137579947,0.03732866,2216
TIC_328167090,328167090,1.92779,,1.034,,5773.0,3.88247,,0.144325,,3.71894073,DWARF,,,
TIC_32830028,32830028,0.306648,0.00935399,0.284217,0.0202917,3177.0,4.91844,0.00455568,9.85666,0.197151,0.008630657,DWARF,0.0008394923,0.0321617573,103
TIC_328750515,328750515,2.078,0.0756332,1.759,0.277908,7577.0,4.04804,0.0793383,0.196032,0.0402858,12.8225956,DWARF,5.82043067e-05,0.6613847,671
TIC_329145325,329145325,1.58202,0.0632261,1.64,0.369883,7274.0,4.25449,0.109988,0.414197,0.124609,6.31265974,DWARF,0.000120936093,0.157572031,1102
TIC_329277372,329277372,,,,,,,,,,,,,,
TIC_329709756,329709756,0.585763,0.0183462,0.576314,0.0208602,3923.0,4.66328,0.0114867,2.86743,0.165907,0.07321698,DWARF,0.000348997652,0.357935756,1128
TIC_329864959,329864959,,,,,,,,,,,DWARF,,,
TIC_330332501,330332501,2.06949,0.0925729,1.37,0.236728,6585.0,3.94306,0.0923102,0.154573,0.0377534,7.25509071,DWARF,7.66406447e-05,0.26312384,1647
TIC_330468175,330468175,2.35783,0.073083,2.27,0.32272,8999.0,4.04907,0.0689207,0.173176,0.0299565,32.84708,DWARF,8.203938e-05,0.126842409,1474
TIC_33091633,33091633,1.96864,,,,7773.0,,,,,,DWARF,6.18429e-05,0.169336379,478
TIC_331034236,331034236,2.07071,0.0909045,1.254,0.192238,6338.0,3.90413,0.0870619,0.141233,0.0333147,6.233667,DWARF,0.000157889037,0.188725322,1086
TIC_331484419,331484419,3.81488,,,,5608.0,,,,,,GIANT,,,
TIC_33153766,33153766,3.05531,0.142248,1.08,0.135507,5929.0,3.50138,0.0772507,0.0378667,0.0079297,10.392765,DWARF,0.000106457293,0.161568835,971
TIC_332154944,332154944,1.12985,0.0524624,1.139,0.157936,6082.0,4.38855,0.0829401,0.789689,0.180307,1.57371318,DWARF,0.0002596205,0.05673241,609
TIC_332630868,332630868,1.31484,,,,5895.37,,,,,,DWARF,0.0003026065,0.02302344,112
TIC_332660287,332660287,0.75413,0.0486181,0.82,0.0994234,4967.0,4.59699,0.088769,1.91195,0.494565,0.3118627,DWARF,0.000669871864,0.05574769,48
TIC_333821572,333821572,1.84443,0.0694899,2.005,0.305762,8192.0,4.20846,0.0769442,0.31954,0.0642176,13.8032389,DWARF,6.78079159e-05,0.139205888,771
TIC_334597566,334597566,1.48364,,,,6511.0,,,,,,DWARF,4.620319e-05,0.503479958,587
TIC_334911765,334911765,1.11181,0.0506282,1.13,0.148445,6072.0,4.39908,0.079424,0.822209,0.176312,1.513861,DWARF,0.000144026722,0.463133276,3918
TIC_335483600,335483600,,,,,12590.0,,,,,,,,,
TIC_335489455,335489455,0.891006,0.0426985,1.046,0.127685,5814.0,4.55784,0.0778528,1.47873,0.3095,0.817252755,DWARF,7.757795e-05,0.152449846,1050
TIC_335996558,335996558,1.28268,0.059201,1.176,0.192148,6168.0,4.29224,0.0976055,0.557249,0.144188,2.14541149,DWARF,0.000165721634,0.0606878921,842
TIC_336267424,336267424,1.31284,0.0728443,1.48,0.255652,6835.31,4.37191,0.0939989,0.654075,0.164734,3.38961339,DWARF,0.000448295585,0.0362774245,251
TIC_336456596,336456596,2.2492,0.0739321,1.83,0.325305,7751.0,3.99646,0.0850732,0.16083,0.0350554,16.4505825,DWARF,5.21621878e-05,0.175437376,919
TIC_33690636,33690636,0.932128,0.0762964,0.699,0.0849539,4462.0,4.34359,0.101948,0.863079,0.253484,0.310287446,DWARF,0.00129217585,0.0480644926,184
TIC_337129672,337129672,0.72245,0.0581784,0.68,0.0790813,4358.0,4.55296,0.098456,1.80337,0.533599,0.169613019,DWARF,0.0,0.0267829131,25
TIC_337274055,337274055,1.0077,,0.98,,5552.0,4.42263,,0.957695,,0.8692777,DWARF,,,
TIC_33878688,33878688,0.769618,0.0459347,0.88,0.107894,5168.33,4.61,0.0839093,1.93044,0.466172,0.380755544,DWARF,0.00564511726,0.216007218,210
TIC_339250695,339250695,1.14287,,1.09,,5947.0,4.3595,,0.730194,,1.47190142,DWARF,,,
TIC_339538183,339538183,1.77692,,,,7235.0,,,,,,DWARF,0.00113112165,0.177669331,102
TIC_339591840,339591840,0.408956,0.012138,0.401554,0.0202386,3476.0,4.81846,0.00388038,5.87103,0.226831,0.0219971761,DWARF,0.00127978285,0.183327734,1689
TIC_339636032,339636032,1.98385,0.0857412,1.39,0.234376,6636.0,3.98607,0.0867594,0.178029,0.0412702,6.87600756,DWARF,0.00391527964,0.00211366476,227
TIC_339733013,339733013,1.31852,0.0577387,1.07,0.1341,5905.84,4.22728,0.0751003,0.466796,0.0942483,1.905429,DWARF,0.004781634,0.0140083507,173
TIC_340700241,340700241,1.44678,,1.24,,6307.0,4.21068,,0.409461,,2.98395562,DWARF,,,
TIC_341186896,341186896,1.30367,0.0528467,1.39,0.231919,6635.0,4.35074,0.0871639,0.627348,0.143137,2.96753669,DWARF,0.00405843,0.127493754,257
TIC_341297143,341297143,1.32157,0.0597613,1.21,0.177054,6247.0,4.27867,0.0877123,0.524219,0.122021,2.39641714,DWARF,0.0006224488,0.0309086461,322
TIC_341419787,341419787,1.98859,0.0915978,1.12,0.146206,6029.0,3.89019,0.0795586,0.142423,0.0312758,4.70725965,DWARF,0.0008812747,0.0118980324,338
TIC_341444900,341444900,5.63665,,,,7527.0,,,,,,GIANT,,,
TIC_341544930,341544930,,,,,,,,,,,DWARF,,,
TIC_341729521,341729521,0.926261,0.045789,1.04,0.122464,5786.0,4.52163,0.075584,1.30868,0.280695,0.8663135,DWARF,0.00622914173,0.08904619,313
TIC_341805908,341805908,4.42729,0.401598,2.49,0.31699,9747.0,3.54199,0.0986539,0.0286936,0.00874542,159.3877,DWARF,1.99498245e-05,0.332189,1949
TIC_343442463,343442463,1.78185,0.052098,1.921,0.297438,7976.0,4.21985,0.0764154,0.339558,0.0645426,11.5765162,DWARF,0.000202445575,0.125362143,948
TIC_343708863,343708863,3.44286,0.123337,2.68,0.361704,10390.0,3.79236,0.0679256,0.0656717,0.011451,124.449921,DWARF,5.82460671e-05,0.223799482,1691
TIC_344085117,344085117,1.25112,0.0609448,1.05,0.132818,5832.0,4.26466,0.0765747,0.536163,0.111175,1.631398,DWARF,0.0007715262,0.126728415,200
TIC_344416349,344416349,2.20738,0.12182,1.18,0.158513,6167.0,3.82219,0.0879489,0.109711,0.0264773,6.34959364,DWARF,0.000179703944,0.283974439,733
TIC_344600402,344600402,1.13595,0.0575427,1.01,0.120539,5678.0,4.33167,0.0759014,0.689038,0.150791,1.20835674,DWARF,0.000129860317,0.327184618,2739
TIC_34466256,34466256,1.60071,0.0797136,1.42,0.244784,6699.0,4.18173,0.0912568,0.346218,0.0816706,4.64900827,DWARF,0.000274610968,0.0175007284,119
TIC_34505005,34505005,1.08069,0.0454899,1.44,0.239396,6749.0,4.52903,0.0850268,1.14092,0.251803,2.18301749,DWARF,3.890989e-05,0.313387722,1010
TIC_345333936,345333936,1.35115,0.0680503,1.12,0.152973,6033.0,4.22588,0.0846024,0.454056,0.107001,2.17888379,DWARF,3.3580287e-05,0.682377458,632
TIC_34551972,34551972,2.03944,0.0992162,1.63,0.27897,7259.26,4.03123,0.0850558,0.192157,0.0442645,10.4060135,DWARF,0.000428178319,0.004003551,62
TIC_345724317,345724317,1.16961,0.0502312,1.246,0.184685,6320.63,4.39751,0.080762,0.778751,0.164755,1.96705246,DWARF,0.001384004,0.09226053,104
TIC_345996087,345996087,1.77104,0.061897,1.743,0.288543,7537.0,4.18291,0.08132,0.313769,0.0657035,9.11899,DWARF,9.71227637e-05,0.1061668,681
TIC_346418409,346418409,0.696945,0.04299,0.827,0.103223,4993.0,4.66918,0.0887258,2.44293,0.620161,0.271980554,DWARF,0.00221117679,0.03852341,171
TIC_347011522,347011522,1.76778,0.0848995,1.23,0.171578,6278.0,4.03312,0.0858096,0.222649,0.0510196,4.373576,DWARF,2.81840039e-05,0.111071326,500
TIC_347098457,347098457,49.1612,,,,4240.0,,,,,,GIANT,,,
TIC_347442932,347442932,0.966399,,1.22,,6256.0,4.55411,,1.35173,,1.2888267,DWARF,,,
TIC_348054109,348054109,0.365717,0.0118964,0.352341,0.0209649,3256.0,4.85874,0.00239245,7.20324,0.274093,0.0135432407,DWARF,0.00269728852,0.449865967,1008
TIC_348135793,348135793,2.11263,0.0913166,1.439,0.259024,6742.0,3.94648,0.0944728,0.152612,0.0374927,8.308026,DWARF,7.046903e-05,0.07143462,627
TIC_348673213,348673213,0.611023,0.0183221,0.59699,0.0203778,3896.0,4.64192,0.0112232,2.61694,0.146311,0.07749713,DWARF,0.000736105663,0.07113939,613
TIC_348684813,348684813,4.74771,,,,5133.0,,,,,,GIANT,,,
TIC_348755723,348755723,0.432309,0.0131007,0.427418,0.0204592,3265.0,4.79733,0.00552554,5.29017,0.227793,0.01913445,DWARF,0.0005177759,0.279913634,111
TIC_348844154,348844154,1.78366,0.0878894,1.05,0.133358,5837.0,3.95663,0.0775178,0.185034,0.0395354,3.32719231,DWARF,0.00156787864,0.04092533,145
TIC_349373192,349373192,2.49185,0.0880401,1.8,0.282418,7667.39,3.9003,0.0777444,0.116335,0.0229821,19.3342552,DWARF,0.00240873452,0.0319123119,179
TIC_349786918,349786918,1.59305,0.0736407,1.12,0.14755,6025.0,4.08283,0.0797625,0.277031,0.059905,3.01288772,DWARF,0.00367240724,0.6212216,194
TIC_349790953,349790953,12.2253,,,,4997.1,,,,,,GIANT,,,
TIC_350044062,350044062,1.6492,0.0778292,1.12,0.148215,6031.24,4.05274,0.0773716,0.249689,0.0517702,3.24240351,DWARF,0.0,0.150377616,34
TIC_350332997,350332997,2.09264,0.109347,0.97,0.121111,5537.0,3.78345,0.0806266,0.10585,0.0237613,3.708348,DWARF,0.000684083963,0.473251671,77
TIC_350445771,350445771,1.98958,0.101487,1.32,0.215025,6474.57,3.96112,0.0933687,0.167606,0.0424271,6.26702833,DWARF,0.00122482749,1.21724594,79
TIC_350743714,350743714,,,,,6038.0,,,,,,,0.00432676775,1.32292652,74
TIC_350995812,350995812,,,,,12433.0,,,,,,,,,
TIC_352924930,352924930,2.63655,0.108869,1.52,0.281712,6950.0,3.77784,0.0906118,0.0829343,0.0197016,14.6118994,DWARF,5.14541825e-05,0.03976788,550
TIC_35315453,35315453,2.04921,0.0978266,1.48,0.259407,6849.0,3.98516,0.0897243,0.17199,0.0409981,8.32483,DWARF,5.609944e-05,0.417625338,5687
TIC_353367071,353367071,2.11229,0.174472,1.888,0.290804,7895.71,4.06456,0.102632,0.200328,0.0601953,15.6230822,DWARF,6.648387e-05,0.059751574,341
TIC_353586703,353586703,1.17464,0.0553567,1.29,0.208437,6405.0,4.40885,0.0916999,0.795932,0.194147,2.09208965,DWARF,0.000330668234,0.203218639,206
TIC_35377903,35377903,1.9654,0.0901207,1.15,0.159614,6106.0,3.91186,0.0816372,0.151477,0.0339097,4.837517,DWARF,0.0005206268,0.00468438165,112
TIC_354006740,354006740,,,,,6170.0,,,,,,,,,
TIC_354151219,354151219,2.41327,0.142252,1.52,0.257152,6940.88,3.8547,0.0962568,0.10815,0.0286351,12.177659,DWARF,0.000209402351,0.0732658654,269
TIC_354285962,354285962,2.71604,0.124141,1.41,0.243085,6683.0,3.71942,0.0935438,0.0703741,0.0171762,13.2571888,DWARF,0.000147106635,0.439113259,345
TIC_354400186,354400186,2.46016,0.145206,2.24,0.318532,8884.0,4.00639,0.0801789,0.150438,0.0339345,33.9668922,DWARF,0.0006617922,0.0186747685,240
TIC_354442783,354442783,,,,,4667.62,,,,,,,,,
TIC_354594208,354594208,1.22451,0.0523567,1.119,0.143321,6033.55,4.31097,0.0734112,0.609452,0.118744,1.79024827,DWARF,0.00182480458,0.00578390434,71
TIC_354600221,354600221,1.68142,0.0777211,1.25,0.200894,6329.0,4.08362,0.0888859,0.262953,0.062319,4.08686161,DWARF,0.000127070976,0.0899302438,662
TIC_355636844,355636844,,,,,,,,,,,,,,
TIC_355732304,355732304,1.77913,0.0907362,1.4,0.235451,6657.0,4.08378,0.0913422,0.248603,0.0609538,5.60045576,DWARF,1.898386e-05,0.9936508,3175
TIC_356235833,356235833,0.952786,0.048603,0.96,0.121748,5477.0,4.46235,0.079111,1.1099,0.249885,0.735964,DWARF,0.004198693,0.015370613,186
TIC_356453768,356453768,1.55718,0.067211,1.21,0.175438,6239.48,4.13617,0.0840845,0.320453,0.0724951,3.31107163,DWARF,0.001441145,0.126776069,717
TIC_356461227,356461227,,,,,,,,,,,,,,
TIC_356868487,356868487,1.39013,,,,6327.0,,,,,,DWARF,0.0014159549,1.07336152,95
TIC_356919658,356919658,1.31941,0.0594573,1.29,0.191859,6404.0,4.3079,0.0823967,0.561632,0.126053,2.63790178,DWARF,0.00241937558,0.133578628,108
TIC_357416482,357416482,1.33874,,,,6362.56,,,,,,DWARF,0.00373342284,0.0207485128,49
TIC_357457104,357457104,,,,,,,,,,,,,,
TIC_357536526,357536526,1.65963,0.085402,0.98,0.122252,5560.0,3.98927,0.0778468,0.214385,0.04572,2.37145543,DWARF,0.00118213985,0.09591722,569
TIC_357538688,357538688,2.47928,0.116583,1.27,0.198641,6364.0,3.75322,0.0917971,0.0833354,0.0204574,9.083744,DWARF,0.0003565419,0.19000037,638
TIC_357972447,357972447,1.37318,0.051804,1.683,0.309446,7387.0,4.3887,0.0950582,0.649984,0.152953,5.058497,DWARF,0.000170134954,0.07547814,634
TIC_358072664,358072664,1.62602,0.0889447,0.98,0.123093,5541.0,4.00704,0.0807962,0.227954,0.0512652,2.24543023,DWARF,2.691519e-05,0.3255405,1200
TIC_358186451,358186451,1.73498,0.074407,1.604,0.316671,7176.0,4.16468,0.101771,0.30713,0.0818378,7.19137955,DWARF,6.945766e-05,0.251391053,1714
TIC_358631536,358631536,1.65084,0.189748,2.452,0.409721,9622.0,4.39218,0.150827,0.545007,0.239594,21.0459538,DWARF,0.000139940268,0.123988822,1339
TIC_35883621,35883621,2.33186,0.117458,1.214,0.173926,6251.11,3.78688,0.0848776,0.0957434,0.0222905,7.4804883,DWARF,0.000709864835,0.135300562,250
TIC_359496368,359496368,0.557752,0.0171126,0.552175,0.0206375,3897.0,4.68726,0.0104186,3.18239,0.174226,0.06463959,DWARF,0.0187463667,0.005297829,122
TIC_360286627,360286627,3.50866,0.120121,2.54,0.324766,9917.0,3.75262,0.0636787,0.0588043,0.00977837,107.275146,DWARF,5.04021446e-05,1.02710676,1291
TIC_360816293,360816293,1.13175,0.0699498,0.85,0.101571,5083.0,4.25999,0.0843299,0.586364,0.143518,0.7703287,DWARF,0.0005470188,1.002984,463
TIC_361034196,361034196,2.93941,0.13101,1.61,0.268741,7200.0,3.70837,0.0881206,0.0633934,0.0144984,20.9192448,DWARF,0.00048442345,0.126639217,1130
TIC_361998994,361998994,1.37347,,1.25,,6320.0,4.25934,,0.482447,,2.71146226,DWARF,,,
TIC_363260203,363260203,1.74161,0.0494849,2.32,0.319521,9158.0,4.32166,0.0651846,0.439175,0.073047,19.22196,DWARF,0.000246720156,0.11120858,1413
TIC_363635669,363635669,,,,,,,,,,,DWARF,,,
TIC_363761216,363761216,1.13939,0.0577086,1.068,0.144627,5887.0,4.35329,0.0795052,0.722027,0.16311,1.40480506,DWARF,0.0001820362,0.0840794742,462
TIC_364075352,364075352,1.26315,0.053397,1.396,0.242746,6641.0,4.38005,0.0919378,0.692668,0.16202,2.795989,DWARF,0.0022089933,0.03775132,123
TIC_364107753,364107753,1.30863,0.0539322,1.13,0.152036,6059.06,4.25751,0.0763773,0.504228,0.10512,2.07945681,DWARF,0.005429014,0.03090569,508
TIC_364408162,364408162,,,,,,,,,,,,,,
TIC_365389353,365389353,2.50378,0.103025,1.73,0.291997,7495.0,3.87892,0.0883468,0.110219,0.0254481,17.8227654,DWARF,6.04879933e-05,0.2456763,957
TIC_365639282,365639282,0.561478,0.0179393,0.555463,0.0211008,3692.0,4.68406,0.0112552,3.13803,0.181868,0.0527724139,DWARF,0.0006161293,0.01162912,198
TIC_365781372,365781372,2.83619,0.15112,2.42,0.341473,9502.0,3.91641,0.0777969,0.106075,0.0229153,59.07777,DWARF,0.000347794965,0.7136882,176
TIC_365952328,365952328,2.11371,0.126722,1.14,0.153379,6085.0,3.84488,0.0904415,0.120716,0.0300364,5.518607,DWARF,0.000153043744,0.112010218,391
TIC_366074069,366074069,2.30507,0.109186,1.166,0.186211,6146.0,3.7794,0.0907841,0.0952017,0.024399,6.830212,DWARF,8.52913945e-05,0.6171894,376
TIC_366563452,366563452,0.808444,0.0500101,0.84,0.102035,5028.0,4.54705,0.0859976,1.58975,0.386064,0.376336336,DWARF,0.009536517,0.0110657122,115
TIC_366602797,366602797,1.39542,,1.25,,6332.0,4.24557,,0.460038,,2.820129,DWARF,,,
TIC_367099243,367099243,1.2263,0.0484925,1.484,0.320987,6855.0,4.43231,0.109926,0.804715,0.230219,2.99170661,DWARF,0.00229838816,0.0129477689,166
TIC_367102581,367102581,1.88829,0.0627538,2.279,0.330123,9024.0,4.24368,0.06545,0.338486,0.056065,21.3023148,DWARF,0.00221626414,0.07729764,99
TIC_367287018,367287018,2.48092,0.117708,1.16,0.169674,6139.0,3.7133,0.086321,0.0759659,0.0176874,7.8761034,DWARF,0.000352347415,0.18225877,260
TIC_367913453,367913453,1.84474,0.0937487,1.04,0.129783,5778.0,3.92323,0.0808491,0.165664,0.0375034,3.41724038,DWARF,0.000291828561,0.0564747341,194
TIC_368536386,368536386,1.99659,0.0791608,1.607,0.288327,7185.0,4.04351,0.087882,0.201906,0.0463418,9.571484,DWARF,5.21989277e-05,0.029550571,320
TIC_369480087,369480087,0.347331,0.0138193,0.331123,0.022815,3473.0,4.87657,0.00460571,7.90239,0.398552,0.0158125143,DWARF,0.0,0.121640675,30
TIC_369861731,369861731,1.15251,0.0618693,0.99,0.122869,5617.0,4.31042,0.0779158,0.646704,0.142813,1.19123912,DWARF,0.000610195333,0.389747381,164
TIC_369864738,369864738,2.20928,0.0914648,1.47,0.251326,6819.0,3.91688,0.0883474,0.136322,0.0316527,9.507751,DWARF,0.00141796726,0.0352846645,182
TIC_370745311,370745311,0.926801,0.0480226,1.0,0.119578,5622.0,4.50409,0.0741054,1.25615,0.26546,0.7730916,DWARF,0.00355977216,0.131354645,599
TIC_370759867,370759867,0.9652,0.0451759,1.061,0.134861,5865.0,4.49455,0.0770403,1.17995,0.252966,0.99312,DWARF,0.000275050028,0.13777335,401
TIC_37084932,37084932,2.92734,0.134073,2.51,0.337469,9839.0,3.9048,0.071014,0.100059,0.0190808,72.3508453,DWARF,5.392069e-05,0.162045836,485
TIC_370877263,370877263,1.27963,0.0575176,1.3,0.201432,6429.0,4.33784,0.0880257,0.620425,0.146488,2.52021623,DWARF,0.002613164,0.0978743061,681
TIC_371210825,371210825,0.886884,0.070412,0.665,0.0751074,4252.94,4.36516,0.0942968,0.95328,0.265145,0.231838584,DWARF,0.00109785888,0.014284201,120
TIC_371673488,371673488,1.8463,0.0679021,2.245,0.383082,8911.0,4.25668,0.092729,0.356706,0.0875131,19.3644257,DWARF,0.00012160089,0.0295928363,369
TIC_371711170,371711170,3.30582,0.214598,1.16,0.156119,6126.0,3.46397,0.0898623,0.0321085,0.00805943,13.8663177,DWARF,0.0001227731,0.0479719564,114
TIC_372505528,372505528,1.51167,0.0661583,1.473,0.251343,6827.0,4.24736,0.0920297,0.426413,0.100575,4.472283,DWARF,6.970459e-05,0.269792855,854
TIC_372596796,372596796,1.13778,0.0565201,1.1,0.14277,5971.0,4.36735,0.0799785,0.746828,0.163665,1.48251045,DWARF,5.678612e-05,1.1594857,956
TIC_372913430,372913430,3.39086,0.0938592,2.66,0.34902,10341.0,3.80233,0.0644916,0.0682261,0.0109808,118.458359,DWARF,0.00192233163,0.2326344,318
TIC_373424049,373424049,1.82039,0.052809,2.12,0.313598,8508.0,4.24408,0.0734438,0.351435,0.0629308,15.6434393,DWARF,0.000244498457,0.222477853,2294
TIC_373453507,373453507,1.36724,0.0729347,0.99,0.122359,5600.0,4.16201,0.0780742,0.387349,0.0843123,1.65628564,DWARF,0.0007042027,0.0396757349,165
