host,label,ls_period_match,trend_slope_ppm_day,trend_amp_frac,straylight_frac,flagged_frac,ls_matched_harmonic,raw_status
51_Peg,1.0,0.7445220135020192,0.46422286797890805,1.2943640611282192e-05,0.0,0.050569115381013593,3.0,ok
55_Cnc,1.0,1.5220347267953156,0.9402583796766167,2.5710539894343072e-05,0.00823045267489712,0.04817558299039781,3.0,ok
55_Cnc_B,1.0,1.5207111578071681,0.9402583796766167,2.5710539894343072e-05,0.00823045267489712,0.04817558299039781,3.0,ok
61_Vir,1.0,0.006371819372321098,0.5212084810191512,1.2715454988065156e-05,0.0062743664717348924,0.08296783625730994,1.0,ok
6_Lyn,1.0,1.7972124477075573,0.7807995650402575,2.054879318265059e-05,0.0,0.0,0.3333333333333333,ok
70_Vir,1.0,0.0027638751152535153,0.47208469253736507,1.1748402399158369e-05,0.04354201198520974,0.15727400229504016,1.0,ok
75_Cet,1.0,0.10991637956582846,4.069892370179525,0.00010431847674126247,0.0,0.052776005105296744,2.0,ok
7_CMa,1.0,0.32020991432874035,1.4882076803954132,3.2401856871338285e-05,0.0,0.002932351336606656,2.0,ok
8_UMi,1.0,0.3010776395009016,0.04462576285013033,1.1982001891673913e-06,0.0,0.04148115973504181,2.0,ok
91_Aqr,1.0,0.30246436506439683,6.397699772946029,0.00014554911311822792,0.01964440300992209,0.3719118332556436,0.3333333333333333,ok
AB_Aur,1.0,0.18898978963338645,181.20581405061864,0.004405967187312183,0.013697005632967685,0.07471093981618737,2.0,ok
AB_Pic,1.0,0.06217673507561063,305.9915537633956,0.008531274109772167,0.0,0.0,1.0,ok
AF_Lep,1.0,0.8470262409271236,518.3416611968505,0.013334593669048439,0.0,0.019092402696731063,0.3333333333333333,ok
AT2021ueyL,1.0,1.0138368397190658,75.4139045089635,0.0019498137425582273,0.030505330627462145,0.04382042075684809,3.0,ok
AU_Mic,1.0,0.021871647518174,68.20402271739546,0.0018483886782599754,0.0016852039096730705,0.006459948320413436,1.0,ok
BD+03_2562,1.0,0.0923663349091686,13.441991507840667,0.00034736082454687404,0.015329503339335563,0.05955545393050752,1.0,ok
BD+05_4868_A,1.0,0.0019811328647197325,12.20288649618592,0.00033134468360753464,0.2920424403183024,0.30583554376657823,1.0,ok
BD+14_4559,1.0,0.4466120918533,1.678111522593838,4.3383466746138234e-05,0.035022271714922046,0.042037861915367486,3.0,ok
