host,var_status,var_oot_rms,var_excess,var_ls_amp,var_ls_power,var_ls_period
GJ_341,ok,0.0004117581048233176,1.2830968789387531,0.00011846199381431122,0.1237409242780244,11.072088294063281
GJ_3470,ok,0.002856682375557872,1.0682797215525148,0.0004418781691677048,0.05760811917068366,6.652610841011892
GJ_3473,ok,0.0020154353653897557,1.0121827099567087,9.704468630310159e-05,0.005719548826183299,3.820328063153866
GJ_3512,ok,0.002658533747962643,0.711951016706278,0.00022531881230609878,0.011916789655540647,7.260585138330349
GJ_357,ok,0.0005683193601332099,1.0389957921287956,8.768126157699498e-05,0.0421504643039966,6.041746947758611
GJ_3634,ok,0.0009919696957776721,1.0129300850736576,8.553935343218732e-05,0.017172612455474235,8.618401279347347
GJ_367,ok,0.00051765005875735,1.2805710598670341,0.00013059338447925592,0.07661844660444497,6.4601684291765675
GJ_3779,ok,0.0013115235691149862,0.788118191180755,7.631905139737914e-05,0.006749453419036044,2.1229528909406845
GJ_3929,ok,0.0012936974590006152,0.9441140972934738,0.0001122388101189264,0.01607358553212199,6.249736537076533
GJ_393,ok,0.0007078468053141079,1.0760253653383363,0.00021142805344486943,0.28456986368424925,6.0777543783387955
GJ_3942,ok,0.0009283232270330797,1.86764053721871,0.0006770730209550345,0.4136284597695372,5.522301003156233
GJ_3988,ok,0.0016149969250443602,0.9530490960733998,0.00020276392366038105,0.031454386652800134,13.0
GJ_411,ok,0.0015430146879694528,6.744279753107095,0.0004569913953897004,0.11586694405243614,13.0
GJ_414_A,ok,0.0010331310569354837,4.399162294042951,0.0003663306686184635,0.1915456902439616,13.0
GJ_422,ok,0.000904890497966668,1.0246041931591576,0.0001918214858623119,0.08204049997797035,2.695442217781637
GJ_4274,ok,0.006568368342369599,1.3254236085123967,0.004421968478202443,0.5536125867108295,4.5772961442014095
GJ_4276,ok,0.0014018988097313245,1.0171541474857386,0.00022123903575447347,0.04667896770112363,4.400392686345977
GJ_433,ok,0.0003803767524107375,1.1218841779837787,4.593238160860125e-05,0.028495903320891004,4.553948971429699
GJ_436,ok,0.0005510838419534246,1.1431231209474282,5.97339566730845e-05,0.02250849862702166,11.841503638817404
GJ_463,ok,0.0008591213491333725,1.1272398142735043,0.00028349636081146507,0.1706865756666547,12.56196908384561
GJ_480,ok,0.0008716584088846436,1.03907237354029,0.00045250147843367696,0.24776576388896393,4.70416710549348
GJ_486,ok,0.0006561310414097448,0.7739770516620396,0.00010489517485147225,0.04671591432890075,3.857170636834439
GJ_504,ok,0.0014614964313707807,20.524657854945175,0.0014878200314997394,0.7679340432661013,3.3921835550610635
GJ_508.2,ok,0.0006459192587779447,1.0796742949828517,0.00019974384502340265,0.10151335069595978,11.757133069026393
GJ_514,ok,0.0003868927828666998,1.5618406012761537,7.713269917163519e-05,0.05120715380532015,2.7045286085812292
GJ_536,ok,0.0008222758659613117,1.0959501557029856,0.00014796590244009337,0.1406751037698946,2.046710242308862
GJ_581,ok,0.001005715564955719,1.0682420344759178,0.00024000504327538206,0.18248702505172415,8.1941379116538
GJ_625,ok,0.00046118583618305213,1.2419722951422354,6.385600671661288e-05,0.037135907696417954,11.882096805114202
GJ_649,ok,0.000526495012070632,1.4905813581870666,0.00033928878350999726,0.31833728064572453,9.849397154395442
GJ_674,ok,0.0003840143966268337,1.4683303118600588,0.00020430673152052007,0.21949532690211535,8.72706637532425
GJ_676_A,ok,0.00044374846614518554,1.2140111298968086,7.800711176625692e-05,0.05358617929110679,5.090789927475706
GJ_680,ok,0.0013996846396506814,1.3759439439421932,0.0003632401488619296,0.19341930967119578,8.87231038711017
GJ_682,ok,0.0009082770567158493,1.2925334629166594,0.0003221510718738602,0.1877956186898062,12.21792379815713
GJ_685,ok,0.000650718899002287,1.6474758491987866,0.0004841953915581088,0.4860741557621977,6.012388333263252
GJ_687,ok,0.00034497908083157833,1.6179651437441616,0.00010882723882680632,0.1254343263511737,5.5180799525667785
GJ_720_A,ok,0.00044700861193642887,1.1049777160341678,5.252241111426055e-05,0.027176207749925838,13.0
GJ_724,ok,0.0007611847721997484,1.1800221728071076,0.00019003204542214957,0.09117584095974277,6.245372514215412
GJ_740,ok,0.00039738682536661615,1.3226967712521116,0.00018769529388885193,0.22362057742168961,4.357973550061129
