host,st_rad,st_teff,crowd_flux_ratio_max,crowd_nearest_arcsec,var_oot_rms,var_excess,var_ls_amp,var_ls_power,var_ls_period,st_mass
TIC_42748763,59.0928,6496.0,0.0079593939384861,7.708715461531678,0.0148975102727933,16.677468468997986,0.0036172791483617,0.0407101224104205,6.903083265079635,
TIC_43705631,2.68966,9337.0,0.0507878700853751,6.007300287118996,0.018066699249485,17.046596923153963,0.0035988211785831,0.0424721926182489,7.290841440024561,2.37
TIC_447185974,1.17104,3603.0,1.306892904321732,3.943966506684427,0.0212538804780652,1.7550045098640117,0.0088332987876161,0.1263037603508866,2.64402377436,0.51
TIC_447263332,0.761005,4877.0,0.4471775580269849,4.07547589941049,0.0158291138708567,1.34226726301418,0.006173479600583,0.1749425943201601,3.118551920850133,0.8
TIC_447627658,0.74987,4741.0,1.9158433682469165,8.851734147894202,0.0088111239753386,4.690332706761083,0.002032436891386,0.0405285062700656,7.439914517773054,0.76
TIC_447649621,0.664278,3887.0,0.2198872257753097,7.848936685970461,0.1214638372185095,5.358267493787327,0.0272950811017354,0.0450712607577982,7.288485217133948,0.637722
TIC_447691425,0.793672,5097.0,0.1745018357202646,2.5670560200297294,0.0346535284935528,4.1608718876376205,0.0066790038122553,0.0363048914467377,7.289035086502364,0.86
TIC_447749642,0.886194,5174.0,0.1355813643862434,7.402068460106362,0.0236411630228144,2.389926841158206,0.0218892702405968,0.6176513459617532,3.586799511751869,0.88
TIC_451463754,1.00651,5906.0,0.2399937876809879,4.2807396612391635,0.0206984516488729,7.002158467702751,0.0063861405312653,0.0621038948497184,3.3374850251190824,1.07
TIC_456324555,3.97492,8387.0,0.0915292702906664,7.789021490966929,0.0028243174821129,4.827871739491381,0.0016674479263397,0.1852322095806635,0.2031214811398997,2.08
TIC_464275366,1.89891,7341.0,0.027748531215285,6.9022726096242275,0.0149953138458974,31.94928541191956,0.0026380083551482,0.0400639512397978,7.275045515748995,1.67
TIC_464317121,12.1341,4758.0,0.0055975760149511,6.239714332062316,0.0080340274400989,9.54971780015156,0.0022507209077349,0.0419155322025431,6.89321446007166,
TIC_464405850,1.49858,7860.0,0.0002775619947716,15.719095200035456,0.0031284362987588,20.02931795658256,0.0013103637646547,0.0422061234300403,7.292833652156304,1.87
TIC_464420341,2.48391,7448.0,1.1972917776081664e-05,15.388416582944163,0.035911411392308,154.33148018588494,0.0058731673762723,0.035608529342271,7.293694101307442,1.71
TIC_46473449,10.025,6076.0,0.0697396879829028,4.773740472195552,0.0157118244557123,17.8169341529838,0.0028413971158057,0.039197463079404,6.898512943064879,
TIC_465765802,0.390949,3520.0,0.2065189936028282,26.64073453020663,0.0303548480083304,1.7296221913629608,0.0072739083367662,0.049359531371418,7.265953749339432,0.381227
TIC_465799362,0.846145,5188.0,1.2941958414499852,12.275276372449444,0.0287606444516167,5.5122216945807025,0.0285362325865828,0.7669533500236473,1.6474759487034172,0.88
TIC_466093558,0.637406,3986.0,10.281109862870956,3.9766518071319368,0.0112407084677004,1.172885711414055,0.0015471461365895,0.0240522489580603,6.004068102544378,0.617599
TIC_466095211,1.97207,8237.0,0.0028072429510514,6.17718070195308,0.018481859930118,28.589945417871014,0.0031280715899605,0.0364332127632375,7.1378094140552735,2.02
TIC_466307264,1.38088,6179.0,0.0002494824498189,12.383376814890918,0.0108963754752799,21.350492155591525,0.0027237100213678,0.0515423748955712,6.105724342129619,1.18
TIC_466679588,1.89522,8161.0,0.0012016002222833,14.293943763694434,0.0127196320292475,12.63773423397577,0.0027040888924666,0.0633026911675798,6.879633192659768,1.99
TIC_469872864,0.724408,4743.0,10.01290279347138,13.812362919915463,0.0333343864918675,5.614235114672461,0.0119987071148492,0.0775305939205566,11.78906357393489,0.76
TIC_469878140,2.35103,8145.0,0.0004021240056389,12.013292414136728,0.015993084156471,18.209302490807783,0.0046899815004126,0.0591751032026993,6.879623882549173,1.99
TIC_67918274,0.811552,4949.0,7.531474326545193,3.9076285260573744,0.0289967847324911,1.149760794967024,0.0028409374601335,0.0227504077132968,3.1747520169108516,0.81
TIC_82849372,1.79157,6253.9,0.0512011835378979,3.2493230968012123,0.0080657550318702,18.96207750356122,0.0015571901586367,0.0368815364346626,7.439906409593858,1.21
