host,injected_period,injected_depth_ppm,repeat,injected_duration_days,duty_cycle_pct,true_secondary_depth,fold_period,fitted_duration_days,old_depth,new_depth,new_half_phase,new_n_in_window,new_truedur_depth,new_truedur_half_phase,new_truedur_n_in_window,fitted_over_true_duration,old_n_in_window,status
TIC_169904935,2.0,10000,8,0.04527721918261955,2.2638609591309775,0.0031337868562061333,2.000514323223174,0.03437034171001949,0.00020179986319202037,0.007127673967306625,0.008590376312488216,247,0.006119593873490259,0.011319304795654888,323,0.7591089366904659,1435,ok
TIC_119081096,5.0,1000,1,0.029315901980486374,0.5863180396097275,0.00031928683577697736,0.8368688658457113,0.0527589004774478,0.0005347321308823982,0.000812262172904199,0.03152160549319244,827,0.0005829488355113543,0.0029315901980486374,79,1.7996683340176896,1311,ok
TIC_241174783,2.0,10000,7,0.11140065161918186,5.570032580959093,0.003053174223472399,1.000061722644501,0.03629298919050768,0.0032538072100878335,0.005131714842715018,0.018145374614747155,576,0.004702585705746998,0.027850162904795465,883,0.32578794345452877,1584,ok
TIC_103245940,2.0,10000,10,0.038215634539458705,1.9107817269729352,0.0033274912379862576,3.2511511892771474,0.10056450362996583,-0.00010326166872309805,0.00879662320693586,0.015465983858524445,506,0.009425887919406573,0.009553908634864676,313,2.631501605086007,1717,ok
TIC_153651591,2.0,10000,11,0.11637699185595052,5.818849592797526,0.0029676713110866615,1.000281779077581,0.04400118523902082,0.003369458673942116,0.004873494300545178,0.02199439505915869,726,0.004622454388602204,0.02909424796398763,963,0.37809179063061493,1669,ok
TIC_305943739,5.0,1000,2,0.08005496310055894,1.601099262011179,0.0002926007516478313,5.004194017792466,0.0682067518833008,5.869223969279247e-05,0.0006702653530480385,0.006814958776657235,246,0.0006122411678817219,0.008005496310055895,290,0.8519990421783679,1785,ok
TIC_462715015,5.0,1000,5,0.06088687334408708,1.2177374668817416,0.00031109231789072656,5.267453137226997,0.03547592291218194,-2.1256479490361357e-05,0.004076013969716574,0.0033674645021007175,77,0.0030856800786334126,0.006088687334408708,138,0.582653057444723,1132,ok
TIC_348054109,5.0,1000,4,0.020617930239610643,0.41235860479221287,0.0002760482215774518,0.8791577294941699,0.013817469117121018,0.0010765941621624364,0.0020183796986174007,0.007858356159292942,264,0.003234457938409818,0.002061793023961064,72,0.6701676141369054,1675,ok
TIC_192372961,5.0,1000,3,0.2689170239363846,5.378340478727692,0.00027471164470005416,4.998953739077827,0.2348822697952152,0.0003219000925092086,0.0006055319300789508,0.02349314297100744,823,0.0005319788560058658,0.026891702393638462,934,0.8734377108486047,1682,ok
TIC_428685938,5.0,1000,7,0.01973185710225044,0.39463714204500877,0.000273377335347158,4.4612607659702865,0.05609285422700357,-0.0007584363115831216,0.011970112390754184,0.006286659441078855,202,0.014174146005489607,0.002,65,2.8427559522821664,1504,ok
TIC_137543637,5.0,1000,9,0.0744172896427731,1.488345792855462,0.00027647488136106624,1.2835620387727225,0.04301150635384216,0.0005755189537574035,0.0016579934725108325,0.01675474385132471,431,0.0013638369692031693,0.00744172896427731,191,0.5779773297349475,1240,ok
TIC_299876474,5.0,1000,8,0.03608111012982938,0.7216222025965877,0.00028424614318023345,2.5941908442908175,0.09441010832181662,0.0006399593627715028,0.020622965104553193,0.018196446211655993,611,0.029436788485900034,0.0036081110129829383,120,2.616607637129347,1622,ok
TIC_327011842,5.0,1000,6,0.3037279549608279,6.0745590992165575,0.0002935943475450564,4.998765416694566,0.2592815323565989,0.0003775150736586852,0.0007370776540018831,0.02593455690985884,976,0.0006501058696811723,0.030372795496082787,1160,0.85366370833412,2007,ok
TIC_452803785,5.0,2500,4,0.06145064068986567,1.2290128137973135,0.0007553965038658017,5.256711475736089,0.5016845803960648,0.004334860774654392,0.004385969405551249,0.047718481669741505,72,0.005040400472634765,0.006145064068986567,11,8.164025220306641,77,ok
