host,sec_depth_windowed,sec_significance,sec_sigma_eff,sec_n_in_window,sec_status
K2-345,-0.00016918464629223084,-0.6207086706115107,0.000272566913114897,1613,ok
K2-343,0.00047461622132993764,0.37269084356286986,0.0012734850601444246,147,ok
K2-346,0.00016565674906077188,1.2377500997512325,0.00013383699108088633,186,ok
K2-308,3.9595866143660174e-05,0.03127212156100609,0.0012661714065806508,1549,ok
K2-342,0.00035741731138894117,2.4361960584081834,0.00014671122636265922,114,ok
K2-349,0.00013952361757274545,0.08821985159226886,0.001581544460283048,44,ok
K2-344,-9.240609697547253e-05,-0.40123794435297677,0.0002303024882765851,174,ok
K2-347,-1.102979547717986e-05,-0.020394950851588135,0.0005408101033163794,635,ok
K2-35,0.0007202142994595651,0.6498420671656729,0.0011082912846821767,76,ok
K2-351,-0.0024018542522650232,-2.0700969467466677,0.0011602617239930431,84,ok
K2-350,0.0006357572652954113,1.0385125204772538,0.0006121806456442584,81,ok
K2-33,7.059857631386279e-05,0.1288818796859188,0.0005477773639390531,642,ok
K2-353,0.0009329920842862105,1.952966315540859,0.0004777307610796275,28,ok
K2-355,0.0004006726183234388,0.5566978077804385,0.0007197309073677258,102,ok
K2-357,0.0011345770271136146,2.944177919169917,0.0003853629292327204,348,ok
K2-366,0.000425601609058579,1.3623346750590437,0.0003124060606033781,59,ok
K2-356,0.0002750760448331224,0.8364225530145253,0.00032887210398826425,277,ok
K2-358,0.002222644601254764,2.2395981894219372,0.0009924300759630686,73,ok
K2-367,0.0006307179036004751,1.1197960518337535,0.0005632435500800572,69,ok
K2-369,1.111853856516909e-05,0.07238058548062595,0.0001536121667342022,124,ok
K2-371,0.0008974082600388122,1.443129096783077,0.0006218489129207167,361,ok
K2-372,-0.0003545043529081804,-0.7618637882787114,0.0004653119866861196,194,ok
K2-370,-6.88406261974972e-05,-0.8037239737887862,8.565207514338511e-05,243,ok
K2-374,-0.0003668087496988548,-1.1540015918101205,0.00031785809681899425,204,ok
K2-375,-0.0009169875967717234,-2.7934268862118157,0.0003282661884933943,196,ok
K2-348,0.00031594164294679317,1.749799089333515,0.00018055881093590747,1338,ok
K2-377,-0.0011614657715228738,-2.657167173756575,0.00043710677408408946,173,ok
K2-36,0.000620796755809172,1.10369195214519,0.0005624728481552854,366,ok
K2-37,7.749645006271955e-06,0.05103448864444988,0.00015185113463686575,1615,ok
K2-352,-0.00024441180214829217,-1.8296363561739313,0.00013358490681689185,802,ok
K2-378,-0.002888275530773532,-1.2339585698271174,0.002340658431650741,217,ok
K2-376,8.573255921651146e-05,2.038537701281237,4.2055910549325565e-05,563,ok
K2-38,-0.000453315083821737,-2.8083310322343995,0.00016141796626484764,85,ok
K2-380,-7.397999508396147e-05,-0.6323191419513947,0.00011699787366179116,240,ok
K2-354,9.81640587841559e-05,0.10186595416928829,0.0009636591497589048,454,ok
K2-382,0.0011025663999931767,8.898680660069843,0.00012390223248943098,1630,ok
K2-386,0.0010153633766892822,1.664820525334387,0.0006098935958789562,57,ok
K2-368,-0.0002215283406491464,-0.7813482940431418,0.0002835206044961491,2073,ok
K2-387,-0.0008791365909872617,-0.37710960881238376,0.0023312495106022134,71,ok
K2-388,0.0002278930559642678,0.2889223699223631,0.0007887691632375347,19,ok
K2-39,7.02883047044578e-05,0.5067373942255566,0.00013870755445604907,60,ok
K2-389,0.0002892051606042667,1.640461577374557,0.00017629499196629718,107,ok
K2-390,-0.0008505652681491949,-1.4226739042127454,0.000597863829251768,84,ok
K2-392,0.00031497532468915956,1.5059922308504357,0.0002091480408974571,290,ok
K2-393,-0.00018711751551325762,-0.5633083804421504,0.00033217598390136835,38,ok
K2-391,5.128488124817032e-05,0.25748997338044516,0.00019917234280962144,198,ok
K2-395,-0.0001953877695095585,-0.40194357770158273,0.0004861074547498339,346,ok
K2-394,-0.00033361181486402103,-1.8859477852510653,0.00017689345244497806,188,ok
K2-383,0.00026655514093987254,1.0084883489572858,0.00026431157208258674,1991,ok
K2-398,-0.0001271674040651538,-0.4174600173920806,0.0003046217572154162,276,ok
K2-4,-0.0009428869223904179,-2.6141561762770005,0.0003606850007459187,778,ok
K2-397,-0.0001567112990392694,-1.4232955135082763,0.00011010454087148229,357,ok
K2-400,-0.0004572459540326257,-1.1809049397354618,0.0003871996285620202,212,ok
K2-379,-0.0002943338427426889,-1.3683928516083974,0.00021509454861352967,2236,ok
K2-396,-0.00022719596612796877,-0.9256170108654289,0.00024545353365486034,463,ok
K2-403,-6.582448584535605e-05,-0.19736058873102866,0.0003335239637689997,69,ok
K2-401,-0.0001658122812271401,-0.6572141090713979,0.00025229568102459396,643,ok
K2-402,3.6460352454970035e-06,0.012246898627723801,0.0002977109026805632,242,ok
K2-404,0.0010112651085740776,2.20280577902836,0.0004590804682835626,187,ok
K2-407,0.00020556118185377503,0.3395562691600478,0.0006053817894815101,40,ok
K2-406,2.7093583282344902e-05,0.3674233554634566,7.373941498130918e-05,76,ok
K2-411,-0.00014300625255181387,-0.5486258633904865,0.00026066261562668737,17,ok
K2-408,-7.790274032259958e-05,-0.25321157635489944,0.0003076586838723822,50,ok
K2-381,0.00027122339867302614,1.8345779602108039,0.00014783966915304103,3305,ok
K2-405,4.9142143099256685e-05,0.28644291254684834,0.0001715599896060245,378,ok
K2-416,0.0004463654762478786,0.8119725723200518,0.0005497297463785964,147,ok
K2-373,-4.798196005129096e-05,-0.8448401726295891,5.6794126990843424e-05,1544,ok
K2-417,-0.00022292783397981353,-0.3203450175161052,0.0006958991767949252,31,ok
K2-384,0.00125248956984092,0.7586794146808203,0.001650881183283255,340,ok
K2-409,0.0003327559188416318,2.8790581869728737,0.00011557804574679372,1021,ok
K2-413,-0.00010399973974284382,-0.11017423994046627,0.0009439569521790312,145,ok
K2-419_A,-0.0047461806983190025,-2.30471942085964,0.0020593312380509723,138,ok
K2-44,4.120481207958715e-05,0.2833967759003961,0.00014539619213617722,395,ok
K2-45,0.00038411367737745117,0.297867804857479,0.0012895441236465226,448,ok
K2-46,0.0007363175072727657,2.167939921910994,0.0003396392583719373,70,ok
K2-48,-0.0011267860584593947,-1.3292701617542435,0.000847672723633825,177,ok
K2-415,-0.0004793134663385601,-0.7295051707052499,0.0006570391624163311,69,ok
K2-50,3.6698735053075637e-06,0.005308049614706138,0.0006913789002913707,206,ok
K2-43,0.0007169371878612552,1.2715781930637717,0.0005638168315342441,3654,ok
K2-54,-0.00042146009903842874,-1.006639735021783,0.00041868017362667353,340,ok
K2-49,0.0015526835916986892,1.2419946314280057,0.0012501532232176104,362,ok
K2-55,0.00048225383994127125,1.4018720743619864,0.0003440070237227262,138,ok
K2-57,-4.8257401133788846e-05,-0.0611786878942434,0.0007887943137520219,122,ok
K2-59,-0.0011452279745212124,-1.2386509194870068,0.0009245768573727891,69,ok
K2-6,-0.0005440452802660811,-1.0400528675587244,0.0005230938707405302,65,ok
K2-60,0.00010913303399073815,0.4859065447715589,0.0002245967566500782,258,ok
K2-61,-0.00029297088348090305,-0.4962668446497485,0.0005903494997488173,49,ok
K2-47,-0.0005116185650562155,-1.5032133661567266,0.0003403499307382247,598,ok
K2-63,-7.758809403024536e-05,-0.1341812340102467,0.000578233570458298,52,ok
K2-64,0.0009605258830944763,0.8856006101845554,0.0010846039084077717,73,ok
K2-65,4.2050104822166645e-05,0.43477095565321483,9.671783332212043e-05,97,ok
K2-66,0.00024581668752188257,0.5405675976782758,0.0004547381096788987,32,ok
K2-69,0.0043732756185708155,3.1604389723931043,0.0013837557556947045,102,ok
K2-7,0.00037246302479643223,0.9855013763503364,0.00037794267337890063,181,ok
K2-70,5.999650252630495e-05,0.054527659643082524,0.0011002948397018945,43,ok
K2-71,0.0008192157123887434,0.32365352818225307,0.002531150261175072,28,ok
K2-72,0.0006822559570119902,0.7028426471551048,0.0009707093896102586,52,ok
K2-73,-0.000377054503598373,-1.2092850287265438,0.0003117995300044656,44,ok
K2-74,-0.00023095729780875374,-0.4707215119897515,0.0004906453007267323,50,ok
K2-77,-0.0001238652999213663,-0.6945713824312346,0.0001783334341933235,138,ok
K2-5,-0.0006419791051858192,-0.8700393821015848,0.0007378736162897767,272,ok
K2-79,0.0002673677877010894,1.1154515502218731,0.00023969466683506567,74,ok
K2-8,-0.00024131286336959157,-0.2810783328312876,0.0008585253119258945,263,ok
K2-42,0.00023812744853579648,0.3828297856861316,0.000622019125573026,3209,ok
K2-80,4.15645948836918e-05,0.14785179328807405,0.0002811233733412178,98,ok
K2-81,0.0009130401935264487,1.2030532511327143,0.0007589358099209584,102,ok
K2-83,-0.00010666394778602317,-0.38958962059886615,0.00027378539403093534,674,ok
K2-84,-0.0005162060575101268,-1.270260168396691,0.0004063782131826401,138,ok
K2-85,0.0004515683156955941,1.5925170154611108,0.00028355635218430816,67,ok
K2-86,0.00013632989464307244,0.4822795036925266,0.0002826781847440659,186,ok
K2-58,0.00041531652772508476,2.07474175662832,0.00020017745649464304,807,ok
K2-88,0.0008424908961403021,1.5888492089490345,0.0005302522677388491,319,ok
K2-89,-1.0992309777746456e-05,-0.09155563943456363,0.00012006152592711502,1061,ok
K2-68,1.3246513001274884e-05,0.04643021503080991,0.000285299411008216,846,ok
K2-9,0.000304968978035447,0.8589924203023168,0.00035503104663963753,1246,ok
K2-90,0.00010991425729800497,0.6019039453599809,0.00018261096001334317,614,ok
K2-95,0.003940643968470381,1.233004787250928,0.0031959681010292973,114,ok
K2-98,5.991863610121939e-05,0.3055465776392868,0.000196103116468077,166,ok
K2-91,0.00031431460238384723,0.5073814314358182,0.0006194838496442037,112,ok
K2-97,-0.0002591527616677691,-0.7869005114733991,0.00032933357888220114,58,ok
K2-62,0.00011970833503904821,0.6317897342256723,0.0001894749606619739,772,ok
K2-75,-0.0002076420642729282,-0.5009922659574868,0.00041446161624089477,70,ok
K2-99,0.00024201330837525514,1.322700713663999,0.00018296906161398876,59,ok
K2-414,0.0002594855081877734,0.7307153062242774,0.00035511163647108533,3384,ok
KELT-1,0.0005063024092759605,9.63914759343733,5.252564133582402e-05,578,ok
KELT-11,-7.420215674036612e-05,-2.5525021736616367,2.9070359863365375e-05,138,ok
K2-87,-3.714432425283576e-05,-0.14837940485018766,0.0002503334225550965,338,ok
KELT-14,-1.0789456781790108e-05,-0.14600751560366826,7.389658496126782e-05,296,ok
KELT-18,0.00013606522503883944,1.400474175175333,9.715653987107953e-05,90,ok
KELT-17,-4.242265328446848e-05,-0.7636506598919522,5.555243452611014e-05,133,ok
KELT-16,0.0008133448279123989,7.603004208450158,0.00010697676939444915,838,ok
KELT-15,-3.299231076536735e-05,-0.3091494726009624,0.00010671960876333916,187,ok
KELT-12,2.941837387404611e-05,0.4699813048643408,6.259477466351064e-05,356,ok
KELT-20,0.000101052534240198,2.003549192595842,5.0436762228569056e-05,62,ok
KELT-21,-8.628885861616808e-05,-0.6927268417112018,0.00012456404663491004,128,ok
KELT-19_A,9.951348997905285e-05,1.4051387734751528,7.082111166353959e-05,144,ok
KELT-24,8.570161440468738e-05,3.1889726535086558,2.687436479281015e-05,252,ok
KELT-23_A,-1.2039480778769374e-05,-0.17480513660718078,6.887372426488986e-05,166,ok
KELT-8,-0.0001632939854621096,-1.1036349870180515,0.00014796013843609572,440,ok
KELT-9,0.0002959659984937968,26.85825401133789,1.1019554672796611e-05,1149,ok
KIC_10001893,0.000672606314638946,0.26169898828153926,0.002570152521626668,1391,ok
KELT-7,6.764613714971279e-05,1.7304148804133535,3.909243841774742e-05,152,ok
KELT-4_A,-0.0001714885109402875,-1.4137784566459068,0.00012129800827997643,51,ok
KIC_10068024,-0.0005408484081672604,-1.2968376529683625,0.00041705174655385713,190,ok
KELT-3,1.867253557952253e-05,0.32186294721489944,5.8013933387167336e-05,175,ok
KIC_10525077,-0.009787388049033341,-2.4311131761311118,0.004025887459755802,74,ok
KIC_3558849,0.012620550253956142,3.983386320244175,0.0031682968307182725,43,ok
KIC_3526061,-4.381917237084032e-05,-0.9468367204398228,4.6279544746094684e-05,292,ok
KIC_5437945,-0.0006369278841856785,-0.6640869122228715,0.0009591032024011967,71,ok
KMT-2016-BLG-0212L,,,,0,no ephemeris
KMT-2016-BLG-1107L,,,,0,no ephemeris
KMT-2016-BLG-1397L,,,,0,no ephemeris
KMT-2016-BLG-1836L,,,,0,no ephemeris
KMT-2017-BLG-0165L,,,,0,no ephemeris
KMT-2017-BLG-1038L,,,,0,no ephemeris
KMT-2017-BLG-1146L,,,,0,no ephemeris
KMT-2017-BLG-2509L,,,,0,no ephemeris
KMT-2018-BLG-0029L,,,,0,no ephemeris
KELT-2_A,-1.6830226778008495e-05,-0.389458511276793,4.3214427957505964e-05,108,ok
KIC_5479689,-0.0005881601830219907,-0.9957551380610187,0.0005906674849474379,328,ok
KMT-2018-BLG-0748L,,,,0,no ephemeris
KMT-2018-BLG-1990L,,,,0,no ephemeris
KMT-2019-BLG-0253L,,,,0,no ephemeris
KMT-2019-BLG-0842L,,,,0,no ephemeris
KELT-6,-0.00014965962866964055,-1.324602392222673,0.00011298456770753132,75,ok
KMT-2019-BLG-1339L,,,,0,no ephemeris
KMT-2019-BLG-1953L,,,,0,no ephemeris
KIC_8121913,0.0002906546425639478,1.6687420045803891,0.00017417590122748418,391,ok
KMT-2021-BLG-0171L,,,,0,no ephemeris
KMT-2021-BLG-0192L,,,,0,no ephemeris
KMT-2021-BLG-0912L,,,,0,no ephemeris
KMT-2021-BLG-1303L,,,,0,no ephemeris
KMT-2021-BLG-1547L,,,,0,no ephemeris
KMT-2021-BLG-1554L,,,,0,no ephemeris
KMT-2020-BLG-0414L,,,,0,no ephemeris
KMT-2018-BLG-1025L,0.1211635994153577,1.0775134715004873,0.11244741028307682,54,ok
KMT-2019-BLG-0953L,0.03305417829053714,0.48469925030638566,0.0681952329607341,109,ok
KMT-2018-BLG-1292L,-0.2553977040879064,-16.226767807400027,0.01573928382529978,739,ok
KOI-12,0.000505340785748376,4.2043523791652495,0.00012019467926917881,287,ok
KIC_7917485,0.0006433993024494988,1.4592951248458617,0.00044089731507700197,305,ok
KMT-2021-BLG-2294L,-0.08968037384986416,-2.4707343916777322,0.036297051658785315,110,ok
KOI-1257,-0.0007632684102418796,-0.40788083230756456,0.0018713024731359118,83,ok
KOBE-1,-1.2699134665394851e-05,-0.3991215245517048,3.1817714365715e-05,391,ok
KIC_9663113,0.0007317424509123427,0.870237762373665,0.0008408534799919946,160,ok
KELT-10,0.0021558010643411007,14.884725380545772,0.00014483310972997305,349,ok
KOI-134,0.00017442100076203726,0.3126891004309902,0.0005578096598878144,240,ok
KOI-142,0.00025692818807665496,0.6344851141106939,0.00040493966266926575,246,ok
KOI-1783,-0.0015313955289146808,-1.726030795884019,0.0008872353451436234,115,ok
KOI-13,0.00025035363346515016,4.085226478431768,6.128268158128056e-05,769,ok
KOI-351,-0.0006995967218705879,-1.280822201577644,0.0005462090842966841,209,ok
KOI-2513,-8.927789318957657e-05,-0.05088852046601887,0.0017543817814312846,160,ok
KOI-3680,0.001232676505821484,0.6460370498754244,0.0019080585332670646,77,ok
KOI-3503,0.0009785954718281031,0.8368417702180645,0.0011693912835793324,108,ok
KOI-217,-4.611863349457401e-05,-0.025991499132440563,0.0017743737388741972,395,ok
KOI-4978,0.006731046059518464,2.4242398206958966,0.0027765594814733578,164,ok
KOI-7913_A,0.0008138673713510292,1.4409448883006262,0.0005648150584793434,311,ok
KOI-55,-0.0039554650046502715,-0.44292515232494345,0.008930323744063244,46,ok
KOI-4777,0.00047326132450065117,0.520509783998229,0.0009092265679721813,674,ok
KOI-7892,0.0012697362185607464,1.5779298256904557,0.0008046848458581782,262,ok
KOI-984,-0.0004460334002771571,-0.7816319806171304,0.0005706437445471403,48,ok
KOI-94,-0.00011043587331460714,-0.3702772326781948,0.00029825185987221133,162,ok
Kepler-10,-9.155303431884754e-05,-1.2342061228339107,7.417969545364829e-05,320,ok
KPS-1,0.00035825105606313024,1.9979091254354693,0.00017931298851495307,494,ok
KOI-1599,0.005655934448882571,1.557313671369076,0.00363185307678593,159,ok
Kepler-1001,-0.002547429768088527,-1.5640358391924678,0.001628754088783412,328,ok
Kepler-1000,-0.0007003622306815949,-1.279925978800164,0.000547189636183596,105,ok
KOI-7368,-0.0003765084046181144,-0.9343532220665428,0.00040296153074249284,130,ok
Kepler-1005,-0.0003320044066206229,-0.6707015192951932,0.0004950106672928217,134,ok
Kepler-1002,-0.00010838437705884552,-0.7894450103796194,0.00013729186407388509,296,ok
Kepler-1004,0.0003538371309063093,0.8302965344656997,0.00042615754277958704,170,ok
Kepler-1008,0.0002281933218516441,0.8721152941330248,0.00026165499376833254,592,ok
Kepler-1006,0.0013696017650781656,0.8808771251337085,0.0015548159056466286,181,ok
Kepler-101,-0.0007018986593583243,-1.4361679650667771,0.0004887302017808818,149,ok
Kepler-1009,-5.239990426675334e-06,-0.005645826461108178,0.0009281175152604344,807,ok
Kepler-1010,0.00013654936514961857,0.10964707896267252,0.001245353423378515,161,ok
Kepler-1007,0.001674535371144037,2.004726436278926,0.0008352937043381472,408,ok
Kepler-1011,-0.0011114169831272225,-0.953167865098437,0.001166024394887088,576,ok
Kepler-1016,-0.001522486279834645,-0.7925750294781385,0.0019209364706292953,207,ok
Kepler-1014,0.0014460221017111863,1.8153175611775807,0.0007965670209090933,382,ok
Kepler-1012,-6.343194859370627e-06,-0.021478239552863553,0.00029533122785777526,402,ok
Kepler-1015,0.00011544705422428247,0.3677528444890409,0.0003139256594593732,260,ok
Kepler-1018,0.0005168032128339828,0.21122162139632505,0.0024467344271743878,95,ok
Kepler-1019,6.22947738551094e-05,0.4540672852746554,0.00013719282554661177,1341,ok
Kepler-1017,7.65677106899787e-05,0.11300142631649152,0.0006775818074678969,204,ok
Kepler-1022,-0.006483400090715463,-1.611645628264651,0.004022844710407277,51,ok
Kepler-1003,3.4242630396974505e-05,0.054761810332973455,0.0006253012854901212,356,ok
Kepler-1021,0.0030578221558094087,0.9673116785883445,0.0031611550067004984,149,ok
Kepler-1023,0.00013774155399404187,0.15650158828645414,0.0008801287929546462,215,ok
Kepler-1027,-0.0004674684063952217,-1.3995278903880406,0.0003340186427193022,138,ok
Kepler-1029,0.0005912092589959173,0.5926038509794064,0.0009976466707376534,183,ok
Kepler-102,0.00019406954939737986,1.1618653209486713,0.0001670327411432856,118,ok
Kepler-103,-0.0005099062884414973,-1.4286164552782645,0.0003569231521571535,70,ok
Kepler-1028,-0.0012296144613008764,-1.1026269284975325,0.0011151681765802512,132,ok
Kepler-1024,0.007707836128480694,1.2911676000424221,0.005969663526429449,125,ok
Kepler-1032,0.0037753862521142656,0.8881200356434032,0.004250986466462461,301,ok
Kepler-1025,-0.0002731291029955951,-0.6297114790502488,0.0004337368971064927,329,ok
Kepler-1031,-2.1027350423752367e-05,-0.022827680262834486,0.000921133912059684,175,ok
Kepler-1026,-0.0010642957772334372,-1.6650507163669224,0.000639197212896728,285,ok
Kepler-1038,-0.00040004034862162197,-0.16834365810664062,0.0023763315655657698,106,ok
Kepler-1035,-0.00016209697305136217,-0.6484397827161412,0.0002499799940904014,347,ok
Kepler-1036,-0.0002690503728524085,-0.7724166919975138,0.0003483228361580701,505,ok
Kepler-1033,0.0004620634363254883,0.250843915251124,0.0018420356573644967,537,ok
Kepler-1037,0.0002380467234610606,0.4130029193753978,0.0005763802440454149,470,ok
Kepler-1039,-0.0009376018415661047,-0.921894014779873,0.0010170386471052015,124,ok
Kepler-104,0.0008697700689791477,0.5313088310180692,0.001637032961248799,53,ok
Kepler-1034,0.001964214295810951,0.7449393783311326,0.0026367438115720595,87,ok
Kepler-1042,-0.0016338300333255118,-0.49937869041996563,0.0032717255755376736,291,ok
Kepler-1043,0.00615555780265753,2.525482191069064,0.002437379215907999,87,ok
Kepler-1045,0.006675854404973425,1.7997466050881548,0.0037093301835379373,82,ok
Kepler-1041,0.00022229058301914684,0.17536990069831745,0.0012675526537563897,154,ok
Kepler-1047,0.0013805368046072575,2.05983510773399,0.0006702171447723193,69,ok
Kepler-1046,-0.0008126021440006959,-2.8292987560210774,0.00028720973431009496,385,ok
Kepler-1040,0.0009377940454866618,1.7781349752742495,0.0005274031828444417,105,ok
Kepler-100,9.803638729333208e-05,1.25773341615601,7.794687334694429e-05,1990,ok
Kepler-1050,-0.0005107724760387011,-1.4404975702460778,0.0003545805883944995,222,ok
Kepler-1048,-0.000790194929936483,-0.731253940153686,0.0010806026286441744,195,ok
Kepler-1053,-3.275769081123592e-05,-0.1344451358986505,0.0002436509925947029,345,ok
Kepler-1054,0.00037113831545854126,0.5207785229472712,0.0007126605631855501,257,ok
Kepler-1051,0.0006329987306495921,0.6026069431445963,0.001050433848880668,74,ok
Kepler-1055,-0.0014359607299907484,-2.2450198819848204,0.000639620495797666,64,ok
Kepler-1058,0.002246166368506941,1.2957989363417368,0.0017334219881737633,324,ok
Kepler-1056,0.0004893833106210943,0.30883733291617177,0.0015845989408085207,125,ok
Kepler-1059,-0.0012026776990607946,-0.2257942992698964,0.005326430751128974,56,ok
Kepler-106,0.0005402241695722232,1.3448707573917105,0.0004016922567488588,141,ok
Kepler-1049,-0.0004687936450868957,-0.60619249121732,0.0007733412272156192,143,ok
Kepler-105,0.00042467776598342777,1.943341721046314,0.00021852963963269267,400,ok
Kepler-1052,-0.00022958943981943314,-0.20538818740254114,0.0011178317639536878,504,ok
Kepler-1065,-0.003225381560963747,-0.4690206074820608,0.006876844022439061,70,ok
Kepler-1066,0.0002234082002251503,0.6154869071343934,0.00036297798967861467,239,ok
Kepler-1062,0.0007017070118779944,0.7292713120164465,0.0009622029556294538,297,ok
Kepler-1069,-0.00010064655007635537,-0.38576105982940134,0.00026090386137176525,413,ok
Kepler-1063,-0.0008052667193585439,-1.1264502215354961,0.0007148711092274118,90,ok
Kepler-107,-0.0009166672773098794,-3.2871173033354046,0.0002788666155539221,179,ok
Kepler-1067,-0.001791063536613402,-1.939620654770138,0.0009234091894250625,200,ok
Kepler-1070,-0.00024218896263716871,-0.4718596816901305,0.0005132647946730355,378,ok
Kepler-1061,-7.379662314210833e-05,-0.12737856031402653,0.0005793488555701793,114,ok
Kepler-1072,-0.00010348118642755644,-0.13261168306934432,0.0007803323510602367,256,ok
Kepler-1064,-0.0005148568554003141,-1.4146907202905752,0.0003639359812118958,725,ok
Kepler-1060,0.00023037185134877625,0.18721320383848777,0.001230532070523841,211,ok
Kepler-1080,-8.360601566037573e-05,-0.19300052252373148,0.00043319061817615275,326,ok
Kepler-1075,0.00044743388952683816,0.3160361214425454,0.001415768196004078,228,ok
Kepler-1073,-0.0021224484544550837,-2.185058415272967,0.000971346321736638,521,ok
Kepler-1079,8.085563697890485e-05,0.16368093301189315,0.0004939832361111348,113,ok
Kepler-108,-0.000883908443058079,-1.0923894662397866,0.000809151379041269,135,ok
Kepler-1076,0.00018181205156675428,0.682479204087495,0.00026639940159033136,213,ok
Kepler-1081,0.0008245742206635098,1.3562342745920613,0.0006079880416763039,386,ok
Kepler-1083,0.0016594908178246826,0.3159607847565421,0.005252205013680331,82,ok
Kepler-1085,0.002650046598506872,1.2171014029910225,0.002177342489290039,199,ok
Kepler-1082,-0.00039338710821024137,-1.4766472851659087,0.00026640560150154095,466,ok
Kepler-1074,0.0005795193315157876,0.6486256292598678,0.0008934573433015038,261,ok
Kepler-1087,-0.00021601316770580858,-0.8207122708129603,0.0002632020689685019,290,ok
Kepler-1086,-0.0017172559267797372,-1.6310651658678499,0.0010528432356447434,948,ok
Kepler-1077,-1.5139744595771276e-06,-0.0009812312344165402,0.0015429334151570984,213,ok
Kepler-1091,-0.0017447983245082455,-0.9567682942267325,0.0018236372746009576,146,ok
Kepler-1088,0.0005095331463770281,2.369570932023233,0.00021503181841531476,107,ok
Kepler-1090,-0.0001174824099865468,-0.11372509649689942,0.0010330385605762033,576,ok
Kepler-1089,-0.003454168554559045,-0.6000254606440896,0.005756703308641624,113,ok
Kepler-109,2.5341682685420253e-05,0.12613765850421824,0.0002009049714885328,224,ok
Kepler-1094,-4.620914119013442e-05,-0.034256783087245786,0.0013489048598768936,423,ok
Kepler-1093,2.208652078117268e-06,0.0041539166214096136,0.0005317035172862404,343,ok
Kepler-1099,0.01030539279239362,11.224334571951944,0.0009181295092668894,993,ok
Kepler-1095,0.001164892880651136,0.5595485872248371,0.002081844020782167,94,ok
Kepler-1092,0.0007680321191716466,0.5311435471224661,0.0014459972701025038,249,ok
Kepler-1096,-0.00259780663250464,-1.9464796409901661,0.0013346179316744082,180,ok
Kepler-1098,-0.001412292419975758,-1.6075605477370813,0.0008785314008631297,547,ok
Kepler-1097,0.0005637684209782723,0.3277661169846851,0.001720032644511008,206,ok
Kepler-1100,0.00026012558636057115,0.45324408974517494,0.0005739194227702345,240,ok
Kepler-1084,-0.00026002158179649904,-1.7362363065317028,0.0001497616314198134,355,ok
Kepler-1102,0.004389742367517102,2.7788335290662567,0.0015797068523900181,213,ok
Kepler-1104,0.00015287305101807647,0.48192021886558817,0.00031721651226406444,175,ok
Kepler-110,0.00023507690343071985,0.8292632438708477,0.0002834768153155134,224,ok
Kepler-1103,-0.0002543174570985851,-0.5931014243047311,0.00042879252464569814,519,ok
Kepler-1106,0.0011467430258196298,0.6883081934311622,0.001666031345788877,90,ok
Kepler-1108,-2.4511728240916852e-05,-0.02046796483636958,0.0011975654852289905,331,ok
Kepler-1101,-0.009721257278796136,-3.260758783479264,0.0029812868489534363,88,ok
Kepler-1105,-0.0011209383306158838,-0.8185514353676272,0.0013694170973048857,161,ok
Kepler-111,0.00036605935772615616,1.122388647675251,0.00032614313988684504,516,ok
Kepler-11,0.0002805043422025033,0.6601803815599696,0.0004248904542417439,484,ok
Kepler-1110,0.0033083393185860954,1.309158812031438,0.002527072566125499,573,ok
Kepler-1111,-0.0006652678591109185,-0.38406719653888716,0.0017321652697916872,118,ok
Kepler-1114,0.0004785046165779461,0.8578182621378267,0.0005578158424669492,264,ok
Kepler-1118,0.0011008418729429037,0.2697621913223536,0.004080786367973441,61,ok
Kepler-112,-0.0001256054674827478,-0.19819351090506934,0.0006337516647702471,264,ok
Kepler-1117,0.0028173060796212734,3.4307911476575956,0.0008211826247554636,203,ok
Kepler-1120,-0.0011136910162923286,-0.7163595889524328,0.0015546536033962115,340,ok
Kepler-1116,-0.0013975680878874908,-0.46299428350550376,0.0030185428582529734,68,ok
Kepler-1121,-9.866191715524053e-05,-0.568561060222315,0.00017352914938751238,239,ok
Kepler-1112,0.00045664757691843416,0.3036390424016619,0.0015039158775713977,207,ok
Kepler-1115,5.7788143381642953e-08,0.000373479194669065,0.00015472921706615616,652,ok
Kepler-1113,0.0021437939385161586,1.2177610923842772,0.001760438851202566,152,ok
Kepler-1127,-9.175925982618516e-05,-0.07022506078565946,0.0013066455023264738,464,ok
Kepler-1129,0.004352551868113563,1.3369668619785715,0.003255542072054232,181,ok
Kepler-1122,0.00031675345118964415,0.21261863990886642,0.001489772727948088,351,ok
Kepler-1119,-0.003210447470216149,-1.888196849595511,0.0017002715955721937,386,ok
Kepler-113,1.5285081025662173e-05,0.03540862226031781,0.00043167680779243573,135,ok
Kepler-1123,-0.0005274778261692425,-0.20937903202193026,0.0025192485659881873,104,ok
Kepler-1126,-0.00029844188154282136,-0.2930409188073365,0.0010184307459772735,98,ok
Kepler-1131,-0.0009849729599717971,-0.710530390835995,0.00138625028946742,549,ok
Kepler-1125,0.004980694883516157,6.544578117673173,0.0007610413985381488,1769,ok
Kepler-1132,-0.0003648120984258707,-0.33678141048529453,0.00108323110203792,699,ok
Kepler-1130,-2.6048809140588602e-05,-0.16253176302622277,0.00016026903699054753,338,ok
Kepler-1135,-0.002536899140497817,-2.037083927761492,0.0012453581837865468,100,ok
Kepler-1138,-0.000930969626406597,-0.43391334905557144,0.0021455196721485684,189,ok
