host,sec_depth_windowed,sec_significance,sec_sigma_eff,sec_n_in_window,sec_status
Kepler-373,0.003862688085353394,2.815271149515178,0.0013720483321894566,104,ok
Kepler-370,0.0017917395160520488,0.518547645724383,0.0034553035402351225,88,ok
Kepler-376,-0.0008091407891206437,-0.7997373754326043,0.0010117581270763453,158,ok
Kepler-377,-5.755805311136175e-05,-0.07047115149205288,0.0008167605025987499,303,ok
Kepler-37,-2.8116080567519575e-05,-0.7462706812807308,3.767544575014989e-05,364,ok
Kepler-380,0.00038212789342506603,0.8636982323227178,0.0004424321818946195,253,ok
Kepler-379,-0.00016060255297123405,-0.32040640793574665,0.0005012463826985658,285,ok
Kepler-38,0.0006778532969078377,1.3139602713563163,0.0005158856867172502,421,ok
Kepler-375,0.010433500611820357,2.1325038384866013,0.004892605782705095,130,ok
Kepler-381,-4.198997782467462e-05,-0.40473059649859616,0.00010374797010144071,126,ok
Kepler-384,-0.0011317868967786193,-0.9699314463479703,0.0011668730826699912,51,ok
Kepler-383,-0.0009180886728665794,-0.6913651972652773,0.0013279359107142156,488,ok
Kepler-382,0.0005128126217772699,0.32992705731624994,0.0015543212064772123,198,ok
Kepler-385,-0.002330095180822944,-0.38576084000370975,0.0060402584689532935,81,ok
Kepler-374,0.0029925234843833914,1.6956081839069368,0.0017648673277149242,127,ok
Kepler-390,-0.0007680788059728494,-1.5847604483528144,0.00048466555735359466,448,ok
Kepler-388,-0.0012559908590785707,-1.8718241410740233,0.0006709983227152433,533,ok
Kepler-387,-0.0012911947499490983,-1.0048638475581955,0.0012849449734774346,69,ok
Kepler-391,0.0001280964227647896,0.4029569425605979,0.0003178910926581841,147,ok
Kepler-386,-0.00010360313492685513,-0.017621896075696607,0.005879227438512721,55,ok
Kepler-39,4.458580834787451e-05,0.05715087285719339,0.0007801422116383765,292,ok
Kepler-393,0.0006355652392645572,0.8938204280588249,0.0007110659135916826,119,ok
Kepler-392,0.0007223226924437665,2.48580567828552,0.0002905789051628357,508,ok
Kepler-394,-0.004597847273998257,-2.7549831106599654,0.0016689203125084956,176,ok
Kepler-396,-9.355386457854387e-05,-0.3481781220818607,0.0002686954137702778,78,ok
Kepler-397,-0.002160756898325289,-0.28969285609453815,0.00745878558227252,199,ok
Kepler-4,-0.00011446614753152229,-0.3995959564179332,0.0002864547193060266,93,ok
Kepler-399,0.0019483348599133032,2.779930145997282,0.0007008574883504314,1109,ok
Kepler-356,0.0001931715714423854,0.6177937162389298,0.0003126797284672881,1567,ok
Kepler-398,0.000661379765869996,1.6079638577975717,0.00041131506946672793,130,ok
Kepler-404,0.002680695164785196,1.876637435491721,0.001428456618250714,221,ok
Kepler-402,-0.0027263740670577796,-2.782151541653725,0.0009799516763336368,317,ok
Kepler-403,6.570260877725165e-05,0.0778469966435727,0.0008439967064892062,104,ok
Kepler-40,-0.0013126647891623655,-0.8975044455244915,0.001462571907814071,178,ok
Kepler-406,0.00037886589771862766,1.6520283389143997,0.0002293337764215307,218,ok
Kepler-405,0.013082974038247208,2.660481427442173,0.004917521281411604,150,ok
Kepler-407,0.00011441023683145257,0.6184998890161288,0.00018498020591959887,417,ok
Kepler-408,-1.8452704575788736e-05,-0.4156944488420696,4.4390067337173604e-05,118,ok
Kepler-409,-6.11287799416882e-05,-1.2598185301034819,4.85218930195185e-05,149,ok
Kepler-412,-0.001158237030829623,-1.763970692013062,0.0006566078654673286,434,ok
Kepler-413,0.0010651532514027728,0.5153733884033554,0.00206676028559149,158,ok
Kepler-401,-0.0045229939809299236,-1.509422646587926,0.002996505976079148,75,ok
Kepler-400,-0.0002498218346808079,-0.7370902497072157,0.00033892977797500535,506,ok
Kepler-414,0.019309677155090577,63.49720434925857,0.00030410279244547637,1669,ok
Kepler-415,0.002255677981104709,0.49331263832757033,0.0045725120458132065,261,ok
Kepler-416,0.0011659812476476628,0.443942472854086,0.002626424185439213,105,ok
Kepler-378,0.00010350604186337709,0.8226682613492547,0.0001258174731253364,3200,ok
Kepler-417,-0.0025447517605485803,-0.9298515734020559,0.0027367289934651347,401,ok
Kepler-411,7.655337265899398e-05,0.46202256281362425,0.00016569184888460723,244,ok
Kepler-41,-0.0014656511417472373,-2.327465860072827,0.0006297197165767995,700,ok
Kepler-419,0.0003925634866255301,0.8783998698572802,0.00044690749634254,129,ok
Kepler-418,-3.0415037821640567e-07,-0.0001744466301780997,0.0017435153542713097,268,ok
Kepler-424,-0.0011139213405895187,-1.5920132746208346,0.0006996935002660819,264,ok
Kepler-426,0.008974936430357072,5.0077935670185765,0.0017921937696206516,101,ok
Kepler-425,0.0008356712032951963,0.9281843994648304,0.0009003288611368871,340,ok
Kepler-421,-0.0006666571789469833,-2.730781964046906,0.00024412684268612382,512,ok
Kepler-427,0.0023961010926332182,1.5635281146735291,0.0015324963268303837,128,ok
Kepler-410_A,3.795556758756646e-05,0.8442202136477704,4.495932100886945e-05,232,ok
Kepler-42,-0.0012737765929534683,-1.4301550871300754,0.0008906562682719849,226,ok
Kepler-428,0.0009367049669736227,0.7068330600424606,0.0013252138587255006,403,ok
Kepler-430,-0.0005967758417414482,-1.2543444210989367,0.0004757671271966994,321,ok
Kepler-422,-0.0002769450807709184,-0.8018971045753644,0.000345362365309414,360,ok
Kepler-431,-0.0002719712574651423,-1.9696297489876862,0.00013808242772781281,332,ok
Kepler-432,-0.00013811662012597203,-1.0308469596163552,0.00013398363242723648,398,ok
Kepler-433,0.0023439650201155793,1.4334341891233198,0.0016352093719413342,210,ok
Kepler-423,-0.00040876608254425406,-0.466826452036013,0.0008756275073134033,590,ok
Kepler-434,-6.276450475972695e-05,-0.09588633767381813,0.000654571926328404,265,ok
Kepler-439,0.0024391741815106283,1.34782161222414,0.0018097158847939579,65,ok
Kepler-437,0.0018303175705894903,2.1987788160855395,0.0008324245973262484,315,ok
Kepler-43,0.00010275212044519311,0.2965572854119981,0.00034648321083207475,641,ok
Kepler-44,0.0015831746105942068,1.2737802492335932,0.0012428946135306853,368,ok
Kepler-438,0.0002353456428093592,0.43553208490911,0.000540363502400685,367,ok
Kepler-435,-0.00016006128590317914,-0.33540666682791803,0.00047721557659227844,297,ok
Kepler-441,0.0014820967144764108,0.7227624958170114,0.0020505999177517467,121,ok
Kepler-442,0.0011283912956251418,1.5488374921229249,0.0007285407935718966,576,ok
Kepler-445,0.0031200235844365265,0.7046862309353218,0.004427535898204447,270,ok
Kepler-443,-0.01309028800339107,-1.7876607405725808,0.007322579562382906,48,ok
Kepler-440,0.0012406593187360704,2.6752376569073415,0.00046375667430246603,1332,ok
Kepler-453,-0.00017120538403925245,-0.24420588334520185,0.0007010698583262298,76,ok
Kepler-449,-0.00021278099119914629,-1.4204148774043364,0.00014980200122092631,246,ok
Kepler-447,-0.0003380631869056572,-0.9728986389913775,0.0003474803780752882,78,ok
Kepler-45,-0.0016208587081794068,-0.6879269859260798,0.002356149331745468,482,ok
Kepler-444,1.4140526792605357e-05,0.5705603670131054,2.47835770062882e-05,298,ok
Kepler-446,-0.000139175095693167,-0.07477376950415009,0.0018612823268919524,499,ok
Kepler-454,0.00027001907019585936,2.4541255901745296,0.0001100265900314647,360,ok
Kepler-461,0.00017355543839192578,0.6253684447406476,0.0002775250971671629,494,ok
Kepler-452,0.00033019213455864893,1.3378675203877715,0.0002468048065498631,626,ok
Kepler-462,0.0001938951739672845,1.3415463901849074,0.00014453109887654323,280,ok
Kepler-46,-0.000292099841522786,-0.21351594153537004,0.0013680469918186326,492,ok
Kepler-465,8.222101202304266e-05,0.284422424697829,0.0002890806240414919,174,ok
Kepler-464,-3.780869803371445e-05,-0.15805929323258594,0.00023920578955189016,242,ok
Kepler-463,-0.0003006935381268949,-1.4661225272468463,0.0002050944123282461,553,ok
Kepler-468,-0.0006361625504698321,-1.1113275460295053,0.0005724347900334886,194,ok
Kepler-471,-0.00015293925551862486,-0.11866658463355698,0.0012888148419447822,77,ok
Kepler-467,0.00013257131423949353,0.9035746501307585,0.000146718717950209,454,ok
Kepler-450,-0.00012743566418849106,-0.643419053940011,0.00019806013422843472,115,ok
Kepler-475,-6.24931604293888e-05,-0.30353400126430075,0.00020588520616829736,729,ok
Kepler-47,-0.006211063056760668,-2.5087155556920866,0.0024757940543192448,173,ok
Kepler-473,-0.0005576766823968127,-1.421282054933957,0.0003923757993431686,207,ok
Kepler-477,0.0016839382000847225,0.8960151812862229,0.0018793634697879139,125,ok
Kepler-466,-1.260795572233242e-05,-0.06274232664266768,0.00020094817003101742,436,ok
Kepler-476,0.0010053234774116682,1.0578449776297838,0.0009503504754205141,104,ok
Kepler-48,0.00014012039145416821,0.22696944876753528,0.00061735353464986,125,ok
Kepler-472,0.0020317950515733596,2.372414203526641,0.0008564250916020718,196,ok
Kepler-481,-0.00046447298448937246,-0.5709857154901796,0.00081345815120897,145,ok
Kepler-485,0.0020946024688325293,2.641854917860243,0.00079285295141379,618,ok
Kepler-487,-0.0009961399671021276,-0.5038330039215076,0.0019771232915446655,241,ok
Kepler-479,-6.253071804318555e-05,-0.21635583641215708,0.0002890179395210063,699,ok
Kepler-482,-1.9269252482523314e-07,-0.0007256888514489992,0.0002655305017301556,697,ok
Kepler-483,-0.0012644207486802728,-2.5093554133697786,0.000503882687140878,191,ok
Kepler-474,-0.0009699478444611387,-1.1386417925735195,0.0008518463407784246,77,ok
Kepler-484,0.0003056031204401455,1.6835058103234575,0.00018152780855649613,629,ok
Kepler-489,-0.000587128106834367,-0.6925255456664746,0.0008478071466220427,166,ok
Kepler-49,0.0009075844958503776,0.895356298910444,0.00101365735289383,466,ok
Kepler-491,-0.0003877910982295063,-0.838903799863951,0.0004622593178054459,396,ok
Kepler-499,0.00024007936597059132,0.24560474936554547,0.0009775029456505727,233,ok
Kepler-495,-0.0019045797120962327,-2.1826430352407082,0.0008726024738562849,270,ok
Kepler-493,-0.003357442072776884,-1.0429542680996955,0.0032191651882246745,220,ok
Kepler-5,0.000186929736719188,0.9091208478975427,0.00020561593890568755,856,ok
Kepler-50,-4.224580887846052e-05,-0.3728996259192207,0.00011329002750893618,95,ok
Kepler-500,-4.976136502521378e-05,-0.05503492978491649,0.0009041778597644719,288,ok
Kepler-496,0.0004110110639947706,0.47372198042361485,0.0008676208429831217,681,ok
Kepler-501,0.0017985476596854566,1.5180987963828796,0.0011847368985278117,425,ok
Kepler-502,1.6478507631534356e-05,0.01520180816475434,0.0010839833954581842,349,ok
Kepler-490,5.725532758726892e-05,0.058761770339208826,0.0009743635574074131,879,ok
Kepler-504,-0.0014775775439026528,-2.422065734040898,0.000610048490070296,359,ok
Kepler-510,-0.0005162772416382744,-2.7568037422892253,0.0001872738467808239,152,ok
Kepler-506,-8.463245872070146e-05,-1.1556107190632556,7.323613161818453e-05,295,ok
Kepler-505,0.0008211523634851225,0.5533567490410146,0.0014839474984414782,157,ok
Kepler-508,0.0004905435072479758,3.1463987479748585,0.00015590633817907161,203,ok
Kepler-507,0.0008699333042794244,3.5698310564313656,0.00024369032890566707,148,ok
Kepler-511,-0.00048658610293661475,-2.4417040952386984,0.00019928135595359545,340,ok
Kepler-513,-0.00021094818993261377,-0.8015933978646979,0.0002631610870230995,270,ok
Kepler-512,0.00011419531647627323,0.2876275205771091,0.0003970250004142388,120,ok
Kepler-514,3.2537275715616154e-05,0.20556102061847117,0.0001582852411304502,373,ok
Kepler-515,-0.0015711447888552277,-2.74220354936775,0.0005729497320567159,104,ok
Kepler-509,0.00026080099189351724,0.8681106324509026,0.00030042368120432767,62,ok
Kepler-51,-0.0021812467098369925,-0.7411946978888392,0.002942879537657089,62,ok
Kepler-52,0.0014618573195681606,2.401242154193902,0.0006087921274474322,800,ok
Kepler-518,7.744506955054131e-05,0.5233137013435816,0.00014798976092486208,511,ok
Kepler-520,-0.0005081485730172863,-2.289175802838299,0.00022197883290013987,473,ok
Kepler-519,-0.0004898911315631693,-3.507584167789282,0.0001396662512226847,1022,ok
Kepler-521,8.688862560668476e-06,0.017434449996637794,0.0004983731957328226,123,ok
Kepler-480,-0.0008414517802467492,-2.862429196613572,0.0002939642249465027,1746,ok
Kepler-524,-0.0018080542964187263,-2.7326226560272766,0.0006616553121342044,190,ok
Kepler-522,0.00017989554620456705,0.6632677871990179,0.00027122611662518174,111,ok
Kepler-523,9.816569292298016e-05,0.499672049221728,0.00019646024442607842,361,ok
Kepler-516,0.00016793317906005356,0.9056131023168476,0.00018543589821130773,286,ok
Kepler-525,-0.0005617894598947126,-1.5403685926379145,0.00036471105849583446,407,ok
Kepler-527,0.0004896984912741154,1.3733085088347645,0.0003565830169432348,252,ok
Kepler-526,1.1219379887350556e-06,0.002607689123250738,0.0004302422319944529,135,ok
Kepler-530,-0.0004362082488538199,-1.0453904076803464,0.0004172682718810648,195,ok
Kepler-529,-0.0019245116623181069,-1.7202388203500272,0.0011187467923357963,70,ok
Kepler-517,-0.00032065826281524323,-1.4484503929590418,0.00022138021735088208,166,ok
Kepler-532,0.00034566301971850066,0.6853871775409924,0.0005043324868706445,180,ok
Kepler-53,0.0015711828145575923,0.8056760564508763,0.001950142122230724,336,ok
Kepler-533,0.00010941430446498313,0.4712149087217608,0.0002321961857314434,1057,ok
Kepler-534,0.0006535772298723597,2.281447214320856,0.00028647484183276067,449,ok
Kepler-528,0.0014802074066003756,0.9993960424803986,0.001481101929247841,115,ok
Kepler-531,-1.9108330634454163e-05,-0.08073569115147672,0.00023667761261376971,448,ok
Kepler-535,0.0007832493022881248,0.7782793071769889,0.0010063858759513514,126,ok
Kepler-538,0.00013607252049097074,0.9578348665340825,0.00014206260937581864,117,ok
Kepler-537,-0.0010582684296186473,-1.5733734736990184,0.0006726110788754094,56,ok
Kepler-536,-0.0003089230213320082,-0.8678597544509351,0.00035595961184702377,532,ok
Kepler-539,0.0001352518555644,1.0495842014593209,0.00012886232031346178,1225,ok
Kepler-547,-0.0004403767045767504,-0.7390681424232074,0.0005958539941024552,688,ok
Kepler-541,5.795860111901252e-05,0.10463847230107373,0.0005538938006687411,168,ok
Kepler-540,-0.00042238528142857223,-1.4532983379692581,0.0002906390727858295,90,ok
Kepler-54,-0.0025309179687984518,-0.8968230124591887,0.002822093025755876,178,ok
Kepler-546,-0.0007727385520784891,-1.0882336503720471,0.0007100851474444885,270,ok
Kepler-548,-0.0017704864056802272,-0.8364611321833756,0.0021166391809011005,215,ok
Kepler-544,0.0010662378764747515,3.297747644430722,0.00032332306514582085,994,ok
Kepler-55,-0.0015015069207506837,-1.1963979842135655,0.0012550229443404463,731,ok
Kepler-551,0.0009910930690399944,1.0060194818187078,0.0009851628988817105,161,ok
Kepler-549,-0.002711686870521257,-1.9958759949032077,0.001358644964640082,144,ok
Kepler-552,0.00038518484907545947,0.3603827353483096,0.0010688215924194555,115,ok
Kepler-550,-0.0008106522934372418,-1.2020520991057562,0.0006743903147295456,415,ok
Kepler-553,-0.0012455355945225621,-0.5960248525265067,0.0020897376833244885,102,ok
Kepler-555,-0.0004807144780585304,-0.8341990891227039,0.0005762586945091008,496,ok
Kepler-542,0.0003994756966115842,1.2451378915394107,0.00032082847958124337,394,ok
Kepler-543,-0.0004793463283866428,-1.3574686301567043,0.00035311779420737534,244,ok
Kepler-554,0.0010800002283842813,0.8585457019896291,0.0012579414536482384,106,ok
Kepler-56,0.00014651973042301147,1.1377117001077521,0.0001287845861206619,563,ok
Kepler-560,0.0009299671184659353,0.44241600955925087,0.0021020195887404675,238,ok
Kepler-562,0.0012370179054150832,0.4863498874762844,0.002543473201636966,60,ok
Kepler-561,-0.0013243668514246743,-0.7703256138252802,0.001719229930377283,69,ok
Kepler-559,0.0008419121097306137,0.9637306687435909,0.0008735968845198303,657,ok
Kepler-557,-0.003167984969565607,-1.8910152108128089,0.0016752826478872809,121,ok
Kepler-564,-0.00150808057303764,-1.219654561340104,0.0012364817226449972,205,ok
Kepler-566,-0.0034561027317909776,-1.1033913369673962,0.0031322547277649153,50,ok
Kepler-569,-0.0004388106393660163,-0.6291440990532536,0.0006974723915019559,291,ok
Kepler-568,-0.0004905539637456435,-1.5718481764228323,0.0003120873702077464,592,ok
Kepler-570,0.0005962373070006466,0.608742178174746,0.000979457853221878,166,ok
Kepler-571,-0.0007506015807026145,-0.41163211287796503,0.001823476733762855,115,ok
Kepler-558,-5.147097462299133e-05,-0.05708889584675992,0.0009015934510478461,457,ok
Kepler-567,0.0006832687508215862,0.3317605843262729,0.0020595235935249603,75,ok
Kepler-573,0.00012442854871952402,0.17936967267389684,0.0006936989228147918,195,ok
Kepler-57,-0.0005657437438930657,-0.3646324921546255,0.0015515450654165982,195,ok
Kepler-574,0.0004639054754860261,0.30973588949419495,0.0014977453088939525,92,ok
Kepler-575,-0.0005112847902577489,-0.46600439520257037,0.0010971673132728614,243,ok
Kepler-578,0.0007981417007512093,0.8190923877898949,0.0009744220708787008,156,ok
Kepler-576,-0.004175363537066712,-1.4318065956573702,0.0029161505120387588,119,ok
Kepler-579,0.0010958436076247136,0.5186587433053498,0.002112841288746111,124,ok
Kepler-58,-0.004833311727653555,-1.555153098475045,0.003107933059705191,152,ok
Kepler-572,-0.000567231134156132,-0.4365443779358326,0.0012993664855752854,109,ok
Kepler-583,0.00010340523847185423,0.12002752346639464,0.0008615127221283181,452,ok
Kepler-581,-0.0011968960851982402,-1.0545928639686897,0.0011349366434114003,555,ok
Kepler-577,0.0019605872099921484,1.7315697910955001,0.0011322599990334537,732,ok
Kepler-580,-0.00090702119228947,-1.7912942111161112,0.0005063496474564765,1361,ok
Kepler-584,0.0016541184882504778,0.5881746333355738,0.0028122914428829957,90,ok
Kepler-587,0.0009827990066898495,0.37059753594549727,0.0026519307641440634,55,ok
Kepler-588,-0.003300654259390856,-2.8072891902529773,0.0011757442983967817,197,ok
Kepler-591,-0.001441211568917411,-2.1368302023434214,0.0006744623729751019,413,ok
Kepler-585,0.0004171076498267201,0.673984346987803,0.0006188684524957795,253,ok
Kepler-59,0.0011986933804241096,1.0396329576587053,0.0011529967106118054,134,ok
Kepler-593,-0.0035113580544474665,-1.6790429583787654,0.0020912854176393025,68,ok
Kepler-586,-0.0007487669823813548,-1.2385105605174969,0.0006045705270922287,607,ok
