host,oe_timing_offset_frac,oe_timing_significance,oe_n_epochs_odd,oe_n_epochs_even,oe_status
Kepler-753,0.04108225951185291,0.9160834035737097,6,6,ok
Kepler-754,0.028561041920219712,0.4280579263352654,5,6,ok
Kepler-755,0.012169714115464986,0.5605983288750228,18,20,ok
Kepler-756,0.10091566184224403,1.1552008431101592,12,13,ok
Kepler-757,0.03987176088311573,1.3762352002987381,17,16,ok
Kepler-758,0.023109431833056426,0.8863981360508878,10,10,ok
Kepler-759,0.02643950597630998,0.5108092287555696,12,15,ok
Kepler-76,0.025349076307772507,0.5511372543746722,8,9,ok
Kepler-760,0.0761157891899138,1.3320309897067013,16,16,ok
Kepler-761,0.003253008636498315,0.06957153934006138,14,15,ok
Kepler-762,0.0021332313504329563,0.0332840042422074,2,2,ok
Kepler-763,0.01681902037991373,1.1422541632615504,18,19,ok
Kepler-764,0.16483211070222034,1.6538815119635093,2,5,ok
Kepler-765,0.029754434378476115,0.51728878593858,7,8,ok
Kepler-766,,,2,1,"too few epochs (odd=2, even=1)"
Kepler-767,0.018681549708737973,0.17080827375616223,15,15,ok
Kepler-768,0.031072259711635207,0.826477817398598,12,13,ok
Kepler-769,0.07358568582564631,1.179749742224007,6,7,ok
Kepler-77,0.02298954258400577,0.4773698621218253,2,4,ok
Kepler-770,0.06884259057865805,1.06425741244375,6,8,ok
Kepler-771,0.00794634137617838,0.10100485157815176,2,2,ok
Kepler-772,0.034671590060680005,1.0737575885677462,5,5,ok
Kepler-773,0.03583369773296711,0.8195228928529134,9,10,ok
Kepler-774,0.033361424020109776,0.5091612953461513,5,5,ok
Kepler-775,0.010215684056205428,0.11444976713351164,19,20,ok
Kepler-776,0.13498157234943756,1.9384460482391108,2,3,ok
Kepler-777,0.0023925399442453693,0.04118042042591716,15,17,ok
Kepler-778,,,1,2,"too few epochs (odd=1, even=2)"
Kepler-779,,,1,1,"too few epochs (odd=1, even=1)"
Kepler-78,0.032310558928259854,0.550361877428994,3,3,ok
Kepler-780,0.018553845274057262,0.21971585326739268,2,3,ok
Kepler-781,0.05096907222692878,0.44917309813588546,2,2,ok
Kepler-782,,,0,1,"too few epochs (odd=0, even=1)"
Kepler-783,0.046618874594176726,0.5405100466783489,2,2,ok
Kepler-784,0.019852770233358106,0.512404204713323,10,10,ok
Kepler-785,0.018858579378541764,0.4235146540908971,6,7,ok
Kepler-786,0.011059690648707238,0.18848024869091384,8,9,ok
Kepler-787,0.006630061033543244,0.30248529999178553,19,20,ok
Kepler-788,0.0924124270232941,1.295330937055384,5,6,ok
Kepler-789,0.025495301105384706,0.30690945740840586,15,16,ok
Kepler-79,0.05495176896634123,0.8982996634209308,3,4,ok
Kepler-790,0.019561543594038958,0.32958747202107835,10,10,ok
Kepler-791,0.027287583357493962,0.45004980400140215,5,6,ok
Kepler-792,0.0044801054481889615,0.07668430831003051,9,10,ok
Kepler-793,0.0027576471496208333,0.06528423565420234,12,12,ok
Kepler-794,0.045242490250704946,0.46101364116799753,3,4,ok
Kepler-795,0.05336203529412498,0.768668506716675,5,5,ok
Kepler-796,0.0434419795290193,0.8518523510487254,12,13,ok
Kepler-797,0.09891166354600735,1.692479730346208,6,6,ok
Kepler-798,0.052423635176913966,1.111464390442735,11,11,ok
Kepler-799,0.014057155733357977,0.08727600270859544,13,14,ok
Kepler-8,0.0557374231026001,1.7686189281613431,4,4,ok
Kepler-80,0.02138518753473639,0.26024029030950063,21,22,ok
Kepler-800,0.10387733585304522,1.2228646082481345,2,2,ok
Kepler-801,0.062198060337959035,0.8761698147124118,5,4,ok
Kepler-802,,,1,1,"too few epochs (odd=1, even=1)"
Kepler-803,0.15408070684330294,1.7096480481571819,2,2,ok
Kepler-804,0.007968854633763456,0.09956514166696807,4,4,ok
Kepler-805,0.057661949753080415,0.5504348900821087,5,3,ok
Kepler-806,0.08365606830129711,1.177130516879881,8,8,ok
Kepler-808,0.014974706467603068,0.16490523634782267,11,12,ok
Kepler-809,0.0517860448632996,0.333372993956861,7,7,ok
Kepler-81,0.0021064824644492514,0.06717230204417723,30,30,ok
Kepler-811,0.00036388357251650926,0.006245867534141492,11,14,ok
Kepler-812,0.06631581341929436,1.1787675074709996,7,7,ok
Kepler-813,0.006926790128436679,0.0948193094564555,4,6,ok
Kepler-814,,,1,1,"too few epochs (odd=1, even=1)"
Kepler-815,,,0,2,"too few epochs (odd=0, even=2)"
Kepler-817,0.007925703000838273,0.16353675544325558,6,5,ok
Kepler-818,0.04059214602955096,0.3929652743091687,3,3,ok
Kepler-819,0.005266346255413133,0.06683196901945301,2,2,ok
Kepler-82,0.04812150921401013,0.7213137585970704,22,22,ok
Kepler-821,0.0005538446036540473,0.007605723930360483,5,6,ok
Kepler-823,0.10391429661154125,1.2220399619544542,8,10,ok
Kepler-826,0.056065275194919176,0.8532875153473543,2,4,ok
Kepler-828,0.121015331406888,1.2747711870567655,3,5,ok
Kepler-829,0.010021693713388943,0.19265907557683165,11,12,ok
Kepler-83,0.012885619979366415,0.23331930984397287,12,12,ok
Kepler-830,0.0077630153482041225,0.14071674058909928,5,5,ok
Kepler-831,0.04350264437278948,0.5052624947417328,2,2,ok
Kepler-833,,,0,2,"too few epochs (odd=0, even=2)"
Kepler-834,0.055137997853319125,0.6654315573863483,5,5,ok
Kepler-835,0.0832909816255858,0.7384698052036277,2,2,ok
Kepler-836,0.023850147900466245,0.37577457478775234,6,8,ok
Kepler-837,0.010621695569370534,0.09012215494012894,15,16,ok
Kepler-838,0.01577016822521296,0.18880836543192425,6,5,ok
Kepler-839,0.058192374251701984,1.2334335571221366,14,13,ok
Kepler-84,,,1,2,"too few epochs (odd=1, even=2)"
Kepler-841,0.07223446105015813,0.9071531959090888,14,14,ok
Kepler-842,0.05945999024128719,0.8520991610823769,22,22,ok
Kepler-843,0.007143073882471585,0.1682004678979726,7,7,ok
Kepler-844,0.04690596829866456,0.7316371037935293,21,20,ok
Kepler-845,0.1345636801768498,1.6068563567839895,18,19,ok
Kepler-846,0.006504956487650754,0.05837550085561645,14,14,ok
Kepler-847,0.06995842054763274,1.4341886184929082,24,23,ok
Kepler-848,0.0978826654988877,0.7874124685374622,2,2,ok
Kepler-849,0.04991863180774505,0.7004909467972328,7,8,ok
Kepler-85,0.014655770471439438,0.33788201774456755,21,22,ok
Kepler-850,0.04612504100496589,0.8250178291466569,10,13,ok
Kepler-851,0.017814261987148042,0.6586902597829996,18,18,ok
Kepler-852,,,1,3,"too few epochs (odd=1, even=3)"
Kepler-853,0.026358731374820015,0.38460406025886906,3,3,ok
Kepler-855,,,1,2,"too few epochs (odd=1, even=2)"
Kepler-856,0.034660779236685216,0.8519951211106835,9,11,ok
Kepler-857,0.018204377174903245,0.3437817695290289,7,8,ok
Kepler-858,0.014662856337725976,0.37204607867820844,14,16,ok
Kepler-859,0.021279589229215308,0.3810842156412776,3,5,ok
Kepler-860,0.0006771912713535534,0.03166972151111615,16,15,ok
Kepler-862,0.010589303268042223,0.42189711064593927,15,14,ok
Kepler-863,0.015833165221850385,1.0011734634795924,20,22,ok
Kepler-864,0.0010538273314587383,0.04658670862258506,17,16,ok
Kepler-865,0.039042069935675466,1.5397168877475012,20,20,ok
Kepler-866,0.04082671465950695,0.38493023308091734,3,3,ok
Kepler-867,0.05320107872154971,1.1283234596704383,17,16,ok
Kepler-868,0.04424663246255791,0.399564209040699,13,12,ok
Kepler-869,0.18845737442939667,1.8712964621257877,12,14,ok
Kepler-87,4.235628855335728e-05,0.0008301699676075395,8,9,ok
Kepler-870,0.02701918521786221,0.2873076888985913,16,16,ok
Kepler-872,0.007120609734295318,0.26480453557803424,17,16,ok
Kepler-873,0.08503777721422377,1.3028212474683805,7,7,ok
Kepler-874,0.048212769309882775,0.6731866905421059,4,7,ok
Kepler-875,,,1,2,"too few epochs (odd=1, even=2)"
Kepler-876,0.05421228359902279,0.7478967262645971,6,4,ok
Kepler-877,0.0011502735428523777,0.015050113530635964,5,6,ok
Kepler-878,0.06271595077330888,0.8757094396071238,4,5,ok
Kepler-879,0.019563490367922688,0.798853689726133,10,11,ok
Kepler-880,0.011738833447718767,0.15610786046689645,4,4,ok
Kepler-881,0.0518528208405524,0.6704725725530121,8,8,ok
Kepler-882,0.03321514728728588,0.6166198924776664,8,9,ok
Kepler-883,0.05000912318945525,1.048596415113888,12,11,ok
Kepler-884,,,1,2,"too few epochs (odd=1, even=2)"
Kepler-885,0.022483053458450253,0.23729261046276656,5,5,ok
Kepler-886,,,1,2,"too few epochs (odd=1, even=2)"
Kepler-887,0.09667736802853745,1.390813166064711,4,5,ok
Kepler-888,,,1,2,"too few epochs (odd=1, even=2)"
Kepler-889,0.025540938302414003,0.37529606648406966,3,5,ok
Kepler-890,0.07495948853522047,0.7748607727748942,2,2,ok
Kepler-891,0.03868713977761679,0.7053210281191542,9,9,ok
Kepler-892,0.032245846604922385,0.41552775740559167,5,5,ok
Kepler-893,0.12883510494410688,0.8794836018322006,8,9,ok
Kepler-894,0.07918908113399627,1.0732729759099457,8,9,ok
Kepler-895,,,1,2,"too few epochs (odd=1, even=2)"
Kepler-896,0.07357310265568943,1.1024488552741065,8,7,ok
Kepler-897,0.10869258504221783,1.6202204694879987,5,7,ok
Kepler-898,,,0,1,"too few epochs (odd=0, even=1)"
Kepler-9,0.02105564874735768,0.9517780409666904,18,20,ok
Kepler-900,0.04558468612468406,0.8185252886529119,12,13,ok
Kepler-901,0.0009219553392568443,0.008779993156429175,35,37,ok
Kepler-902,,,2,1,"too few epochs (odd=2, even=1)"
Kepler-903,0.0059941490454145955,0.1209466476784434,9,9,ok
Kepler-904,0.00680828372917313,0.12279283309670184,11,11,ok
Kepler-905,0.05556951671274769,0.7136381184775235,3,5,ok
Kepler-906,0.09003654475675124,0.9153428136277809,10,10,ok
Kepler-907,0.043528142899520145,0.4182171500743553,2,2,ok
Kepler-908,0.00976623355843501,0.42188191311264794,12,14,ok
Kepler-909,0.013763870570835581,0.40634535546482836,13,15,ok
Kepler-91,0.0030966369130009733,0.06097846871435937,16,14,ok
Kepler-910,0.1524153341128103,1.7567640363257542,3,4,ok
Kepler-911,0.07893969857340277,1.2197271342618805,5,5,ok
Kepler-912,0.01266399790054522,0.20334959804080224,8,8,ok
Kepler-914,0.007717039935431622,0.06258500894232341,12,13,ok
Kepler-915,,,1,2,"too few epochs (odd=1, even=2)"
Kepler-916,0.07439608772902921,1.6592036193507218,20,18,ok
Kepler-917,0.010113319252746623,0.24152958244676564,22,21,ok
Kepler-918,0.09212025352479022,1.5461007167383163,9,9,ok
Kepler-919,,,1,1,"too few epochs (odd=1, even=1)"
Kepler-92,0.051225428483730885,0.739001734066458,2,3,ok
Kepler-920,0.03752124949596105,0.7594588584622356,14,16,ok
Kepler-921,0.06680343018339713,0.554239406933749,10,11,ok
Kepler-922,0.01552357990632024,0.21716861160659598,21,22,ok
Kepler-923,0.10567306154452072,1.6161126672116464,3,5,ok
Kepler-925,0.04520735422696288,1.1105351830756067,12,13,ok
Kepler-926,0.07129714662935623,2.1667463349900054,20,21,ok
Kepler-927,0.0036077626232281935,0.09774541695876356,19,20,ok
Kepler-928,0.13799804929880927,2.8067553773157785,4,5,ok
Kepler-93,0.006169613474231047,0.07287085000469616,7,6,ok
Kepler-930,0.08046191190286911,1.3495677408461284,6,7,ok
Kepler-931,0.020755296887387663,0.2696375707583444,7,8,ok
Kepler-932,0.008550604289547178,0.1821129429551547,16,15,ok
Kepler-933,0.0071753234775674335,0.07072901971704847,2,2,ok
Kepler-934,0.10790183457766633,0.8624128641469031,3,5,ok
Kepler-935,,,1,2,"too few epochs (odd=1, even=2)"
Kepler-938,0.10962869032347142,0.9977661874656729,4,3,ok
Kepler-94,0.05838168805679402,0.9304338683845825,26,26,ok
Kepler-942,0.03016934215243569,0.4899030731228515,6,7,ok
Kepler-943,0.02934710505653522,0.4491875063187773,2,4,ok
Kepler-946,0.034825265656473835,0.8352491725915174,14,14,ok
Kepler-948,0.02003382670015644,0.5240863209471524,12,11,ok
Kepler-949,0.01937511087721231,0.21126037489797075,3,3,ok
Kepler-95,0.07110586022265929,1.6192994042644973,6,7,ok
Kepler-950,0.0257634554770769,0.5128323707220102,8,9,ok
Kepler-951,0.037700969506881205,0.6326505764954522,8,9,ok
Kepler-952,0.10339525428464227,1.142944425753004,4,4,ok
Kepler-953,0.01227784261635723,0.6349784401708428,18,18,ok
Kepler-954,0.0677131951469903,1.3329669355428675,12,12,ok
Kepler-955,0.027268402060253452,0.7963899150053195,22,24,ok
Kepler-956,0.06536234519454706,1.1531019449057847,2,2,ok
Kepler-957,0.08283188287450689,0.8661409502327118,4,4,ok
Kepler-958,0.03973384798656188,0.8154171707952078,18,21,ok
Kepler-959,0.013433747429084293,0.3173368518148557,4,5,ok
Kepler-96,,,1,2,"too few epochs (odd=1, even=2)"
Kepler-960,0.03432164509480122,0.4913556272409231,29,29,ok
Kepler-961,0.05832045438994481,0.8688798271310535,11,12,ok
Kepler-962,0.037394577209274846,0.8496078554234212,6,7,ok
Kepler-963,0.008446422626929422,0.20739154508578672,14,13,ok
Kepler-964,0.0027982494311062935,0.029548818980049192,20,20,ok
Kepler-965,0.0465030022701736,1.0740894817826303,16,17,ok
Kepler-966,0.02768826600284408,1.167479208989777,17,16,ok
Kepler-967,0.005343574621683709,0.0695459247838865,5,5,ok
Kepler-968,0.18980991677459352,2.2660442236310816,3,4,ok
Kepler-969,0.07031074298406698,0.8023578404906337,6,8,ok
Kepler-97,0.0015853236655658616,0.0422952678157812,19,21,ok
Kepler-970,0.09861429639455009,1.0278757100615679,2,3,ok
Kepler-971,0.0810142345034164,1.1960413965867298,14,13,ok
Kepler-972,0.029487217624506387,0.4908097013692885,7,7,ok
Kepler-973,,,2,1,"too few epochs (odd=2, even=1)"
Kepler-974,0.016232995688426476,0.2957517974294339,8,8,ok
Kepler-975,0.06655918657338654,1.4905416017250162,14,15,ok
Kepler-976,0.15201595781482902,0.8301070943285929,3,3,ok
Kepler-977,0.08540206599197396,1.2434961706781842,2,3,ok
Kepler-978,0.057785664701851855,0.8220985002485831,4,3,ok
Kepler-979,0.046089816054834386,0.8867114645452329,7,7,ok
Kepler-98,0.0050930791825953056,0.06130354513994907,5,6,ok
Kepler-980,0.08118198612510981,1.6028787649500789,10,10,ok
Kepler-981,0.013117039097313493,0.19190907729822212,5,6,ok
Kepler-982,0.005601028651569479,0.06751225338524872,5,4,ok
Kepler-983,0.08170891442013986,0.9555174551059844,2,3,ok
Kepler-984,0.0852278384558017,1.292445875848048,3,4,ok
Kepler-985,0.021695678110594828,0.21563992569584953,2,2,ok
Kepler-986,0.014998887107258019,0.4898497792224639,16,16,ok
Kepler-987,0.05120008786168037,0.8678295312284774,16,15,ok
Kepler-988,0.0291627232799676,0.5239875947648052,7,6,ok
Kepler-989,0.06292733974315216,1.1160414297577397,10,10,ok
Kepler-99,,,1,1,"too few epochs (odd=1, even=1)"
Kepler-990,0.01809124235820654,0.27617800122054076,8,8,ok
Kepler-991,0.0057826429250405825,0.1481650926381918,17,17,ok
Kepler-992,0.01621614832612723,0.5084686537716929,21,22,ok
Kepler-993,0.00974315229693803,0.2835229295364486,27,25,ok
Kepler-994,0.017818515212902727,0.44832046330310427,4,3,ok
Kepler-995,0.015150200882052867,0.3030477097343933,11,11,ok
Kepler-996,0.07990803217123128,1.0654294391210888,14,14,ok
Kepler-997,0.06902177710171313,0.949350595819161,6,7,ok
Kepler-998,0.0037265336149149546,0.0447026561192131,3,3,ok
Kepler-999,0.0738165984867981,1.0736580622118983,7,7,ok
LHS_1140,0.010396742000793015,0.1673758298113591,2,3,ok
LHS_1478,0.0018795436879291269,0.033498873049636994,4,6,ok
LHS_1678,0.017131948628853432,0.3493188055687613,11,13,ok
LHS_1815,0.01308735230137322,0.22170517786623264,3,4,ok
LHS_1903,,,2,1,"too few epochs (odd=2, even=1)"
LHS_3154,0.10256639743270529,0.9184793925848806,4,8,ok
LHS_3844,0.012976575707331984,0.42439029447361665,29,28,ok
LHS_475,0.028129339124884266,0.43119277711995796,5,5,ok
LP_261-75_A,0.0009261439921428234,0.012937932771043742,6,7,ok
LP_714-47,0.0030023687337885916,0.06307613426177505,2,4,ok
LP_791-18,0.020780414635565667,0.33587407068977143,2,2,ok
LP_890-9,0.007992843473017777,0.06681414027688493,2,3,ok
LSPM_J21160234,0.029288048843119897,0.3704546724720935,2,2,ok
LTT_1445_A,0.051471193168222754,0.9026056006446298,2,2,ok
LTT_3780,0.025056155122879193,0.782811821004641,14,15,ok
LTT_9779,0.012398262305249373,0.515373841326494,16,17,ok
L_168-9,0.03526302484474055,1.0793250315481169,9,10,ok
L_363-38,0.025883884766722168,0.277186079585431,49,48,ok
L_98-59,0.010090776410774068,0.2068675906147444,2,4,ok
LkCa_15,,,1,1,"too few epochs (odd=1, even=1)"
Luhman_16_A,,,0,0,no usable ephemeris
Lupus-TR-3,,,1,2,"too few epochs (odd=1, even=2)"
MASCARA-1,0.14455335371407174,4.178900096894541,5,6,ok
MASCARA-4,,,0,0,"too few epochs (odd=0, even=0)"
MOA-2007-BLG-192L,,,0,0,no usable ephemeris
MOA-2007-BLG-400L,,,0,0,no usable ephemeris
MOA-2008-BLG-310L,,,0,0,no usable ephemeris
MOA-2008-BLG-379L,,,0,0,no usable ephemeris
MOA-2009-BLG-319L,,,0,0,no usable ephemeris
MOA-2009-BLG-387L,,,0,0,no usable ephemeris
MOA-2010-BLG-117L,,,0,0,no usable ephemeris
MOA-2010-BLG-328L,,,0,0,no usable ephemeris
MOA-2010-BLG-353L,0.010402269854462142,0.12474156223389006,3,3,ok
MOA-2010-BLG-477L,,,0,0,no usable ephemeris
MOA-2011-BLG-028L,,,0,0,no usable ephemeris
MOA-2011-BLG-262L,,,0,0,no usable ephemeris
MOA-2011-BLG-291L,,,0,0,no usable ephemeris
MOA-2011-BLG-322L,,,0,0,no usable ephemeris
MOA-2012-BLG-006L,,,0,0,no usable ephemeris
MOA-2012-BLG-505L,,,0,0,no usable ephemeris
MOA-2013-BLG-605L,,,0,0,no usable ephemeris
MOA-2015-BLG-337L,,,0,0,no usable ephemeris
MOA-2016-BLG-227L,,,0,0,no usable ephemeris
MOA-2016-BLG-319L,,,0,0,no usable ephemeris
MOA-2019-BLG-008L,,,0,0,no usable ephemeris
MOA-2020-BLG-135L,,,0,0,no usable ephemeris
MOA-bin-1L,,,0,0,no usable ephemeris
MOA-bin-29,0.12709955725353558,1.335881854489866,3,2,ok
MWC_758,0.10536746749566583,1.409605034068101,4,3,ok
MXB_1658-298,,,0,0,no usable ephemeris
NGC_2682_Sand_1429,0.0635985195058432,0.3090453383771627,2,2,ok
NGC_2682_Sand_978,,,1,2,"too few epochs (odd=1, even=2)"
NGC_2682_YBP_1194,,,0,2,"too few epochs (odd=0, even=2)"
NGC_2682_YBP_1514,0.019929770076578947,0.2892702411284427,5,6,ok
NGC_2682_YBP_401,0.024236897288240952,0.3767843525353635,6,7,ok
NGTS-1,0.040328622155678534,0.6062970325387973,5,5,ok
NGTS-10,4.067847888402907e-05,0.0018574928072458243,13,13,ok
NGTS-11,0.0241995541729481,1.1960025404164667,18,18,ok
NGTS-12,,,1,2,"too few epochs (odd=1, even=2)"
NGTS-13,0.006684407280594603,0.2261041966687932,3,3,ok
NGTS-14_A,0.026387386428929335,0.5951747945386273,3,3,ok
NGTS-15,0.002668431540983859,0.16127848045580523,28,30,ok
NGTS-17,0.021137225834870033,1.1197670483460644,20,22,ok
NGTS-18,0.02281258099058461,0.7193101126915232,4,4,ok
NGTS-2,0.02003768775703912,0.6371078784063758,3,3,ok
NGTS-20,0.0411654466946811,1.6501343032018954,8,9,ok
NGTS-21,0.03681931504057517,1.2204966282446097,8,7,ok
NGTS-23,0.0012586380816249681,0.0723582695786547,22,20,ok
NGTS-24,0.029364921238652097,0.9185488218914519,4,4,ok
NGTS-26,0.061232116957259296,2.570998708257635,11,11,ok
NGTS-27,0.005652941140491459,0.1791947548773463,3,4,ok
NGTS-30,0.04859553546938254,0.8385898402656115,6,7,ok
NGTS-31,0.17454294663792816,3.18406563751817,5,5,ok
NGTS-33,0.07736460018509428,1.6930113302567675,4,5,ok
NGTS-34,,,1,2,"too few epochs (odd=1, even=2)"
NGTS-35,,,0,1,"too few epochs (odd=0, even=1)"
NGTS-3_A,0.007948163165204915,0.3020182678030451,8,7,ok
NGTS-4,0.04456552405372291,1.6101768127991098,9,9,ok
NGTS-5,,,1,1,"too few epochs (odd=1, even=1)"
NGTS-6,0.038218986960593705,1.3324332936367527,14,14,ok
NGTS-8,0.014479750513082531,0.4571830456374253,5,4,ok
NGTS-9,0.022838086967944128,0.39330453552399924,2,2,ok
NN_Ser,0.0012553761101375723,0.034136337832939366,7,6,ok
NSVS_14256825,0.003471597086739372,0.19428083364338158,56,58,ok
NY_Vir,0.003936161370905176,0.18414101721541895,97,98,ok
OGLE-2003-BLG-235L,,,0,0,no usable ephemeris
OGLE-2005-BLG-071L,,,0,0,no usable ephemeris
OGLE-2005-BLG-169L,,,0,0,no usable ephemeris
OGLE-2005-BLG-390L,0.18273195524342686,1.3697846960418878,7,7,ok
OGLE-2006-BLG-109L,,,0,0,no usable ephemeris
OGLE-2007-BLG-349L_A,,,0,0,no usable ephemeris
OGLE-2007-BLG-368L,,,0,0,no usable ephemeris
OGLE-2008-BLG-092L,,,0,0,no usable ephemeris
OGLE-2008-BLG-355L,,,0,0,no usable ephemeris
OGLE-2011-BLG-0173L,0.04695289875337418,0.46514867678253263,4,3,ok
OGLE-2011-BLG-0251L,,,1,1,"too few epochs (odd=1, even=1)"
OGLE-2011-BLG-0265L,,,0,0,no usable ephemeris
OGLE-2012-BLG-0026L,,,0,0,no usable ephemeris
OGLE-2012-BLG-0358L,,,0,0,no usable ephemeris
OGLE-2012-BLG-0406L,,,0,0,no usable ephemeris
OGLE-2012-BLG-0563L,,,0,0,no usable ephemeris
OGLE-2012-BLG-0724L,,,0,0,no usable ephemeris
OGLE-2012-BLG-0838L,,,0,0,no usable ephemeris
OGLE-2013-BLG-0102L,,,0,0,no usable ephemeris
OGLE-2013-BLG-0132L,0.1627212255642319,1.0604116609478775,11,9,ok
OGLE-2013-BLG-0341L_B,,,0,0,no usable ephemeris
OGLE-2013-BLG-0911L,0.01930638337683207,0.16085922366570932,2,2,ok
OGLE-2013-BLG-1721L,,,0,0,no usable ephemeris
OGLE-2013-BLG-1761L,,,0,0,no usable ephemeris
OGLE-2014-BLG-0124L,,,0,0,no usable ephemeris
OGLE-2014-BLG-0319L,,,0,0,no usable ephemeris
OGLE-2014-BLG-0676L,0.004118301872418443,0.030355626456445583,5,7,ok
OGLE-2014-BLG-1722L,,,0,0,no usable ephemeris
OGLE-2015-BLG-0051L,,,0,0,no usable ephemeris
OGLE-2015-BLG-0954L,,,1,2,"too few epochs (odd=1, even=2)"
OGLE-2015-BLG-0966L,,,0,0,no usable ephemeris
OGLE-2015-BLG-1649L,,,0,0,no usable ephemeris
OGLE-2015-BLG-1670L,,,0,0,no usable ephemeris
OGLE-2015-BLG-1771L,,,0,0,no usable ephemeris
OGLE-2016-BLG-0263L,,,0,0,no usable ephemeris
OGLE-2016-BLG-0613L_AB,0.029912915185784778,0.31349091514621896,5,4,ok
OGLE-2016-BLG-1067L,,,0,0,no usable ephemeris
OGLE-2016-BLG-1093L,,,0,0,no usable ephemeris
OGLE-2016-BLG-1190L,,,0,0,no usable ephemeris
OGLE-2016-BLG-1195L,,,0,0,no usable ephemeris
OGLE-2016-BLG-1227L,,,0,0,no usable ephemeris
OGLE-2017-BLG-0173L,,,0,0,no usable ephemeris
OGLE-2017-BLG-0373L,,,0,0,no usable ephemeris
OGLE-2017-BLG-0406L,,,0,0,no usable ephemeris
OGLE-2017-BLG-0482L,,,0,0,no usable ephemeris
OGLE-2017-BLG-1099L,,,0,0,no usable ephemeris
OGLE-2017-BLG-1140L,,,0,0,no usable ephemeris
OGLE-2017-BLG-1434L,,,0,0,no usable ephemeris
OGLE-2017-BLG-1522L,,,0,0,no usable ephemeris
OGLE-2017-BLG-1691L,,,0,0,no usable ephemeris
OGLE-2018-BLG-0506L,,,0,0,no usable ephemeris
OGLE-2018-BLG-0516L,,,0,0,no usable ephemeris
OGLE-2018-BLG-0532L,,,0,0,no usable ephemeris
OGLE-2018-BLG-0567L,,,0,0,no usable ephemeris
OGLE-2018-BLG-0596L,,,0,0,no usable ephemeris
OGLE-2018-BLG-0677L,0.04177664536643621,0.49315514046927933,5,6,ok
OGLE-2018-BLG-0740L,,,0,0,no usable ephemeris
OGLE-2018-BLG-0799L,,,0,0,no usable ephemeris
OGLE-2018-BLG-0962L,,,0,0,no usable ephemeris
OGLE-2018-BLG-1011L,,,0,0,no usable ephemeris
OGLE-2018-BLG-1185L,,,0,0,no usable ephemeris
OGLE-2018-BLG-1269L,0.2356007041466849,2.628872872274529,3,2,ok
OGLE-2018-BLG-1428L,,,0,0,no usable ephemeris
OGLE-2018-BLG-1700L,,,0,0,no usable ephemeris
OGLE-2019-BLG-0299L,,,0,0,no usable ephemeris
OGLE-2019-BLG-0468L,,,0,0,no usable ephemeris
OGLE-2019-BLG-0954L,0.09774505807585061,0.9510065542637345,4,4,ok
OGLE-2019-BLG-1053L,,,0,0,no usable ephemeris
OGLE-2019-BLG-1470L_A,,,0,0,no usable ephemeris
OGLE-2019-BLG-1492L,,,0,0,no usable ephemeris
OGLE-TR-10,,,1,2,"too few epochs (odd=1, even=2)"
OGLE-TR-111,0.002330387260028081,0.054281561777040715,7,8,ok
OGLE-TR-113,0.005542994189506066,0.18209363807989126,9,9,ok
OGLE-TR-132,0.016232950506168662,0.16905331743948035,4,5,ok
OGLE-TR-182,0.12484665539102018,0.9611588010344544,15,14,ok
OGLE-TR-211,0.05366028109237983,0.721678904877308,3,3,ok
OGLE-TR-56,,,0,0,no usable ephemeris
OGLE2-TR-L9,0.06956259127397797,1.2154433642408287,10,10,ok
PDS_70,,,0,2,"too few epochs (odd=0, even=2)"
PH1,,,1,1,"too few epochs (odd=1, even=1)"
PH2,,,2,1,"too few epochs (odd=2, even=1)"
POTS-1,0.036924338914698145,0.34472722485031476,4,5,ok
PZ_Tel,0.00025702570511248774,0.019933231719071916,12,14,ok
Pr0201,0.02565666831804052,0.2693488824587051,3,2,ok
Pr0211,0.04834028603382414,0.6015511630402222,4,3,ok
Proxima_Cen,0.011489548528651925,0.1027745680182956,34,34,ok
Qatar-1,0.016771686942796994,0.2594613209854752,5,4,ok
Qatar-10,0.004164538102075568,0.17969833774640084,7,8,ok
Qatar-2,0.0005795452465380981,0.027282013830543718,5,6,ok
Qatar-3,0.011755604615234998,0.4428177307898103,5,5,ok
Qatar-4,0.002180213463553267,0.07945590531656346,5,7,ok
Qatar-5,0.0072448185601818975,0.218452671449715,3,3,ok
Qatar-6,0.03527873587852293,0.2910105061584313,2,2,ok
Qatar-7,0.009631787615982153,0.4061808817352473,6,6,ok
Qatar-8,0.2926820556174602,2.310351125087986,4,4,ok
Qatar-9,0.018058243278569336,0.793614780598439,9,8,ok
ROXs_12,,,1,1,"too few epochs (odd=1, even=1)"
ROXs_42_B,0.03298276106633708,0.3375397945369556,2,2,ok
RR_Cae,0.03792360706461252,1.3461235290704494,61,61,ok
Ross_128,0.00881418550405875,0.5435335686329447,47,48,ok
Ross_176,0.04962459176614393,1.0912990847700301,2,3,ok
Ross_458,,,1,1,"too few epochs (odd=1, even=1)"
Ross_508,0.00894450182166926,0.3479943300137337,40,38,ok
SR_12_AB,,,0,2,"too few epochs (odd=0, even=2)"
SWEEPS-11,,,0,0,no usable ephemeris
SWEEPS-4,,,0,0,no usable ephemeris
TAP_26,0.026656310925846048,1.8775649693870076,8,8,ok
TIC_117642575,0.020181630733909165,0.5079255432924666,16,15,ok
