host,label,ra,dec,gaia_ruwe,gaia_nss,gaia_gmag,gaia_sep_arcsec,gaia_source,gaia_nss_flag,gaia_ruwe_high
Kepler-1416,1.0,298.6634624,43.8940593,0.996,0.0,14.214357,0.18,2.0789996084969846e+18,0.0,0.0
Kepler-1417,1.0,290.9498966,40.605197,0.997,0.0,13.84688,0.12,2.1015131398649994e+18,0.0,0.0
Kepler-1418,1.0,282.9975322,41.67859,10.035,0.0,15.53985,0.84,2.104525114527372e+18,0.0,1.0
Kepler-1419,1.0,292.2545917,37.971376,1.044,0.0,15.706289,0.3,2.0518972653472916e+18,0.0,0.0
Kepler-142,1.0,295.1190067,48.4813635,0.984,0.0,13.184504,0.6599999999999999,2.1287246782626621e+18,0.0,0.0
Kepler-1421,1.0,286.5806115,48.5442312,1.024,0.0,12.718447,0.36,2.1311731875758664e+18,0.0,0.0
Kepler-1422,1.0,293.8902214,48.3360926,0.933,0.0,15.608553,0.06,2.128941660008727e+18,0.0,0.0
Kepler-1423,1.0,288.2437481,41.1100655,,0.0,14.657411,0.96,2.102161989163433e+18,0.0,
Kepler-1424,1.0,290.9916648,40.2293347,6.988,0.0,13.602731,0.12,2.1011174187589565e+18,0.0,1.0
Kepler-1425,1.0,294.9510368,43.0124348,0.946,0.0,13.551074,0.0,2.077967957353259e+18,0.0,0.0
Kepler-1426,1.0,292.5457096,49.4168981,15.634,0.0,15.194105,0.36,2.1298112019071237e+18,0.0,1.0
Kepler-1428,1.0,297.6422563,49.594958,0.974,0.0,13.511556,0.18,2.0871677085777987e+18,0.0,0.0
Kepler-1429,1.0,285.3662532,49.0448172,0.936,0.0,14.820087,0.36,2.1320014634279867e+18,0.0,0.0
Kepler-143,1.0,298.0676519,49.412541,1.058,0.0,13.693681,0.36,2.0871729999774915e+18,0.0,0.0
Kepler-1430,1.0,289.6975391,43.3719581,5.826,0.0,15.31041,0.72,2.1028164047404042e+18,0.0,1.0
Kepler-1431,1.0,292.6583919,49.8651522,1.009,0.0,15.259988,0.18,2.1298475545109135e+18,0.0,0.0
Kepler-1432,1.0,295.5241011,49.8295211,1.001,0.0,15.359315,0.18,2.1349342732588744e+18,0.0,0.0
Kepler-1433,1.0,287.3634559,49.4568649,1.238,0.0,15.157532,0.24,2.1328086767583964e+18,0.0,0.0
Kepler-1434,1.0,295.5384415,51.2030002,0.947,0.0,12.035922,0.3,2.1355943925516754e+18,0.0,0.0
Kepler-1435,1.0,291.1732806,44.9210836,0.973,0.0,12.860042,0.3,2.126632994828732e+18,0.0,0.0
Kepler-1436,1.0,297.711553,46.7679816,1.023,0.0,14.897968,0.12,2.0862981323203003e+18,0.0,0.0
Kepler-1437,1.0,291.8649164,49.325869,1.503,0.0,15.678733,0.24,2.1297716151898588e+18,0.0,1.0
Kepler-1438,1.0,289.289819,40.6816262,2.04,0.0,14.854363,0.24,2.1014229111912678e+18,0.0,1.0
Kepler-1439,1.0,285.7396971,40.9798688,0.996,0.0,16.077053,1.26,2.103799368134289e+18,0.0,0.0
Kepler-144,1.0,281.9156128,42.7755535,0.988,0.0,11.937446,0.36,2.104839471773324e+18,0.0,0.0
Kepler-1440,1.0,285.3469737,48.3122283,0.96,0.0,14.089196,0.12,2.1315307693727386e+18,0.0,0.0
Kepler-1441,1.0,293.7191177,43.1245756,1.087,0.0,14.244829,0.06,2.078201809729303e+18,0.0,0.0
Kepler-1442,1.0,291.2556226,48.8469171,0.863,0.0,12.02407,0.06,2.1293575803411246e+18,0.0,0.0
Kepler-1443,1.0,283.4357392,47.0667983,6.879,0.0,12.209162,0.36,2.1075689707301023e+18,0.0,1.0
Kepler-1444,1.0,285.3306799,42.0405016,0.929,0.0,12.249038,0.36,2.1041728541908547e+18,0.0,0.0
Kepler-1445,1.0,280.2495197,43.9150665,1.031,0.0,12.411898,0.42,2.1171514207263199e+18,0.0,0.0
Kepler-1446,1.0,289.4240357,46.7260823,0.974,0.0,12.397986,0.72,2.1277773072542175e+18,0.0,0.0
Kepler-1447,1.0,289.6434285,50.727016,0.975,0.0,14.651989,0.42,2.1331322767782262e+18,0.0,0.0
Kepler-1448,1.0,287.8674123,50.5955846,1.004,0.0,14.367695,0.12,2.132984426823383e+18,0.0,0.0
Kepler-1449,1.0,288.2317293,50.5678345,1.033,0.0,15.017549,0.36,2.1329390376090908e+18,0.0,0.0
Kepler-145,1.0,291.3877397,44.5290465,0.98,0.0,11.868378,0.36,2.1262371319822894e+18,0.0,0.0
Kepler-1450,1.0,294.5536825,45.0813011,1.02,0.0,15.474429,0.84,2.0799051937586084e+18,0.0,0.0
Kepler-1451,1.0,293.4464227,40.4098813,0.98,0.0,15.288591,0.18,2.053286429569717e+18,0.0,0.0
Kepler-1452,1.0,292.422792,38.2662824,0.909,0.0,13.059314,0.24,2.0519376380404078e+18,0.0,0.0
Kepler-1453,1.0,286.1255037,47.9475586,1.019,0.0,15.515946,0.12,2.1307621076660593e+18,0.0,0.0
Kepler-1454,1.0,284.2233265,48.8317229,1.132,0.0,14.887041,0.36,2.1318044790473423e+18,0.0,0.0
Kepler-1455,1.0,294.0830662,50.5027572,0.969,0.0,15.851541,0.3,2.1352202837201987e+18,0.0,0.0
Kepler-1456,1.0,286.9453381,43.8228023,1.078,0.0,15.428686,0.18,2.1060188010735724e+18,0.0,0.0
Kepler-1457,1.0,283.7705481,42.027203,0.998,0.0,14.017039,0.24,2.1048757556568602e+18,0.0,0.0
Kepler-1458,1.0,283.2115971,41.0380135,0.975,0.0,14.188602,0.3,2.1043546902243346e+18,0.0,0.0
Kepler-1459,1.0,282.4229401,46.0139761,1.081,0.0,14.538606,0.48,2.1070843996391967e+18,0.0,0.0
Kepler-146,1.0,294.1107631,38.7102222,1.034,0.0,13.791093,0.06,2.0521850625203743e+18,0.0,0.0
Kepler-1460,1.0,285.5577888,44.0108221,1.019,0.0,15.905456,0.36,2.1058867909591828e+18,0.0,0.0
Kepler-1461,1.0,285.8305091,43.198377,0.914,0.0,15.682579,0.24,2.1057525818211487e+18,0.0,0.0
Kepler-1464,1.0,287.2356828,38.7540824,1.02,0.0,14.117812,0.48,2.0996190592856013e+18,0.0,0.0
Kepler-1465,1.0,289.8194222,51.9048541,3.197,0.0,14.415322,0.24,2.139286655674984e+18,0.0,1.0
Kepler-1467,1.0,295.0485389,45.3426781,1.014,0.0,15.508653,0.06,2.0799817128956372e+18,0.0,0.0
Kepler-1468,1.0,293.5198289,41.2773671,1.013,0.0,14.939658,0.42,2.0773898203951887e+18,0.0,0.0
Kepler-147,1.0,287.9757213,39.087168,0.988,0.0,13.903797,0.24,2.0996861251954647e+18,0.0,0.0
Kepler-1470,1.0,288.6949475,39.8830802,0.946,0.0,15.031295,0.96,2.101234688543862e+18,0.0,0.0
Kepler-1471,1.0,289.6649171,50.0200612,1.121,0.0,15.236161,0.12,2.1330359664310292e+18,0.0,0.0
Kepler-1472,1.0,294.8526163,49.0574468,1.067,0.0,14.576946,0.12,2.1348049775638e+18,0.0,0.0
Kepler-1473,1.0,290.6365144,48.9961494,0.963,0.0,13.355088,0.42,2.1295587609094482e+18,0.0,0.0
Kepler-1474,1.0,294.6940261,45.866809,1.056,0.0,15.206235,0.12,2.080057269961317e+18,0.0,0.0
Kepler-1475,1.0,295.9482766,44.753096,1.024,0.0,15.26617,0.18,2.0797502656996797e+18,0.0,0.0
Kepler-1476,1.0,284.5320743,43.9898971,1.041,0.0,15.396193,0.3,2.1065974877876524e+18,0.0,0.0
Kepler-1477,1.0,281.2985305,42.6856727,1.063,0.0,14.564713,0.48,2.1167401045959552e+18,0.0,0.0
Kepler-1478,1.0,293.1650085,41.746184,0.979,0.0,15.386787,0.48,2.077601407662547e+18,0.0,0.0
Kepler-1479,1.0,285.7119953,49.7067574,1.031,0.0,13.721632,0.72,2.1321148505648271e+18,0.0,0.0
Kepler-148,1.0,289.7861626,46.8588176,0.955,0.0,15.32301,0.06,2.1278289886013896e+18,0.0,0.0
Kepler-1480,1.0,291.9998055,49.3018321,1.019,0.0,14.469786,0.12,2.1297589407457275e+18,0.0,0.0
Kepler-1481,1.0,289.4390075,49.7312226,0.98,0.0,14.726958,0.0,2.1326520650752276e+18,0.0,0.0
Kepler-1482,1.0,285.3138209,48.72527,3.162,0.0,13.720583,0.06,2.1319654544220708e+18,0.0,1.0
Kepler-1483,1.0,295.4097409,42.1507935,1.042,0.0,14.411283,0.3,2.0778581436271734e+18,0.0,0.0
Kepler-1484,1.0,292.6842738,38.1262604,2.765,0.0,15.247141,0.12,2.0519262263061778e+18,0.0,1.0
Kepler-1485,1.0,298.0954404,44.7370612,0.953,0.0,13.167881,0.12,2.0792955145626893e+18,0.0,0.0
Kepler-1486,1.0,290.5903907,45.4396955,0.912,0.0,15.28118,0.12,2.1274122736940628e+18,0.0,0.0
Kepler-1487,1.0,295.4980737,38.6444499,0.958,0.0,13.438997,0.48,2.0731530241446927e+18,0.0,0.0
Kepler-1488,1.0,286.6464265,49.9377735,0.923,0.0,13.063677,0.3,2.1335843091981809e+18,0.0,0.0
Kepler-1489,1.0,281.2957984,44.4654063,1.084,0.0,14.79751,0.12,2.1173234985943165e+18,0.0,0.0
Kepler-149,1.0,285.8537014,38.3840916,0.942,0.0,14.006982,0.18,2.100015089629466e+18,0.0,0.0
Kepler-1490,1.0,295.6935734,42.6094543,0.972,0.0,15.403111,0.3,2.0778951834261957e+18,0.0,0.0
Kepler-1492,1.0,288.5970695,41.0363254,0.976,0.0,14.482591,0.8999999999999999,2.1021111023905649e+18,0.0,0.0
Kepler-1493,1.0,288.5493683,38.5651973,3.483,0.0,13.774549,0.72,2.0994579808322156e+18,0.0,1.0
Kepler-1494,1.0,282.6573891,43.1625334,0.976,0.0,15.204455,0.24,2.10516877550613e+18,0.0,0.0
Kepler-1495,1.0,286.1306907,38.7795494,3.028,0.0,15.650174,0.24,2.100050922538768e+18,0.0,1.0
Kepler-1496,1.0,293.9739359,45.3507167,0.954,0.0,14.669549,0.06,2.1279645721299492e+18,0.0,0.0
Kepler-1497,1.0,296.196155,45.6343124,5.222,0.0,15.392678,0.12,2.0801882492841185e+18,0.0,1.0
Kepler-1498,1.0,284.7780883,44.9167513,4.321,0.0,15.13809,0.24,2.106747876063967e+18,0.0,1.0
Kepler-1499,1.0,283.986348,41.6505091,2.315,1.0,13.504074,0.7799999999999999,2.1037414376146053e+18,1.0,1.0
Kepler-15,1.0,296.2005506,49.1400304,1.116,0.0,13.701518,0.36,2.1348508478132634e+18,0.0,0.0
Kepler-150,1.0,288.2341025,40.520897,1.122,0.0,14.964525,0.06,2.1020631361954785e+18,0.0,0.0
Kepler-1500,1.0,288.883474,39.7446547,0.999,0.0,14.569998,0.84,2.101229019187047e+18,0.0,0.0
Kepler-1501,1.0,289.918589,42.001428,1.018,0.0,13.633225,0.3,2.101875497665518e+18,0.0,0.0
Kepler-1502,1.0,296.1079271,39.3199201,1.091,0.0,14.081654,0.0,2.0731994097934287e+18,0.0,0.0
Kepler-1504,1.0,289.7119947,50.1282265,0.978,0.0,15.619466,0.06,2.1330440409699638e+18,0.0,0.0
Kepler-1505,1.0,292.0020614,41.7869639,3.209,0.0,12.917766,0.18,2.1016890617254213e+18,0.0,1.0
Kepler-1506,1.0,290.1498822,41.4645625,1.009,0.0,15.611633,0.36,2.101797535418431e+18,0.0,0.0
Kepler-1507,1.0,288.5616269,46.5361247,0.935,0.0,13.096181,0.6599999999999999,2.130389785541179e+18,0.0,0.0
Kepler-1508,1.0,298.1188802,40.3750316,1.22,0.0,14.336149,0.18,2.073768853731839e+18,0.0,0.0
Kepler-1509,1.0,283.7977792,46.9310139,0.993,0.0,15.320203,0.06,2.107557464516077e+18,0.0,0.0
Kepler-151,1.0,292.1627933,41.0231947,1.031,0.0,14.706672,0.3,2.053585732948606e+18,0.0,0.0
Kepler-1511,1.0,288.4211892,43.179773,1.014,0.0,13.490068,0.24,2.1029287267238057e+18,0.0,0.0
Kepler-1512,1.0,289.2744976,44.4704056,7.802,0.0,13.317133,0.6599999999999999,2.127115783511206e+18,0.0,1.0
Kepler-1513,1.0,289.7917561,39.2852655,1.013,0.0,12.94631,0.6,2.1009595013998858e+18,0.0,0.0
Kepler-1514,1.0,292.6274943,37.8601653,0.839,0.0,11.821788,0.3,2.0518662385024376e+18,0.0,0.0
Kepler-1515,1.0,290.9739057,48.1782059,0.901,0.0,11.99177,0.3,2.1293115769523164e+18,0.0,0.0
Kepler-1516,1.0,291.4945795,44.5234227,1.11,0.0,14.435637,0.48,2.1262378578383462e+18,0.0,0.0
Kepler-1517,1.0,287.8072115,43.1888008,1.07,0.0,12.166314,0.0,2.1029748331923402e+18,0.0,0.0
Kepler-1518,1.0,300.3323404,44.9861065,0.995,0.0,13.268091,0.3,2.0821612198243976e+18,0.0,0.0
Kepler-1519,1.0,296.6679448,49.4617774,0.97,0.0,14.791212,0.42,2.0868514959061302e+18,0.0,0.0
Kepler-152,1.0,286.8653826,41.9889571,0.949,0.0,14.231813,0.8999999999999999,2.1054355445151672e+18,0.0,0.0
Kepler-1520,1.0,290.9662102,51.5047656,0.941,0.0,15.679839,0.36,2.136216647412564e+18,0.0,0.0
Kepler-1521,1.0,292.6903779,37.8350549,0.942,0.0,12.83923,0.72,2.0518655513076987e+18,0.0,0.0
Kepler-1522,1.0,289.8432347,52.0702094,1.038,0.0,14.18619,0.36,2.139306790481711e+18,0.0,0.0
Kepler-1523,1.0,296.0540705,45.8270447,0.984,0.0,14.824572,0.12,2.0801935063250084e+18,0.0,0.0
Kepler-1524,1.0,293.8853557,39.5198348,0.96,0.0,12.69443,0.24,2.0524807280676577e+18,0.0,0.0
Kepler-1525,1.0,290.5594479,49.9428629,1.049,0.0,12.684854,1.14,2.1300330970974863e+18,0.0,0.0
Kepler-1526,1.0,285.1197266,38.8664618,0.975,0.0,15.642468,0.3,2.100148542853588e+18,0.0,0.0
Kepler-1527,1.0,297.4144457,46.0608077,1.03,0.0,15.066268,0.12,2.0802479965708367e+18,0.0,0.0
Kepler-1528,1.0,287.4029864,46.5740084,1.01,0.0,14.463457,0.24,2.1304343844812654e+18,0.0,0.0
Kepler-1529,1.0,289.8707469,41.0407482,0.959,0.0,15.375502,0.0,2.1014108509238236e+18,0.0,0.0
Kepler-153,1.0,282.460502,48.2570293,0.98,0.0,14.237631,0.48,2.119711156811669e+18,0.0,0.0
Kepler-1530,1.0,288.1624396,48.165153,1.011,0.0,13.996601,0.18,2.1309915963587825e+18,0.0,0.0
Kepler-1531,1.0,285.146622,39.3708055,0.991,0.0,13.158162,0.12,2.1003035396327962e+18,0.0,0.0
Kepler-1532,1.0,296.902784,41.1981424,0.973,0.0,14.791796,0.24,2.0767839207707226e+18,0.0,0.0
Kepler-1533,1.0,295.9755645,44.7133739,0.921,0.0,13.155678,0.42,2.0797499564620308e+18,0.0,0.0
Kepler-1535,1.0,286.613685,38.8919507,0.978,0.0,14.168615,0.06,2.100009488992721e+18,0.0,0.0
Kepler-1537,1.0,294.3853917,43.8254461,1.031,0.0,14.534228,0.24,2.07829183224317e+18,0.0,0.0
Kepler-1538,1.0,283.345611,45.2743573,0.951,0.0,15.216068,0.5399999999999999,2.106988158011587e+18,0.0,0.0
Kepler-1539,1.0,284.2194566,44.2685146,1.012,0.0,15.297688,0.24,2.1066186877458888e+18,0.0,0.0
Kepler-154,1.0,289.7805393,49.8965624,0.98,0.0,14.50002,0.18,2.1330226692122688e+18,0.0,0.0
Kepler-1540,1.0,283.3445555,41.2017544,0.969,0.0,14.07006,0.24,2.1044527529174436e+18,0.0,0.0
Kepler-1541,1.0,283.7870875,48.0296019,0.99,0.0,13.780577,0.48,2.131643641112198e+18,0.0,0.0
Kepler-1542,1.0,285.7284757,42.6544651,1.512,0.0,12.580435,0.48,2.105526799680172e+18,0.0,1.0
Kepler-1543,1.0,297.1242915,47.0369876,0.975,0.0,13.408716,0.42,2.0803628998364111e+18,0.0,0.0
Kepler-1544,1.0,297.2852168,49.2124526,0.956,0.0,14.029598,0.96,2.0867841851780324e+18,0.0,0.0
Kepler-1545,1.0,298.8988313,47.4630696,0.973,0.0,15.021455,0.24,2.0856760836184535e+18,0.0,0.0
Kepler-1546,1.0,297.5839183,41.5411993,0.991,0.0,15.356609,0.18,2.0768802311163487e+18,0.0,0.0
Kepler-1547,1.0,283.7640396,42.2220992,1.012,0.0,13.396447,0.3,2.104890633423618e+18,0.0,0.0
Kepler-1548,1.0,287.4711817,46.0805706,0.949,0.0,15.233427,0.6,2.1303184203649203e+18,0.0,0.0
Kepler-1549,1.0,286.0524399,39.0960281,0.965,0.0,15.13872,0.06,2.1000709585644954e+18,0.0,0.0
Kepler-155,1.0,288.4957831,51.0819286,0.988,0.0,14.227024,0.24,2.1333516980664842e+18,0.0,0.0
Kepler-1550,1.0,287.7646113,38.2947076,1.022,0.0,14.873216,0.24,2.0995342938105093e+18,0.0,0.0
Kepler-1552,1.0,291.6768669,38.8749152,0.98,0.0,14.917727,0.24,2.05276752880065e+18,0.0,0.0
Kepler-1554,1.0,286.576016,41.7415762,0.944,0.0,15.701793,0.84,2.1039274955987863e+18,0.0,0.0
Kepler-1555,1.0,287.6354587,45.7160327,0.975,0.0,15.313081,0.18,2.130236678547567e+18,0.0,0.0
Kepler-1556,1.0,288.3969751,40.2131892,1.034,0.0,15.28089,0.06,2.1013038890575951e+18,0.0,0.0
Kepler-1558,1.0,286.8194349,46.9117837,0.917,0.0,13.587953,0.48,2.1306334304452675e+18,0.0,0.0
Kepler-1559,1.0,292.2866565,42.0725948,1.052,0.0,14.476278,1.14,2.1257054880520325e+18,0.0,0.0
Kepler-156,1.0,290.2964214,37.7494271,0.976,0.0,14.144119,0.6599999999999999,2.0511054108162184e+18,0.0,0.0
Kepler-1560,1.0,292.7846013,43.21601,1.017,0.0,13.372886,0.18,2.1258808257971244e+18,0.0,0.0
Kepler-1561,1.0,296.9235822,43.5664628,0.945,0.0,14.635642,0.06,2.0788010092103496e+18,0.0,0.0
Kepler-1562,1.0,294.4556567,46.7435353,0.981,0.0,15.260904,0.42,2.1281558184343357e+18,0.0,0.0
Kepler-1563,1.0,288.5735936,51.4727698,17.175,0.0,13.590829,0.06,2.1333643080908168e+18,0.0,1.0
Kepler-1564,1.0,290.5861316,46.6427486,1.044,0.0,14.940474,0.48,2.127625956907154e+18,0.0,0.0
Kepler-1566,1.0,283.5875459,40.5749018,0.983,0.0,14.300286,0.42,2.1035793970884956e+18,0.0,0.0
Kepler-1567,1.0,286.695153,40.2918894,1.036,0.0,15.620797,0.6599999999999999,2.1006987453438213e+18,0.0,0.0
Kepler-1568,1.0,289.1826808,47.8733301,0.998,0.0,13.932676,0.3,2.127941413665429e+18,0.0,0.0
Kepler-1569,1.0,292.2046748,37.2212065,0.925,0.0,13.91992,0.06,2.0517214809249004e+18,0.0,0.0
Kepler-1570,1.0,299.8617842,45.8274232,0.939,0.0,13.958982,0.48,2.0852256274486154e+18,0.0,0.0
Kepler-1571,1.0,300.9354067,45.5964836,1.026,0.0,13.759623,0.36,2.082286632869693e+18,0.0,0.0
Kepler-1572,1.0,281.8973341,46.7227061,0.971,0.0,13.705684,0.36,2.1191478976208358e+18,0.0,0.0
Kepler-1573,1.0,292.9883129,49.4849664,0.969,0.0,15.159074,0.12,2.1298205821158295e+18,0.0,0.0
Kepler-1574,1.0,292.1586689,49.6377914,0.932,0.0,15.082263,0.12,2.129858412187969e+18,0.0,0.0
Kepler-1575,1.0,293.7432102,45.7615507,1.033,0.0,15.406032,0.36,2.1280084795755223e+18,0.0,0.0
Kepler-1576,1.0,289.0739641,40.3660239,1.017,0.0,13.323304,0.12,2.101318556367846e+18,0.0,0.0
Kepler-1577,1.0,292.9552704,47.5730433,0.955,0.0,15.041635,0.42,2.1284817892712218e+18,0.0,0.0
Kepler-1578,1.0,288.3021104,47.7756227,0.937,0.0,15.315629,0.48,2.1309767873114122e+18,0.0,0.0
Kepler-1579,1.0,293.288022,43.5149061,13.959,0.0,15.279098,0.42,2.0782257928275128e+18,0.0,1.0
Kepler-158,1.0,284.0323723,39.7815365,0.994,0.0,14.403328,1.5,2.1032951733331428e+18,0.0,0.0
Kepler-1580,1.0,285.9687099,41.3635264,1.058,0.0,12.567099,0.24,2.1039043027750077e+18,0.0,0.0
Kepler-1581,1.0,287.3713199,39.6036225,1.045,0.0,12.343656,0.42,2.1004188509150106e+18,0.0,0.0
Kepler-1582,1.0,289.3765441,41.1580845,1.006,0.0,16.38956,3.66,2.1014492651110308e+18,0.0,0.0
Kepler-1583,1.0,286.3869335,47.0165188,0.984,0.0,12.832803,0.7799999999999999,2.130695518492412e+18,0.0,0.0
Kepler-1584,1.0,287.7626791,43.2743929,0.979,0.0,14.873195,0.3,2.1029763836817836e+18,0.0,0.0
Kepler-1586,1.0,298.2026236,44.9258585,0.906,0.0,13.043437,0.24,2.0792984351408154e+18,0.0,0.0
Kepler-1587,1.0,292.6777294,49.6638666,0.991,0.0,14.020112,0.18,2.1298381399421094e+18,0.0,0.0
Kepler-1588,1.0,288.2327232,48.0021967,1.004,0.0,13.80895,0.12,2.1309809104800963e+18,0.0,0.0
Kepler-1589,1.0,294.4418236,40.5716114,1.041,0.0,14.95425,0.3,2.076565908231149e+18,0.0,0.0
Kepler-159,1.0,297.0702037,40.868734,0.958,0.0,14.879024,0.48,2.0767645762379576e+18,0.0,0.0
Kepler-1590,1.0,291.4079141,48.0178915,0.914,0.0,14.06543,0.42,2.1292950499184568e+18,0.0,0.0
Kepler-1591,1.0,296.5166659,44.6086233,0.913,0.0,14.646403,0.06,2.0796919915830866e+18,0.0,0.0
Kepler-1592,1.0,293.850623,38.3977379,1.032,0.0,14.773765,0.18,2.0520859346746527e+18,0.0,0.0
Kepler-1594,1.0,293.6230451,47.9619127,1.081,0.0,14.73015,0.06,2.128836308750694e+18,0.0,0.0
Kepler-1595,1.0,285.7227502,43.0094855,1.057,0.0,15.389012,0.18,2.1057266058588836e+18,0.0,0.0
Kepler-1596,1.0,285.5575066,49.3300866,0.959,0.0,15.354361,0.06,2.1320097441250683e+18,0.0,0.0
Kepler-1597,1.0,288.1639687,42.4810124,0.971,0.0,14.103277,0.24,2.1025307035149809e+18,0.0,0.0
Kepler-1598,1.0,288.469107,46.7836464,0.945,0.0,13.801122,0.24,2.1307707663199227e+18,0.0,0.0
Kepler-1599,1.0,286.2208685,41.1511886,0.996,0.0,14.891097,0.24,2.1038857828759788e+18,0.0,0.0
Kepler-16,1.0,289.0758307,51.757229,2.619,3.0,11.738809,1.5599999999999998,2.1334763551970716e+18,1.0,1.0
Kepler-160,1.0,287.773573,42.8692755,1.016,0.0,14.604491,0.18,2.1025870878460677e+18,0.0,0.0
Kepler-1600,1.0,291.3993802,38.7877563,1.053,0.0,15.801252,0.12,2.0527545408191496e+18,0.0,0.0
Kepler-1601,1.0,285.5129496,38.079839,1.061,0.0,13.666269,0.42,2.0999121822140365e+18,0.0,0.0
Kepler-1602,1.0,293.5808607,40.4275396,0.924,0.0,13.289324,0.3,2.0532843980431772e+18,0.0,0.0
Kepler-1603,1.0,295.3298254,42.5349698,1.017,0.0,15.328952,0.06,2.0778916443728527e+18,0.0,0.0
Kepler-1604,1.0,285.4106549,44.4122318,1.048,0.0,14.885754,0.06,2.1059643065290143e+18,0.0,0.0
Kepler-1605,1.0,287.1349405,47.4886251,0.892,0.0,12.406407,0.18,2.1306764788980977e+18,0.0,0.0
Kepler-1606,1.0,286.3782987,43.0732287,0.954,0.0,15.095396,0.12,2.1055543948510203e+18,0.0,0.0
Kepler-1607,1.0,296.0598685,42.6560582,0.978,0.0,13.864136,0.18,2.077241558125148e+18,0.0,0.0
Kepler-1608,1.0,295.563555,39.41757,5.537,0.0,15.901855,0.06,2.0762148891450353e+18,0.0,1.0
Kepler-1609,1.0,290.1465356,39.6658026,0.994,0.0,14.925298,0.12,2.1009939298591296e+18,0.0,0.0
Kepler-161,1.0,290.5164698,43.0838642,1.01,0.0,14.180068,0.3,2.1020469527603779e+18,0.0,0.0
Kepler-1611,1.0,296.5120204,49.7277506,5.973,0.0,14.409887,0.06,2.1348946908401014e+18,0.0,1.0
Kepler-1613,1.0,289.8750066,43.4209318,1.976,0.0,14.06219,0.24,2.102814721113341e+18,0.0,1.0
Kepler-1614,1.0,284.8713893,49.7758867,0.985,0.0,15.928374,0.12,2.1323148586008156e+18,0.0,0.0
Kepler-1615,1.0,286.3592066,42.2273971,0.997,0.0,14.511736,0.3,2.105456160358299e+18,0.0,0.0
Kepler-1616,1.0,286.5436691,45.3048716,1.0,0.0,13.416653,0.3,2.1064277506790267e+18,0.0,0.0
Kepler-1617,1.0,287.9371747,46.4184781,0.975,0.0,13.643577,0.18,2.1303764539624812e+18,0.0,0.0
Kepler-1618,1.0,295.1753619,45.9308594,0.995,0.0,13.556727,0.24,2.0800674404451738e+18,0.0,0.0
Kepler-1619,1.0,285.703595,44.4221528,0.926,0.0,13.287733,1.26,2.1059218035327224e+18,0.0,0.0
Kepler-162,1.0,297.2789115,43.7239693,1.032,0.0,14.211534,0.24,2.0788527549737784e+18,0.0,0.0
Kepler-1620,1.0,297.2709026,46.9284743,,0.0,14.134207,1.02,2.0803585017899062e+18,0.0,
Kepler-1621,1.0,297.5885341,43.8411937,0.951,0.0,15.000441,0.3,2.0788491128418668e+18,0.0,0.0
Kepler-1622,1.0,297.3288329,47.815459,1.014,0.0,13.331816,0.12,2.0864199032355492e+18,0.0,0.0
Kepler-1624,1.0,292.5798564,37.3762616,1.018,0.0,15.644889,0.8999999999999999,2.0518157597427633e+18,0.0,0.0
Kepler-1626,1.0,296.5004384,40.7212069,0.998,0.0,14.211092,0.18,2.0767480835628506e+18,0.0,0.0
Kepler-1627,1.0,284.0566675,41.5767277,2.899,0.0,13.021559,0.06,2.1037372414267343e+18,0.0,1.0
Kepler-1628,1.0,281.6336936,43.4115547,4.033,0.0,17.153456,0.7799999999999999,2.1052451915616276e+18,0.0,1.0
Kepler-1629,1.0,280.2066276,43.7743281,0.962,0.0,12.703289,0.12,2.1171256552194237e+18,0.0,0.0
Kepler-163,1.0,295.0027458,46.9873389,1.092,0.0,14.367187,0.3,2.1285257697361341e+18,0.0,0.0
Kepler-1630,1.0,297.5083004,43.7110543,0.971,0.0,14.192183,0.7799999999999999,2.078840900864235e+18,0.0,0.0
Kepler-1632,1.0,294.4948769,43.9135575,0.911,0.0,13.053497,0.48,2.0782978108381023e+18,0.0,0.0
Kepler-1633,1.0,288.5151733,44.9232545,1.092,0.0,13.379476,0.18,2.1271900005469176e+18,0.0,0.0
Kepler-1634,1.0,294.043399,45.1398201,1.21,0.0,14.474786,0.3,2.1279532334162586e+18,0.0,0.0
Kepler-1635,1.0,285.3490542,45.5561768,0.995,0.0,15.679269,0.18,2.1064141442235034e+18,0.0,0.0
Kepler-1637,1.0,282.2368006,48.1542016,46.125,0.0,13.317716,0.48,2.11970669004563e+18,0.0,1.0
Kepler-1638,1.0,295.4823299,48.5244695,0.984,0.0,14.735425,0.24,2.1347268778779656e+18,0.0,0.0
Kepler-1639,1.0,283.068651,48.8021209,1.059,0.0,14.45573,0.24,2.1317484726742574e+18,0.0,0.0
Kepler-164,1.0,287.7808115,47.6298453,1.039,0.0,14.220469,0.36,2.1308892043386936e+18,0.0,0.0
Kepler-1640,1.0,294.5577857,40.8504949,1.289,0.0,14.963514,0.06,2.076578312097047e+18,0.0,0.0
Kepler-1641,1.0,296.359456,41.5745321,0.985,0.0,14.212104,0.12,2.0770411034109714e+18,0.0,0.0
Kepler-1642,1.0,297.2121215,43.643789,0.96,0.0,14.090673,0.36,2.0787584331928668e+18,0.0,0.0
Kepler-1644,1.0,285.4750512,48.0348356,6.957,0.0,14.18034,0.48,2.1315234507481313e+18,0.0,1.0
