host,label,ra,dec,gaia_ruwe,gaia_nss,gaia_gmag,gaia_sep_arcsec,gaia_source,gaia_nss_flag,gaia_ruwe_high
Kepler-119,1.0,295.9463854,42.6588324,0.947,0.0,14.18924,0.5399999999999999,2.0772367134019738e+18,0.0,0.0
Kepler-1190,1.0,284.9996582,49.4799506,0.964,0.0,14.476809,0.24,2.132028912560212e+18,0.0,0.0
Kepler-1191,1.0,291.6577923,48.0092619,1.011,0.0,15.299514,0.3,2.1292503135381489e+18,0.0,0.0
Kepler-1192,1.0,282.1405603,43.8964934,1.02,0.0,15.66954,0.42,2.105273705848966e+18,0.0,0.0
Kepler-1193,1.0,288.1447323,51.2756446,0.949,0.0,13.409313,0.3,2.1334044746248358e+18,0.0,0.0
Kepler-1194,1.0,291.6994841,38.1452065,11.279,0.0,14.113421,0.48,2.05266242235902e+18,0.0,1.0
Kepler-1195,1.0,284.3510523,40.8529319,1.003,0.0,15.901171,0.42,2.1036446118713882e+18,0.0,0.0
Kepler-1196,1.0,292.369585,43.9108663,0.986,0.0,14.820794,0.42,2.125962155298608e+18,0.0,0.0
Kepler-1197,1.0,291.6693437,42.5907441,1.087,0.0,15.095314,0.3,2.1257903222468127e+18,0.0,0.0
Kepler-1198,1.0,288.8339659,44.838198,1.064,0.0,14.757495,0.36,2.1271394917309297e+18,0.0,0.0
Kepler-1199,1.0,293.7258092,47.2469219,7.225,0.0,13.041058,0.6599999999999999,2.128230615282092e+18,0.0,1.0
Kepler-12,1.0,286.2434458,50.0403671,0.986,0.0,13.347803,0.12,2.1335997753773407e+18,0.0,0.0
Kepler-120,1.0,287.8915707,39.3390979,1.063,0.0,14.704782,0.36,2.0997407614788106e+18,0.0,0.0
Kepler-1201,1.0,294.6147908,40.8331158,0.975,0.0,14.688943,0.36,2.0765794459684209e+18,0.0,0.0
Kepler-1203,1.0,292.7734523,44.178088,1.066,0.0,14.898035,0.3,2.1263438232714488e+18,0.0,0.0
Kepler-1204,1.0,289.4415238,42.4981476,0.997,0.0,15.282598,0.12,2.10264883229615e+18,0.0,0.0
Kepler-1205,1.0,290.2796734,41.5150499,1.002,0.0,15.118854,0.12,2.1017986349301704e+18,0.0,0.0
Kepler-1206,1.0,295.9383737,49.7911337,1.056,0.0,15.917073,0.06,2.1349077475404472e+18,0.0,0.0
Kepler-1207,1.0,295.0641963,49.3589615,0.976,0.0,14.435867,0.18,2.13483342742767e+18,0.0,0.0
Kepler-1209,1.0,287.5849352,49.1547328,0.947,0.0,12.404981,0.3,2.1312526272907136e+18,0.0,0.0
Kepler-121,1.0,286.1621273,39.6780204,1.01,0.0,14.664919,0.36,2.100654421280639e+18,0.0,0.0
Kepler-1210,1.0,292.8321598,48.2193376,0.963,0.0,15.553864,0.12,2.128893144058813e+18,0.0,0.0
Kepler-1211,1.0,285.7207618,40.8569116,0.971,0.0,15.815207,0.36,2.1037855168596813e+18,0.0,0.0
Kepler-1212,1.0,296.8534096,50.0373196,0.969,0.0,15.011561,0.24,2.135280378903962e+18,0.0,0.0
Kepler-1213,1.0,289.4858423,50.9441967,0.941,0.0,13.330961,0.18,2.133138942567824e+18,0.0,0.0
Kepler-1214,1.0,285.1427113,49.8006565,1.036,0.0,15.210392,0.36,2.132127666747169e+18,0.0,0.0
Kepler-1215,1.0,297.4636477,48.1813978,0.993,0.0,14.412236,0.18,2.086526693301505e+18,0.0,0.0
Kepler-1216,1.0,287.4052661,45.917979,0.942,0.0,15.094504,0.36,2.1303097960705178e+18,0.0,0.0
Kepler-1217,1.0,289.1866841,50.9375614,0.996,0.0,15.229143,0.06,2.1331504187203128e+18,0.0,0.0
Kepler-1218,1.0,291.5788505,44.5316825,1.048,0.0,13.539286,0.6,2.1261913347526461e+18,0.0,0.0
Kepler-1219,1.0,297.2158443,47.3785082,0.914,0.0,12.225351,0.18,2.0863893574273316e+18,0.0,0.0
Kepler-122,1.0,291.1118647,39.9490248,0.991,0.0,14.210621,0.24,2.0530706160521943e+18,0.0,0.0
Kepler-1220,1.0,297.070398,42.9777396,1.54,0.0,14.955648,0.18,2.0787070353239176e+18,0.0,1.0
Kepler-1221,1.0,285.8223636,45.7118423,,0.0,15.812193,0.36,2.1064987679606925e+18,0.0,
Kepler-1222,1.0,294.889616,49.3798215,1.078,0.0,14.079351,0.42,2.1348370695595382e+18,0.0,0.0
Kepler-1223,1.0,285.2956462,44.5527542,0.993,0.0,14.598517,0.5399999999999999,2.1059690825326592e+18,0.0,0.0
Kepler-1224,1.0,286.6257591,37.537313,0.929,0.0,12.814565,0.12,2.0991225224080632e+18,0.0,0.0
Kepler-1226,1.0,296.3768521,50.6214592,2.382,0.0,14.141274,0.12,2.1353771359269673e+18,0.0,1.0
Kepler-1227,1.0,287.0664109,41.8749712,0.994,0.0,14.164507,0.36,2.1024317131088732e+18,0.0,0.0
Kepler-1228,1.0,296.552761,46.9661945,1.006,0.0,14.849318,1.5,2.0805341487693455e+18,0.0,0.0
Kepler-1229,1.0,297.4868347,46.9966782,1.675,0.0,15.496951,0.6599999999999999,2.0863162055430223e+18,0.0,1.0
Kepler-123,1.0,296.9985853,42.7819633,0.952,0.0,14.010237,0.06,2.0786975520359488e+18,0.0,0.0
Kepler-1230,1.0,283.2645129,41.7114526,0.954,0.0,15.262072,0.24,2.1045275540681492e+18,0.0,0.0
Kepler-1231,1.0,288.5882888,42.6056644,1.027,0.0,14.701584,0.3,2.102711882417134e+18,0.0,0.0
Kepler-1232,1.0,296.5500966,49.102307,1.005,0.0,14.749975,0.3,2.0868148641223898e+18,0.0,0.0
Kepler-1233,1.0,297.3750954,46.6622201,1.132,0.0,14.649159,0.06,2.0803009492264512e+18,0.0,0.0
Kepler-1234,1.0,287.5220359,51.3759464,1.033,0.0,15.863579,0.42,2.13339440722168e+18,0.0,0.0
Kepler-1235,1.0,284.9030677,43.9540616,0.975,0.0,13.864223,0.7799999999999999,2.1058482049735347e+18,0.0,0.0
Kepler-1238,1.0,297.9057655,40.1628378,0.977,0.0,14.721443,0.12,2.0736717531110374e+18,0.0,0.0
Kepler-1239,1.0,293.1273357,42.3200578,1.02,0.0,15.382802,0.24,2.0776890593553736e+18,0.0,0.0
Kepler-124,1.0,286.7527322,49.0648788,0.994,0.0,14.112711,0.24,2.1312870213889014e+18,0.0,0.0
Kepler-1240,1.0,282.9997682,40.5574322,1.445,0.0,13.950592,0.3,2.103567611698321e+18,0.0,1.0
Kepler-1241,1.0,294.5762033,38.4569588,0.98,0.0,15.653847,0.3,2.052124692458751e+18,0.0,0.0
Kepler-1242,1.0,284.6062174,41.196344,1.095,0.0,15.486332,0.24,2.104031227648003e+18,0.0,0.0
Kepler-1243,1.0,294.009397,42.8807779,1.008,0.0,14.821758,0.3,2.078147796220284e+18,0.0,0.0
Kepler-1244,1.0,282.3012505,46.5161814,0.934,0.0,12.317146,0.12,2.1191301636974438e+18,0.0,0.0
Kepler-1245,1.0,290.7443078,43.260753,1.064,0.0,15.361637,0.18,2.1260577741506662e+18,0.0,0.0
Kepler-1246,1.0,287.6572346,48.9822053,1.426,0.0,15.022099,0.84,2.1312382305603016e+18,0.0,1.0
Kepler-1248,1.0,288.0592191,51.3544564,26.667,0.0,13.211834,0.48,2.133405711576297e+18,0.0,1.0
Kepler-1249,1.0,296.8948517,44.3717429,0.903,0.0,15.340977,0.3,2.0789335690804132e+18,0.0,0.0
Kepler-125,1.0,298.2581101,47.6050031,1.108,0.0,14.749308,0.3,2.0864394882843377e+18,0.0,0.0
Kepler-1250,1.0,287.7938184,45.9802492,1.086,0.0,15.561326,0.18,2.1302693202985157e+18,0.0,0.0
Kepler-1251,1.0,292.1151093,49.2563792,0.957,0.0,14.927252,0.3,2.1297557796497802e+18,0.0,0.0
Kepler-1252,1.0,298.9503634,46.6928437,1.053,0.0,14.482459,0.36,2.085514146171217e+18,0.0,0.0
Kepler-1253,1.0,283.8852196,47.6371507,1.049,0.0,12.449822,0.6599999999999999,2.1316282823088604e+18,0.0,0.0
Kepler-1254,1.0,285.1733174,48.7700099,1.024,0.0,15.289844,0.06,2.1319680657621706e+18,0.0,0.0
Kepler-1255,1.0,295.2392569,42.7264842,1.024,0.0,15.187921,0.06,2.0779113325029962e+18,0.0,0.0
Kepler-1256,1.0,291.4742443,44.6834119,1.019,0.0,13.500773,0.5399999999999999,2.1266150246850056e+18,0.0,0.0
Kepler-1258,1.0,285.4049723,49.9948186,1.006,0.0,13.77334,0.6599999999999999,2.1321566320066934e+18,0.0,0.0
Kepler-1259,1.0,297.8414628,46.9676288,0.971,0.0,15.313149,0.3,2.0863070314927299e+18,0.0,0.0
Kepler-126,1.0,289.3473634,44.2084445,0.922,0.0,10.457334,0.72,2.1269180088586276e+18,0.0,0.0
Kepler-1260,1.0,295.5912652,42.5552261,0.981,0.0,14.811436,0.06,2.0778940839144842e+18,0.0,0.0
Kepler-1261,1.0,285.2324786,48.8066963,1.01,0.0,15.568438,0.18,2.1319688903959132e+18,0.0,0.0
Kepler-1262,1.0,288.7718287,42.2131694,0.963,0.0,15.172406,0.36,2.1023219337460756e+18,0.0,0.0
Kepler-1263,1.0,286.483626,46.7526182,1.022,0.0,14.98956,0.06,2.13055052039727e+18,0.0,0.0
Kepler-1264,1.0,289.8844102,45.2115075,2.311,0.0,14.472974,0.06,2.127065652653877e+18,0.0,1.0
Kepler-1265,1.0,284.5858364,47.0795646,1.063,0.0,15.55103,0.18,2.1073850817103053e+18,0.0,0.0
Kepler-1266,1.0,285.8693277,42.7279996,0.967,0.0,15.825021,0.6,2.1055283501690424e+18,0.0,0.0
Kepler-1268,1.0,287.838419,43.1531776,1.003,0.0,15.211385,0.48,2.102974528255172e+18,0.0,0.0
Kepler-1269,1.0,287.8055442,45.3405371,1.029,0.0,13.558054,0.18,2.130211080541825e+18,0.0,0.0
Kepler-127,1.0,285.1899439,46.0280596,0.713,0.0,11.434997,0.6,2.1072665706727347e+18,0.0,0.0
Kepler-1270,1.0,286.7156676,48.6452552,0.945,0.0,13.272515,0.3,2.1311695454436762e+18,0.0,0.0
Kepler-1271,1.0,286.3442954,37.4119347,1.004,0.0,13.855906,0.3,2.0990736671598597e+18,0.0,0.0
Kepler-1272,1.0,285.2197605,38.8058393,1.044,0.0,14.372258,0.36,2.1001486115730752e+18,0.0,0.0
Kepler-1273,1.0,285.8032016,44.8733983,1.022,0.0,15.783951,0.24,2.1063114773247204e+18,0.0,0.0
Kepler-1274,1.0,284.5936858,46.4497364,0.748,0.0,11.676669,0.24,2.1073427161525504e+18,0.0,0.0
Kepler-1275,1.0,293.5004955,44.9324455,0.983,0.0,14.395002,0.06,2.126457313486866e+18,0.0,0.0
Kepler-1276,1.0,287.8570173,40.5471909,1.028,0.0,12.839403,0.06,2.1006236005971896e+18,0.0,0.0
Kepler-1277,1.0,295.1025166,40.5723736,0.929,0.0,14.081686,0.6,2.0766012300397906e+18,0.0,0.0
Kepler-1278,1.0,282.9569197,42.8255589,1.004,0.0,13.61969,0.3,2.1049725814002048e+18,0.0,0.0
Kepler-1279,1.0,288.0955917,40.365909,1.013,0.0,13.920001,0.5399999999999999,2.1005595540444106e+18,0.0,0.0
Kepler-128,1.0,282.4922622,43.9802442,0.983,0.0,11.286845,0.42,2.1053184121661112e+18,0.0,0.0
Kepler-1281,1.0,295.3543571,48.5153932,2.387,0.0,16.09955,0.24,2.13472591580523e+18,0.0,1.0
Kepler-1282,1.0,290.1761688,46.6983036,0.978,0.0,15.479012,0.18,2.127812564645371e+18,0.0,0.0
Kepler-1283,1.0,295.4623336,40.7769335,1.036,0.0,15.059158,0.3,2.0765990653764475e+18,0.0,0.0
Kepler-1284,1.0,291.2789549,47.6875766,0.989,0.0,15.648785,0.6,2.129192692257863e+18,0.0,0.0
Kepler-1285,1.0,281.8353366,44.1558825,0.766,0.0,11.645204,0.3,2.1052919551686054e+18,0.0,0.0
Kepler-1286,1.0,280.2583709,43.8357433,1.003,0.0,15.131253,0.18,2.116961690548889e+18,0.0,0.0
Kepler-1287,1.0,289.1346298,47.063018,1.012,0.0,14.995119,0.06,2.1278021880053555e+18,0.0,0.0
Kepler-1288,1.0,285.7135,41.6058799,6.804,0.0,13.179024,0.06,2.1039607214654129e+18,0.0,1.0
Kepler-1289,1.0,296.388767,41.040509,1.112,0.0,14.590951,0.36,2.0768192769422986e+18,0.0,0.0
Kepler-129,1.0,285.3111845,47.8484775,0.874,0.0,11.639392,0.84,2.1314943136898683e+18,0.0,0.0
Kepler-1290,1.0,290.6852287,43.8596155,1.04,0.0,15.677578,0.24,2.1261107955266048e+18,0.0,0.0
Kepler-1291,1.0,289.3770051,40.0010791,1.006,0.0,15.870873,0.5399999999999999,2.1012491883537805e+18,0.0,0.0
Kepler-1292,1.0,284.9057222,43.9491434,1.309,0.0,15.94814,0.12,2.1058482049735337e+18,0.0,0.0
Kepler-1293,1.0,290.0258783,48.3359227,0.971,0.0,13.287858,0.18,2.129467364005869e+18,0.0,0.0
Kepler-1294,1.0,291.2681037,44.4881624,1.024,0.0,15.137908,0.12,2.1262342157059366e+18,0.0,0.0
Kepler-1296,1.0,292.1251038,41.4077928,0.977,0.0,14.614505,0.42,2.1016446002235553e+18,0.0,0.0
Kepler-1297,1.0,289.9564415,47.0203466,1.012,0.0,14.76943,0.36,2.1278367195425108e+18,0.0,0.0
Kepler-1298,1.0,284.4227535,49.1061907,0.861,0.0,11.309689,0.24,2.132178725317512e+18,0.0,0.0
Kepler-1299,1.0,286.1501263,37.4113438,1.006,0.0,15.889078,0.3,2.0990714337767578e+18,0.0,0.0
Kepler-130,1.0,288.4505905,40.2452006,0.784,0.0,11.81978,0.96,2.1013052591455068e+18,0.0,0.0
Kepler-1300,1.0,289.0330532,40.0869182,0.968,0.0,12.75889,0.24,2.1012412856138322e+18,0.0,0.0
Kepler-1301,1.0,286.6041816,42.4403309,1.008,0.0,15.360004,0.12,2.105463135385331e+18,0.0,0.0
Kepler-1302,1.0,290.9892462,50.308064,0.982,0.0,15.027023,0.06,2.1301361763122028e+18,0.0,0.0
Kepler-1303,1.0,284.287147,42.3555784,1.032,0.0,14.604511,0.18,2.1041569842911995e+18,0.0,0.0
Kepler-1304,1.0,285.2763652,39.4468274,1.015,0.0,15.030098,0.36,2.1003098274649935e+18,0.0,0.0
Kepler-1307,1.0,292.8698348,46.7418679,0.977,0.0,15.369546,0.06,2.128297208757013e+18,0.0,0.0
Kepler-1308,1.0,285.9287514,38.5207097,1.091,0.0,14.450987,1.8599999999999999,2.100018422524181e+18,0.0,0.0
Kepler-1309,1.0,298.7351131,40.7641262,1.169,0.0,16.189194,0.3,2.0736220689397222e+18,0.0,0.0
Kepler-131,1.0,288.5308924,40.942373,0.915,0.0,11.486023,0.42,2.1021101746775695e+18,0.0,0.0
Kepler-1310,1.0,283.9200236,40.7400419,1.005,0.0,14.110277,0.42,2.1036284627942262e+18,0.0,0.0
Kepler-1311,1.0,289.6512597,43.8244445,1.031,0.0,13.306013,0.24,2.1028770153191045e+18,0.0,0.0
Kepler-1312,1.0,292.9712801,41.0357494,0.878,0.0,12.370019,0.3,2.0535501062002747e+18,0.0,0.0
Kepler-1313,1.0,292.388582,42.2332767,0.804,0.0,11.784153,0.12,2.1257139405478344e+18,0.0,0.0
Kepler-1314,1.0,294.2373599,45.1968274,1.777,0.0,17.137932,4.140000000000001,2.0799207243609467e+18,0.0,1.0
Kepler-1315,1.0,295.8215678,46.0530562,0.976,0.0,14.937252,0.5399999999999999,2.0803885665578732e+18,0.0,0.0
Kepler-1316,1.0,298.8358277,40.2930714,0.926,0.0,13.938768,0.5399999999999999,2.0735914200524662e+18,0.0,0.0
Kepler-1317,1.0,291.6118842,42.1159787,0.96,0.0,15.221674,0.0,2.1017465799280773e+18,0.0,0.0
Kepler-1318,1.0,290.3763246,41.1507928,1.032,0.0,15.228456,0.36,2.1017755795455593e+18,0.0,0.0
Kepler-1319,1.0,290.9564463,49.3667933,1.116,0.0,14.201595,4.08,2.1299427653448724e+18,0.0,0.0
Kepler-132,1.0,283.23581,41.343037,3.657,0.0,12.683167,11.52,2.10446625629463e+18,0.0,1.0
Kepler-1323,1.0,292.8722515,46.098729,1.013,0.0,12.336941,0.96,2.1282426111324846e+18,0.0,0.0
Kepler-1324,1.0,291.1849503,40.3112023,0.951,0.0,15.120622,0.06,2.0534544787459725e+18,0.0,0.0
Kepler-1325,1.0,285.0171505,42.085312,0.969,0.0,15.117764,0.48,2.104094209049087e+18,0.0,0.0
Kepler-1326,1.0,296.222199,39.268942,1.053,0.0,12.73037,0.24,2.0732801852248417e+18,0.0,0.0
Kepler-1327,1.0,289.0648073,50.4609183,0.975,0.0,13.872176,0.72,2.1331081906014262e+18,0.0,0.0
Kepler-1328,1.0,284.6753857,44.4177225,1.021,0.0,13.791974,0.24,2.1067032127016566e+18,0.0,0.0
Kepler-1329,1.0,281.6476437,48.2709523,1.016,0.0,15.836653,0.6,2.1197463755436221e+18,0.0,0.0
Kepler-133,1.0,297.2778906,48.3203542,4.366,0.0,12.835647,0.36,2.086718317558874e+18,0.0,1.0
Kepler-1331,1.0,297.0737928,41.2244613,0.944,0.0,15.018551,0.18,2.0767905522003535e+18,0.0,0.0
Kepler-1332,1.0,291.0286411,43.9137055,1.148,0.0,13.789268,0.36,2.1261024117506012e+18,0.0,0.0
Kepler-1333,1.0,293.5275797,41.111394,1.561,0.0,15.168398,0.36,2.077383395124052e+18,0.0,1.0
Kepler-1334,1.0,289.311532,51.3209059,0.994,0.0,15.158996,0.36,2.133250405558239e+18,0.0,0.0
Kepler-1335,1.0,284.8384394,42.0703371,1.013,0.0,15.291569,0.48,2.1041403498801224e+18,0.0,0.0
Kepler-1336,1.0,296.2776587,46.8998006,0.947,0.0,14.026579,0.42,2.0805299225213957e+18,0.0,0.0
Kepler-1337,1.0,287.0091176,46.7961229,1.037,0.0,15.801601,0.06,2.1306287575215032e+18,0.0,0.0
Kepler-1338,1.0,284.0422701,41.6990348,0.935,0.0,13.562101,0.6599999999999999,2.1037430181625738e+18,0.0,0.0
Kepler-1339,1.0,283.7457695,48.373469,2.119,0.0,12.139735,0.48,2.13167758423517e+18,0.0,1.0
Kepler-134,1.0,284.7391156,49.5984448,1.061,0.0,12.21574,0.5399999999999999,2.1322154215182193e+18,0.0,0.0
Kepler-1340,1.0,296.2328099,42.4727965,0.985,0.0,14.743263,0.06,2.0772190524968264e+18,0.0,0.0
Kepler-1341,1.0,280.5116813,44.1593503,0.992,0.0,15.00422,0.24,2.117344732912436e+18,0.0,0.0
Kepler-1342,1.0,297.0200549,43.4325382,1.032,0.0,15.36918,0.12,2.0787521496611927e+18,0.0,0.0
Kepler-1343,1.0,294.294483,50.725385,0.935,0.0,15.517903,0.06,2.1352517916004142e+18,0.0,0.0
Kepler-1344,1.0,287.0862799,46.9457998,1.07,0.0,14.015507,0.24,2.1306370382176868e+18,0.0,0.0
Kepler-1345,1.0,292.4779428,46.022821,0.997,0.0,13.692431,0.12,2.1267497148606776e+18,0.0,0.0
Kepler-1346,1.0,291.841341,45.179185,0.979,0.0,14.450139,0.18,2.1266049916422853e+18,0.0,0.0
Kepler-1347,1.0,299.6595903,40.8438526,,0.0,13.599419,0.5399999999999999,2.0750631507261102e+18,0.0,
Kepler-1348,1.0,292.0874126,49.788709,1.029,0.0,14.668645,0.24,2.1298778254401766e+18,0.0,0.0
Kepler-1349,1.0,286.3385562,48.7442697,0.923,0.0,11.081732,1.3199999999999998,2.13118493860651e+18,0.0,0.0
Kepler-135,1.0,290.4950939,38.7954956,0.955,0.0,12.669632,0.18,2.0528578605501015e+18,0.0,0.0
Kepler-1350,1.0,288.250611,46.6794847,1.051,0.0,16.212677,0.72,2.1304057284597396e+18,0.0,0.0
Kepler-1351,1.0,293.6084289,42.1978746,1.024,0.0,14.072361,1.8599999999999999,2.0777285386928507e+18,0.0,0.0
Kepler-1352,1.0,290.6937988,48.7014417,0.952,0.0,13.237123,0.42,2.1295279745834143e+18,0.0,0.0
Kepler-1353,1.0,295.7353911,42.5762317,1.053,0.0,15.493196,0.24,2.0771444918659638e+18,0.0,0.0
Kepler-1354,1.0,291.2451266,37.7590079,0.996,0.0,14.357785,0.36,2.052568585913107e+18,0.0,0.0
Kepler-1355,1.0,283.7414249,49.0679833,0.964,0.0,15.440496,0.06,2.1318608590799703e+18,0.0,0.0
Kepler-1357,1.0,291.5480665,50.3532584,1.069,0.0,15.209863,0.36,2.1301152812939116e+18,0.0,0.0
Kepler-1358,1.0,286.1705469,43.0089,0.949,0.0,14.529851,0.06,2.1055589303365704e+18,0.0,0.0
Kepler-1359,1.0,289.538818,41.8928154,1.015,0.0,15.73985,0.18,2.1022471325954926e+18,0.0,0.0
Kepler-136,1.0,296.4673039,42.5987984,0.861,0.0,11.74829,0.12,2.077203178296653e+18,0.0,0.0
Kepler-1360,1.0,300.3440482,45.6231826,0.995,0.0,13.869786,0.3,2.0852108871207498e+18,0.0,0.0
Kepler-1361,1.0,283.5653603,46.9042278,0.962,0.0,13.904603,0.36,2.107563271311787e+18,0.0,0.0
Kepler-1362,1.0,288.5385574,40.8771276,0.957,0.0,15.811244,0.18,2.1020967743795794e+18,0.0,0.0
Kepler-1363,1.0,296.9964872,49.2563228,0.961,0.0,15.279661,0.7799999999999999,2.0868336632017848e+18,0.0,0.0
Kepler-1364,1.0,295.1521334,49.5876179,7.137,0.0,13.712412,0.96,2.1348425327581809e+18,0.0,1.0
Kepler-1365,1.0,292.1996573,42.0459944,0.977,0.0,13.367374,0.72,2.1257168911833928e+18,0.0,0.0
Kepler-1366,1.0,285.0648845,41.5548464,1.049,0.0,15.875218,0.24,2.1040652094307174e+18,0.0,0.0
Kepler-1367,1.0,288.4166786,47.8787308,0.972,0.0,15.542307,0.6,2.130932428889278e+18,0.0,0.0
Kepler-1369,1.0,285.7972604,40.9361923,0.971,0.0,15.337678,0.12,2.1037871017076946e+18,0.0,0.0
Kepler-137,1.0,282.1355875,43.0391951,0.999,0.0,12.931182,0.84,2.1048473702147405e+18,0.0,0.0
Kepler-1370,1.0,284.5656897,41.7784781,0.988,0.0,13.663394,0.12,2.1041066472741228e+18,0.0,0.0
Kepler-1371,1.0,288.8314251,47.5519753,2.162,0.0,13.831539,0.18,2.130911435088877e+18,0.0,1.0
Kepler-1372,1.0,288.8865895,44.8394672,0.996,0.0,15.33691,0.5399999999999999,2.1271366055129216e+18,0.0,0.0
Kepler-1373,1.0,285.7520229,39.2491731,3.102,0.0,14.063307,0.24,2.100265950078767e+18,0.0,1.0
Kepler-1375,1.0,296.2935173,43.4032189,0.968,0.0,13.699005,0.3,2.0787857878455588e+18,0.0,0.0
Kepler-1376,1.0,286.9584368,42.541409,1.116,0.0,14.66177,0.06,2.1054784254690642e+18,0.0,0.0
Kepler-1377,1.0,289.1954229,46.6516055,1.179,0.0,15.879867,0.36,2.127755733639237e+18,0.0,0.0
Kepler-1378,1.0,297.373403,40.3663986,1.042,0.0,16.035906,0.36,2.0737333257634803e+18,0.0,0.0
Kepler-138,1.0,290.3814122,43.2930645,1.056,0.0,12.462141,0.8999999999999999,2.102053446751283e+18,0.0,0.0
Kepler-1380,1.0,288.1160421,42.4403832,1.0,0.0,15.600211,0.24,2.1025301881188547e+18,0.0,0.0
Kepler-1381,1.0,287.5357911,48.727783,0.96,0.0,15.46688,0.06,2.1312288159918766e+18,0.0,0.0
Kepler-1382,1.0,295.3774182,39.0480365,2.938,0.0,12.772366,0.18,2.0761738593192584e+18,0.0,1.0
Kepler-1383,1.0,297.9447714,42.1918449,0.99,0.0,13.697143,0.18,2.0784316420232796e+18,0.0,0.0
Kepler-1384,1.0,296.2151275,39.5270248,,0.0,15.640526,0.6,2.0732993279112863e+18,0.0,
Kepler-1385,1.0,282.6313559,46.481022,3.544,0.0,12.838036,0.36,2.107492421531882e+18,0.0,1.0
Kepler-1386,1.0,280.8233646,42.6360518,0.98,0.0,14.40517,0.18,2.1167500345602532e+18,0.0,0.0
Kepler-1387,1.0,292.4403029,43.2093456,1.053,0.0,14.568171,0.6,2.1258719609844557e+18,0.0,0.0
Kepler-1388,1.0,283.3360156,47.1744499,1.051,0.0,16.274282,0.48,2.107617246162706e+18,0.0,0.0
Kepler-1389,1.0,285.7174414,44.7583487,0.988,0.0,14.671247,0.42,2.1063035058653706e+18,0.0,0.0
Kepler-139,1.0,282.3919451,43.8894167,0.997,0.0,12.668454,0.48,2.1053629037313917e+18,0.0,0.0
Kepler-1390,1.0,298.6624419,48.2488659,0.996,0.0,14.389903,0.6599999999999999,2.0864851867375017e+18,0.0,0.0
Kepler-1391,1.0,294.8309749,46.6595768,1.102,0.0,13.816031,0.24,2.1285144310223741e+18,0.0,0.0
Kepler-1392,1.0,288.7669819,46.3944497,5.679,0.0,15.674415,0.12,2.127382793038825e+18,0.0,1.0
Kepler-1393,1.0,284.4594558,40.1424756,18.084,0.0,13.337387,0.6,2.1033996956567823e+18,0.0,1.0
Kepler-1394,1.0,283.4532068,45.0840729,0.887,0.0,11.709132,0.42,2.1069818315208366e+18,0.0,0.0
Kepler-1395,1.0,292.3374945,47.6641732,0.881,0.0,12.528633,0.24,2.128478044059904e+18,0.0,0.0
Kepler-1396,1.0,294.3363936,44.9182296,1.042,0.0,14.514537,0.48,2.0798970505003868e+18,0.0,0.0
Kepler-1397,1.0,299.6758812,47.0758234,0.961,0.0,14.0795,0.12,2.0856253686437007e+18,0.0,0.0
Kepler-1398,1.0,294.8661073,48.6389923,0.93,0.0,13.648278,0.3,2.12877680198573e+18,0.0,0.0
Kepler-14,1.0,287.708814,47.33305,,0.0,12.43074,12.6,2.130856352128452e+18,0.0,
Kepler-140,1.0,287.3694056,46.7681473,1.053,0.0,12.931543,0.6,2.1304437303305093e+18,0.0,0.0
Kepler-1400,1.0,286.2716827,45.4408055,0.992,0.0,15.700854,0.12,2.1064445525912008e+18,0.0,0.0
Kepler-1401,1.0,287.4660334,40.75842,,0.0,15.063402,0.36,2.1006436323248072e+18,0.0,
Kepler-1402,1.0,291.8478341,48.9681664,0.937,0.0,14.595536,0.24,2.129725749238045e+18,0.0,0.0
Kepler-1403,1.0,290.8676391,38.9600779,1.05,0.0,15.577862,0.36,2.0529565417193564e+18,0.0,0.0
Kepler-1404,1.0,296.0094827,50.4983929,1.62,0.0,15.698114,0.24,2.1353544241390226e+18,0.0,1.0
Kepler-1405,1.0,295.6848822,39.2561274,0.955,0.0,15.806127,0.12,2.0761981903121684e+18,0.0,0.0
Kepler-1406,1.0,292.0818824,38.9149472,2.641,0.0,13.422168,0.6599999999999999,2.05272402937099e+18,0.0,1.0
Kepler-1407,1.0,283.9424274,41.4715535,1.039,0.0,14.88186,0.12,2.1037305799371681e+18,0.0,0.0
Kepler-1408,1.0,282.6998783,45.4257884,0.882,0.0,11.956278,0.24,2.106958363820214e+18,0.0,0.0
Kepler-1409,1.0,290.0847389,51.2086144,0.99,0.0,15.156878,0.12,2.1332154617045212e+18,0.0,0.0
Kepler-141,1.0,297.9707271,47.7316041,0.964,0.0,13.408542,0.7799999999999999,2.0864557404404895e+18,0.0,0.0
Kepler-1410,1.0,290.5102933,38.743501,,0.0,16.270283,0.7799999999999999,2.05285754702263e+18,0.0,
Kepler-1411,1.0,286.3615236,42.9638889,0.943,0.0,15.758915,0.18,2.1055521271082435e+18,0.0,0.0
Kepler-1412,1.0,292.1801539,49.202481,1.045,0.0,13.180172,0.24,2.1297548476372882e+18,0.0,0.0
Kepler-1414,1.0,284.9285796,42.4223085,0.943,0.0,14.846415,0.06,2.104245357537867e+18,0.0,0.0
Kepler-1415,1.0,285.1568015,47.8732512,1.032,0.0,15.706642,0.5399999999999999,2.1315418675677345e+18,0.0,0.0
