tid,toi,tfopwg_disp,ra,dec,st_rad,st_teff
105387356,5231.01,FP,300.767548,31.059697,3.11,6529.0
32830028,549.01,FP,86.752182,-24.842642,0.169,3009.0
323658120,5496.01,FP,137.037665,10.636648,1.32,5767.0
294315741,4985.01,FP,93.095903,12.838602,1.71,7819.0
295807723,5246.01,FP,304.045452,48.876297,1.74,6556.0
311183180,550.01,FP,55.031969,5.874619,0.69,5076.0
311183180,550.02,FP,55.031969,5.874619,0.670549,5076.0
350044062,5503.01,FP,155.580302,10.288696,1.65,6031.2
184869170,5513.01,FP,110.25862,19.401721,3.08,5994.0
258557847,5742.01,FP,278.191584,18.146175,2.8,6199.0
318209162,5746.01,FP,142.378244,50.963802,0.732648,4661.56
185226925,5257.01,FP,301.240411,46.707217,2.93,5990.0
147895461,5258.01,FP,163.757949,67.043652,1.85,6337.0
200593988,526.01,FP,85.335762,11.194448,0.45,3617.0
326347927,5260.01,FP,303.964054,21.899468,1.09,4780.0
274122380,5262.01,FP,298.455751,42.967308,1.11,5856.0
312899686,5266.01,FP,308.105327,35.873629,1.03,6006.0
202468443,5268.01,FP,229.00618,62.718259,0.31,3162.0
386435344,575.01,FP,127.99531,-16.885121,1.88186,6529.0
68322189,5016.01,FP,236.159176,-58.128314,1.01,5442.0
172871230,5273.01,FP,299.878862,41.742074,1.08,6109.0
219466803,5275.01,FP,209.896071,74.073261,1.09,5251.0
403693875,528.01,FP,105.006164,11.043248,0.613,3965.0
399956873,5283.01,FP,287.537943,52.288047,1.61,6817.0
462715015,5769.01,FP,270.736094,20.069409,1.08,5589.0
219164808,504.01,FP,90.77407,-52.084311,2.56,6915.0
438490744,529.01,FP,100.255965,16.588795,0.172,3021.0
241102583,5296.01,FP,328.978312,-0.937407,0.75,5362.8
456305193,5540.01,FP,117.737465,67.043203,1.51,6040.0
63013648,5547.01,FP,117.591236,22.281552,1.03786,5509.85
287474726,582.01,FP,127.128062,-28.359254,4.23822,9988.0
407146538,5055.01,FP,235.152828,-81.208241,1.62,5551.0
274138511,506.01,FP,116.68702,6.445569,0.945062,5280.0
422653398,5308.01,FP,29.00124,0.179786,1.67,5444.3
302895996,531.01,FP,83.11641,15.555883,0.368,3462.0
59003115,556.01,FP,57.225546,13.483139,0.707445,5062.0
302814895,5784.01,FP,293.330825,29.299805,1.86,6521.0
446616059,5787.01,FP,290.80532,11.979134,1.31,6030.0
110936761,5791.01,FP,297.923094,2.519482,1.22,5651.0
319968129,5070.01,FP,95.305914,20.878513,1.54,6304.0
23113034,5075.01,FP,60.838304,25.343808,2.64,8638.0
69672493,5079.01,FP,77.394839,24.324493,0.81,5125.0
243153196,5321.01,FP,15.685485,20.050424,2.04,6584.3
268405086,5574.01,FP,278.550256,86.557356,0.87,3999.0
137543637,5576.01,FP,136.221429,79.355104,1.32,8055.0
303055194,5804.01,FP,330.671188,11.991029,1.95,6270.7
180987952,581.01,FP,130.261455,-41.442796,1.84,10585.0
331484419,5811.01,FP,310.911906,19.727938,3.81,5608.0
113919944,5353.01,FP,54.165272,19.565919,1.45,6186.6
332630868,4827.01,FP,136.943663,-17.051007,1.31,5895.4
268439377,4829.01,FP,116.835959,-49.122453,1.76,6198.4
374200604,4838.01,FP,158.073445,2.237845,1.65999,5690.2
427348923,484.01,FP,83.531883,-0.207762,0.9,4425.0
80029842,4840.01,FP,121.23238,-47.76813,1.15,6536.0
97735297,5107.01,FP,92.674931,31.328397,3.27,9758.0
366602797,5361.01,FP,76.575162,31.273775,1.4,6332.0
418971787,4846.01,FP,120.497337,-35.061315,0.73,4963.0
132534906,4849.01,FP,119.771898,-37.900646,0.98,6783.0
427352241,485.01,FP,83.622986,-4.415044,1.87,6084.0
428685938,4856.01,FP,180.231429,-23.634554,0.35,3376.0
262499797,4858.01,FP,109.880143,-55.728421,0.443812,3333.0
75427473,5119.01,FP,85.222404,25.872525,2.66,5110.7
306902029,5124.01,FP,98.039425,17.38055,3.29,6290.0
237751146,538.01,FP,104.33198,4.028698,0.433512,3411.0
241174783,5381.01,FP,116.368498,44.129824,2.68185,6802.3
219467837,5621.01,FP,210.063939,75.08442,1.45,5989.0
143032776,4863.01,FP,167.255241,-10.188311,0.45,3473.0
431999925,513.01,FP,120.789948,-20.010091,0.269,3266.0
312221462,5133.01,FP,88.396157,33.232368,1.58,8158.9
95010343,5134.01,FP,114.312857,24.515713,1.31,6474.0
172110606,5135.01,FP,97.83249,32.39678,1.77,5810.0
202428245,5396.01,FP,227.191112,62.959153,3.37,5019.0
373729723,5640.01,FP,193.406978,24.373263,0.83,5268.9
45465399,4879.01,FP,130.643983,-59.619955,1.53,6543.0
457743020,4886.01,FP,158.261633,-57.281506,1.66,6951.0
40954422,5150.01,FP,301.393952,39.588455,2.59,6640.0
115564354,5418.01,FP,84.006338,32.316823,0.79,5627.0
23863106,5648.01,FP,211.009596,38.620245,0.51,3571.0
1133072,566.01,FP,131.086145,-28.07677,0.325,3380.0
358072664,4902.01,FP,138.943337,-60.291854,1.63,5541.0
308307606,517.01,FP,120.199911,-60.865633,0.819196,5522.0
436099179,5424.01,FP,83.837234,12.115939,1.64,6211.0
5800958,5429.01,FP,78.988494,22.074955,1.91,8064.0
53593457,543.01,FP,100.306094,-3.925831,0.193,3085.0
307377219,5434.01,FP,98.83772,14.490329,1.88,6005.0
28643432,5184.01,FP,282.699884,34.494757,1.71,5810.0
29374525,5440.01,FP,86.300794,18.461741,0.71,4689.0
239722954,5447.01,FP,86.45835,35.331499,1.27,5666.0
6653897,5450.01,FP,81.051235,20.590643,1.13,6238.2
37575651,568.01,FP,135.340486,-28.324589,,5780.0
292797572,4934.01,FP,218.676874,-58.297303,1.67,7518.0
408549705,5189.01,FP,94.084217,87.317511,1.09,5999.0
193628179,5198.01,FP,266.562261,46.498341,1.41,5957.4
298049015,5199.01,FP,185.336268,81.647682,0.62,3773.0
87044036,5456.01,FP,98.853985,24.835858,1.31,6070.0
103865797,5695.01,FP,242.15447,19.253248,0.36,3157.0
126733133,570.01,FP,136.955524,-51.867213,1.31,5973.0
319783554,4946.01,FP,205.145274,-63.742301,1.53,7567.0
432422552,6207.01,FP,355.540075,31.793315,0.79,5294.0
238197709,646.01,FP,57.265805,-72.947299,1.86397,6104.0
303364023,6711.01,FP,138.38301,-69.304692,0.256167,3278.0
239541449,5962.01,FP,341.769762,29.851994,0.678984,5383.13
404610583,5966.01,FP,336.147609,16.878856,1.0424401,6084.0
146208651,597.01,FP,133.457963,-48.81268,2.65,4951.7
78672342,648.01,FP,103.00276,-18.95443,3.56,6492.5
46772529,6486.01,FP,141.722816,-7.579251,0.81,4678.0
151959065,673.01,FP,168.998428,-36.459406,1.65817,6114.0
348054109,5976.01,FP,281.676903,21.828321,0.365717,3256.0
81429971,598.01,FP,123.178216,-42.93501,3.59,8000.0
145982812,599.01,FP,133.145204,-50.008798,2.65,6991.1
101395259,623.01,FP,148.720293,-23.332118,1.4885499,6422.0
437740083,6242.01,FP,2.950371,27.442815,1.44,5750.6
349373192,650.01,FP,110.261044,-60.155475,,8658.0
263203229,6741.01,FP,230.412408,-67.206546,1.55,6713.0
299876474,6750.01,FP,244.02137,-60.038009,0.64,3875.0
134396419,600.01,FP,122.272933,-37.06186,,9156.5
148523092,6764.01,FP,265.710722,-41.179089,1.32,6383.0
365952328,6768.01,FP,276.191236,-60.784523,2.11,6085.0
365781372,627.01,FP,81.92358,7.918525,2.79,7852.8
33153766,653.01,FP,144.77363,-45.426185,3.13,6054.0
334597566,6020.01,FP,331.313408,64.098143,1.48,6511.0
341444900,6023.01,FP,325.228645,55.06675,5.64,7527.0
56231866,6024.01,FP,356.038387,26.42567,5.53,4758.0
449951606,6279.01,FP,168.212865,-58.942432,3.44,8254.0
370877263,6280.01,FP,145.174365,-66.65449,1.28,6429.0
354285962,6286.01,FP,346.44125,72.410554,2.72,6683.0
255851356,6542.01,FP,198.58223,-59.692251,1.86,6071.0
352924930,6037.01,FP,21.805455,67.966855,2.64,6950.0
272050287,6039.01,FP,355.433763,63.018844,2.31,6255.0
145027461,604.01,FP,122.257466,-30.787939,7.97,5001.6
285233023,6298.01,FP,12.471055,60.946038,1.45,6240.0
308050066,679.01,FP,155.436002,-17.224364,1.91,6655.0
122262940,606.01,FP,133.238613,-57.940623,2.27,6514.0
97158538,631.01,FP,105.945472,-30.726357,2.24201,6852.0
349790953,632.01,FP,113.454773,-61.292453,12.23,4997.1
48476907,658.01,FP,150.152654,-34.681865,1.6,6521.0
162729620,6585.01,FP,170.889648,-45.647015,1.31,6229.0
153651591,607.01,FP,121.009264,-26.165676,2.80165,9389.0
348755723,633.01,FP,134.088088,-12.934871,1.0,3267.0
224418572,5830.01,FP,282.101495,15.49419,1.94,5308.0
355732304,5839.01,FP,286.031721,17.003203,1.78,6657.0
74482749,584.01,FP,137.518351,-43.924957,2.9098899,9255.0
294283951,6084.01,FP,301.752501,50.34803,1.67777,8096.0
256349966,6343.01,FP,322.717404,68.495293,1.66,6544.0
54085154,662.01,FP,160.180141,-31.927233,1.18,6380.0
151728428,5850.01,FP,304.882706,-8.298523,0.64,3827.0
41422753,5855.01,FP,294.008142,32.214606,0.97,6114.0
131979339,586.01,FP,118.913661,-37.857713,2.42,9511.0
339591840,6092.01,FP,284.022658,14.12202,0.408956,3476.0
35883621,6094.01,FP,117.671104,-6.494944,2.33,6251.1
262781201,6096.01,FP,141.403549,3.661936,1.42,6613.8
80275202,610.01,FP,121.526219,-44.375085,1.61,7889.0
98613492,6355.01,FP,79.724105,47.54723,1.06,5589.0
146463781,636.01,FP,123.885413,-31.556521,0.275,3278.0
274002141,6368.01,FP,86.975303,41.942327,0.31,3192.0
20988926,5862.01,FP,285.062239,34.258278,2.66,6987.0
341297143,5866.01,FP,311.306229,12.167609,1.32,6247.0
380517859,5867.01,FP,303.667055,30.776057,0.49,3613.0
294090620,587.01,FP,130.395919,-22.194298,2.0411401,9333.0
106114491,5876.01,FP,301.080672,32.50162,1.7,6702.0
154459165,611.01,FP,122.034347,-28.066189,0.79,4869.0
364408162,6116.01,FP,310.577995,51.186495,,4940.2
187532854,6377.01,FP,77.869302,37.923226,1.47,5887.6
15827263,6645.01,FP,280.505862,17.310927,,4536.1
73723286,665.01,FP,155.637125,-40.516347,1.47641,6157.0
15682927,5886.01,FP,306.988834,37.146334,1.92,7542.0
277987172,5887.01,FP,302.761752,19.706749,1.59,6243.0
412961700,589.01,FP,127.222618,-20.950461,5.7888398,10817.0
375199523,5892.01,FP,309.343258,6.152848,2.32,5369.0
129107501,6133.01,FP,341.854293,37.691036,1.32,6364.0
118021229,614.01,FP,128.475094,-20.940646,2.15,5362.0
82362447,639.01,FP,124.250133,-47.651954,0.441,3601.0
73244652,6396.01,FP,122.519401,63.826237,1.96,6427.0
353586703,6398.01,FP,96.518294,39.794575,1.17,6405.0
278726770,6654.01,FP,99.411971,-57.087293,8.18,4481.6
126171392,5899.01,FP,315.252899,29.702279,1.28,5932.0
270841724,590.01,FP,132.068717,-47.114757,,
294173437,5901.01,FP,300.768857,50.507747,1.95,5867.0
452483795,5908.01,FP,303.89385,24.521157,1.32,7143.0
146261607,591.01,FP,123.581899,-34.819322,4.18,9365.0
273774284,5910.01,FP,297.982441,42.754529,1.29,6330.0
423903685,6143.01,FP,329.69363,22.952813,1.55,5489.0
117068362,6152.01,FP,319.267299,33.138041,1.67,7803.0
86005116,6157.01,FP,327.043547,23.112359,0.46,3522.0
329709756,5915.01,FP,314.751697,47.54196,0.59,3923.0
196286587,592.01,FP,125.557166,-25.06947,1.97,6439.3
467006627,5920.01,FP,312.86048,2.616271,1.56,6120.0
289125016,5924.01,FP,314.494487,19.27883,2.49,6122.0
128463355,593.01,FP,118.059584,-29.714072,2.29,6333.0
141227133,617.01,FP,129.315369,-47.38349,,2838.0
26583436,6172.01,FP,292.031505,49.388635,1.38,6291.9
432008938,643.01,FP,120.69393,-23.696727,0.315,3359.0
63303499,644.01,FP,104.922683,-24.883877,1.25,5952.0
35377903,6693.01,FP,315.423021,-10.408225,1.9654,6106.0
296898634,5940.01,FP,312.075178,47.930643,0.52,3662.0
166190643,5942.01,FP,317.541024,38.239559,2.51,6453.0
199162630,6181.01,FP,333.847555,46.302271,1.78,7776.0
345333936,6186.01,FP,355.780987,56.810046,1.35,6033.0
267527924,619.01,FP,114.050732,-48.063487,,5354.5
347442932,6447.01,FP,133.25514,-13.050699,0.97,6256.0
157568289,645.01,FP,106.767434,-36.770799,2.43,5710.5
104195270,6696.01,FP,44.114507,48.008994,1.99719,6731.3
147660201,670.01,FP,163.9091,-42.84928,0.950534,5688.0
287329267,595.01,FP,109.783542,-59.302042,2.94,6258.1
297153209,5954.01,FP,312.029841,43.938698,2.44,6906.0
144956678,596.01,FP,122.068635,-35.559433,2.93328,6017.0
131419878,720.01,FP,118.037196,-37.799016,1.52,6482.3
17129975,6969.01,FP,308.160533,40.778443,1.39196,6616.0
344416349,7220.01,FP,304.097356,11.829675,2.21,6167.0
261141602,6989.01,FP,76.241952,43.258963,1.06,4812.0
435673126,7244.01,FP,297.492646,25.281761,1.27,6259.0
51318828,7247.01,FP,305.113423,12.308937,1.35,5657.0
55390413,6994.01,FP,97.425171,65.731761,0.95,4704.0
41875043,6996.01,FP,285.826291,34.882431,1.08,5708.0
444977814,6999.01,FP,111.171233,58.549323,1.31,6076.0
410245915,725.01,FP,133.964876,-20.274779,1.5,6173.3
289047954,7252.01,FP,305.17286,21.980879,0.93,5868.0
174143743,726.01,FP,113.88333,-36.386962,1.21,6629.0
418866096,7260.01,FP,331.280755,4.358891,1.18,5410.1
289441015,7007.01,FP,315.213643,48.803268,1.7,8194.0
219239945,701.01,FP,64.52165,-53.80127,1.10089,5837.0
172376068,7275.01,FP,299.485693,41.118389,1.02,6011.2
156678143,7519.01,FP,71.793519,37.71272,2.21837,6382.27
187495621,7527.01,FP,77.920369,41.175704,2.35388,8269.68
345724317,7042.01,FP,249.91015,20.743061,1.17,6320.6
399613138,7302.01,FP,312.405258,9.845677,1.45,6496.0
18574158,7051.01,FP,272.797502,5.982054,1.12,5999.0
383723559,7065.01,FP,279.71524,43.093727,2.18,6173.0
210337597,7324.01,FP,311.477076,21.453583,0.73,4649.0
273069412,7332.01,FP,315.771492,46.24188,1.13,5234.6
304042899,775.01,FP,164.799978,-59.23397,1.5288,6746.0
391821647,708.01,FP,82.764859,-70.357179,0.975121,6636.0
75417968,7335.01,FP,308.688929,17.403658,1.78,6662.0
146846569,734.01,FP,160.889636,-44.621815,0.20128,3010.0
243283955,7345.01,FP,288.67018,55.354578,1.33,6126.0
434100688,6849.01,FP,352.949174,-17.448458,2.09,6290.0
150271680,735.01,FP,94.754704,-63.864708,1.28725,5316.6
257052211,7350.01,FP,329.918472,41.516288,1.92,7406.0
411347315,7352.01,FP,337.38837,18.688473,1.49,5689.0
131081852,758.01,FP,189.76217,-31.992266,1.26126,6072.0
344224831,6866.01,FP,21.602425,4.317341,0.94,5356.0
309402106,710.01,FP,124.748703,-65.278089,1.59688,7053.0
371579161,7104.01,FP,343.176738,54.140988,,
365712006,7114.01,FP,324.145165,52.758742,,
369581703,7372.01,FP,346.401234,34.257064,1.34,6236.6
10552342,7373.01,FP,340.136592,33.823677,0.96,5649.1
4426490,6874.01,FP,116.578612,30.776661,1.19683,5983.3
377024332,6876.01,FP,147.221565,8.974037,1.36,6200.0
262135904,6878.01,FP,106.486751,11.772439,2.0,8853.0
339636032,688.01,FP,110.194274,-55.379531,1.98,6636.0
293075732,6882.01,FP,254.242045,-68.709846,1.65,5517.0
469436001,7121.01,FP,307.653516,57.822497,1.95,7357.0
393626873,7605.01,FP,128.018882,-32.263173,1.12408,5075.0
445822015,689.01,FP,147.005591,-48.320751,0.78,4841.3
252537013,6895.01,FP,344.835029,52.066799,1.2,5940.0
101497191,690.01,FP,149.225807,-33.799397,,5463.2
161687209,7137.01,FP,236.054241,58.553688,0.75,4220.0
156991337,691.01,FP,99.953812,-42.045199,,5846.0
402848417,7146.01,FP,17.742424,82.221473,1.54,5888.0
119081096,716.01,FP,136.238912,-18.502674,0.52,3776.0
374177909,7415.01,FP,347.593973,41.143636,0.29,3314.0
191373021,7416.01,FP,10.260932,43.056514,0.78,5223.8
25624952,7417.01,FP,352.345492,53.616702,2.4,6159.0
291732201,7418.01,FP,358.842207,41.359742,0.95,5896.0
373424049,742.01,FP,140.056794,-53.119685,1.82039,8688.0
84126162,6920.01,FP,95.862582,25.543291,1.12,5821.5
58474992,6921.01,FP,65.839526,24.897315,0.86,5677.8
326470400,7164.01,FP,210.09769,-61.7412,0.86,5659.0
275248683,717.01,FP,147.970536,2.116647,,3788.4
268727719,7173.01,FP,347.956369,65.229824,0.593043,3718.0
347018922,7431.01,FP,1.114757,57.32207,1.87,5858.0
55383975,694.01,FP,77.383578,-64.026083,1.0417,5354.96
184952758,719.01,FP,128.144178,-36.346818,0.97,5653.0
325086150,7193.01,FP,268.665324,3.68699,1.25,6028.0
400466395,6952.01,FP,92.092038,33.732462,1.0,5974.6
143526444,803.01,FP,125.645029,-19.254613,4.16,5370.0
41227743,804.01,FP,91.519783,-69.420238,,5988.0
255760319,814.01,FP,99.714619,-53.107598,2.14,5920.4
175180796,816.01,FP,116.010481,-36.996503,0.62,4146.6
30312676,817.01,FP,74.286788,-66.390334,2.23767,8747.0
350332997,832.01,FP,84.081627,-54.191199,2.09,5623.0
461271719,838.01,FP,203.166643,-38.845947,2.6298299,7313.0
380886535,844.01,FP,19.461136,0.346971,1.51595,5829.6
32283946,845.01,FP,24.172722,-31.670795,1.49,5818.3
229141709,846.01,FP,26.376875,-51.296821,1.21,6316.3
42015200,848.01,FP,24.216097,-39.142583,2.87,4513.0
372913430,861.01,FP,119.533518,-60.780499,3.39,10341.0
271596418,868.01,FP,108.568016,-74.970528,1.18329,5670.45
37084932,879.01,FP,98.123772,-3.54484,,8829.0
237808867,881.01,FP,104.479884,5.748028,9.78,5274.0
92013169,882.01,FP,89.16524,14.785575,2.37,7069.0
167031605,884.01,FP,93.921031,11.832621,5.45,11246.0
120269103,886.01,FP,101.693856,-6.144778,3.25795,8844.0
438295981,888.01,FP,96.666044,13.29938,1.9,6565.2
284288080,889.01,FP,106.649775,-53.546434,1.68,6466.0
33690636,891.01,FP,93.122299,-16.792043,0.79,4696.0
42755801,894.01,FP,96.793934,-4.7801,3.83,9900.0
250484865,895.01,FP,94.205654,-2.92914,1.11,5998.0
229384040,897.01,FP,98.59774,8.413625,1.62,6128.0
124543547,898.01,FP,104.480707,-9.924849,2.74,5652.0
364107753,909.01,FP,251.362526,-71.839588,1.31,6059.06
153027658,914.01,FP,48.726093,-44.961855,1.54,5963.4
259389219,915.01,FP,68.803771,-51.396562,2.05,5753.0
348844154,916.01,FP,105.956649,-60.297493,1.89,5493.2
294869729,918.01,FP,71.799228,-68.985641,2.94,5614.0
271722899,920.01,FP,110.312488,-73.453234,,3818.0
278199349,922.01,FP,110.890427,-79.504188,,4120.0
301051430,923.01,FP,50.036337,-45.061851,1.2460999,6049.0
300599466,925.01,FP,113.047662,-68.012289,10.05,5027.7
261258875,927.01,FP,89.730768,-79.743374,2.66,6639.0
300557619,928.01,FP,112.599235,-71.595463,1.13,5848.0
260476837,935.01,FP,96.248202,-59.804574,0.804149,4814.0
425163745,937.01,FP,58.896845,-2.505949,1.78,5341.6
434234955,944.01,FP,63.811095,14.944839,3.6,7011.0
219205407,946.01,FP,92.833906,-51.466622,1.05,5008.3
189013222,949.01,FP,79.101853,-15.512686,0.84,5136.1
449050247,951.01,FP,67.551337,5.298825,1.4,5761.5
449050248,953.01,FP,67.552495,5.298431,1.54,5772.0
146467675,955.01,FP,76.081839,-20.731341,1.72,5888.8
146434840,956.01,FP,75.360839,-22.382135,1.77,6029.5
249067445,957.01,FP,79.432431,-0.370122,1.82,8897.0
279999655,959.01,FP,114.012456,4.715116,,8264.0
5109298,960.01,FP,107.59809,-5.432679,2.22468,9385.0
265077027,961.01,FP,127.178328,4.038553,1.3,5782.5
141776043,962.01,FP,117.712497,-21.015735,,
179155220,964.01,FP,109.106905,-8.329732,0.83,5146.2
179159972,965.01,FP,109.056276,-9.893473,1.15,5947.5
445586472,967.01,FP,117.084021,-57.236311,2.40368,7051.0
453209605,968.01,FP,116.914289,11.980797,,4968.3
177722855,971.01,FP,107.42144,-11.328877,1.37,5743.0
125894957,972.01,FP,115.280389,-26.070939,36.51,4770.0
409459226,973.01,FP,109.950322,-11.942687,102.03,3435.0
333821572,974.01,FP,116.274911,-17.17511,1.84,8192.0
133654092,975.01,FP,121.185099,-41.559812,,2828.0
347098457,976.01,FP,117.470237,-16.023413,49.1612,4240.0
268371979,977.01,FP,105.063071,-2.347448,0.74,4538.0
5772442,979.01,FP,111.766458,-7.129696,2.62,5650.4
93594834,980.01,FP,114.420797,-7.33674,1.96337,5322.0
127476180,981.01,FP,117.113226,-28.204828,1.48129,6711.0
177126182,982.01,FP,106.405063,-11.979855,3.08,8502.0
148659924,983.01,FP,114.864422,-32.903754,,9260.2
33091633,984.01,FP,104.87593,-4.812169,0.52,6184.6
425220920,985.01,FP,111.644015,7.01633,1.59,5906.8
320536216,986.01,FP,120.105441,10.343871,1.65,8274.5
52548453,987.01,FP,100.9257,-30.491967,2.27,6080.0
113553629,988.01,FP,113.424039,-30.996054,4.82,6056.9
108835813,992.01,FP,112.616704,-26.080682,,9412.5
93963408,994.01,FP,115.046333,-9.084269,1.87739,10393.0
317951248,995.01,FP,110.811443,5.56285,,4805.2
142918609,996.01,FP,119.349948,-19.516015,2.05,8007.0
341729521,997.01,FP,121.319521,-59.579798,0.926261,5786.0
54390047,998.01,FP,118.319555,-14.218823,2.34986,8322.0
341186896,999.01,FP,118.864086,-58.22206,1.3,6635.0
294780517,792.01,FP,71.245764,-67.98105,0.835807,5107.98
300013921,793.01,FP,107.133952,-68.368778,0.8,5379.0
