host,n_points,SDE,SDE_raw,FAP,period,period_uncertainty,T0,duration,depth,depth_mean,depth_mean_std,depth_mean_even,depth_mean_odd,odd_even_mismatch,rp_rs,snr,transit_count,distinct_transit_count,empty_transit_count,elapsed_s
NGTS-13,17889,13.622023517794789,12.963517995738885,8.0032e-05,4.12248036632553,0.0386286314774206,3018.6109310567795,0.1896257063296978,0.998463907761244,0.9986877286433996,0.0001235937946952,0.998750348164811,0.9986249556427692,0.3587798788879301,0.0352464834855035,10.593731858454852,6.0,6.0,0.0,31.78462204200332
NGTS-14_A,15105,9.389960738965316,8.262289732004115,8.0032e-05,3.546873779554551,0.0255159756922458,3886.213087130152,0.0786132915391175,0.9978787953344548,0.9981164776390542,0.0002377227242777,0.9979567488329968,0.9982648647547406,0.4576095976819485,0.0414188878805284,7.913542332352041,6.0,6.0,0.0,23.82190912499209
NGTS-15,179856,5.739240635257365,4.95965879476186,0.086754702,0.7425456363837738,0.0008858127269711,3988.9085060094017,0.0145588067486041,0.9983232033669628,0.9988791632769528,0.0005177173910641,0.9995135453690002,0.9981968273164358,0.8985767617907332,0.036825389026713,2.17934056282078,77.0,58.0,19.0,482.43943504200433
NGTS-17,180725,8.411137571292084,6.257928183175339,0.00080032,1.6874262376344669,0.0026465367695325,3988.655340115022,0.0187014381213809,0.9980668012972288,0.9980654230034284,0.0005277320078191,0.997688446255826,0.998470280322989,0.524311580181234,0.0395407947677611,3.479868346227292,34.0,25.0,9.0,472.66369895800017
NGTS-18,18257,14.375918477509511,13.022794662198352,8.0032e-05,3.0521420703939017,0.0188754093488221,3016.8441905298605,0.1297817136946433,0.9945111224340236,0.9954379318615224,0.000516636939962,0.9957448532136468,0.9951342756301654,0.4179649308698225,0.0666267943959733,8.865262566635304,8.0,8.0,0.0,33.870904332987266
NGTS-2,104441,10.717907511770353,10.27939374516668,8.0032e-05,1.5033245674485125,0.0049576979004495,2334.9389060963417,0.024860931584739,0.9996147013087302,0.9995867677142826,7.86845497956584e-05,0.9996388653890792,0.9995342888369874,0.4700198560201625,0.0176524875460782,5.25103160689743,17.0,16.0,1.0,132.42530825000722
NGTS-20,96027,4.688861111152924,4.181061556206053,,0.6819358496314136,0.0017847487410002,2144.6405762311747,0.0203618603267148,0.9998017136494805,0.999850750838447,5.685632831880181e-05,0.999928421194756,0.9997768478814804,0.9426343051242696,0.0126634942248486,2.568263049565037,38.0,35.0,3.0,123.31618191700544
NGTS-21,14985,17.477890975553738,16.754982766565345,8.0032e-05,1.5427333536943737,0.005659390656634,3883.4126293621257,0.0629533892622565,0.9812082942012504,0.9828698007797972,0.001014690335818,0.9823766622779444,0.9833507630223446,0.3394992255811863,0.1232793253742848,17.646489269841453,16.0,15.0,1.0,26.263817958999425
NGTS-23,175506,8.42765528531126,7.153773534324961,0.000720288,1.0152306922572356,0.0013442062733111,3988.53384263801,0.0158607298403244,0.9984678380717116,0.9986879902736892,0.0004427369640776,0.9988936037436992,0.9984705360279744,0.3374729475224461,0.035201363034737,2.943686573576968,57.0,39.0,18.0,502.84176866701455
NGTS-24,18256,16.631851528077355,15.679407131683837,8.0032e-05,3.464204277354042,0.0224739832761058,3014.9073468321735,0.0886373180382118,0.9968707496636762,0.9972523345768276,0.0001966297293131,0.9973795910350618,0.997130088215374,0.4490930845659489,0.0503068704005913,13.87959653815104,8.0,8.0,0.0,35.62880583299557
NGTS-26,93538,7.038506981506666,5.927487332692734,0.008723489,0.9335754355982598,0.0028803226463739,4127.999984763757,0.0194823338740629,0.9963086586614966,0.9968827362269412,0.0009633814074627,0.9969227895858418,0.9968389457269792,0.0307522402320794,0.0546385606281368,3.1110359216045325,25.0,23.0,2.0,112.01254749999498
NGTS-27,17283,13.700611630554487,12.94231140506462,8.0032e-05,3.375030264165027,0.0310268449224209,3043.856878148122,0.1783018274670687,0.9972152487825158,0.9976229448012616,0.0001751402024623,0.9976206755754536,0.9976259763451144,0.0106159799173086,0.047457007355504,13.426048220313747,7.0,7.0,0.0,27.928700499993283
NGTS-30,17151,5.896181915029297,5.530153972453589,0.067386955,0.9171417086788128,0.0027493923338116,3015.7984507743568,0.0214985947807939,0.9993644870510414,0.9994587840070304,0.000128741078228,0.9992286917147578,0.9996693184544602,1.2137799956691215,0.0226709306705802,4.3840153466468985,27.0,25.0,2.0,26.85532458400121
NGTS-31,29385,22.816728533969737,18.92456228229401,8.0032e-05,4.1664058639956,0.0132354256822506,3991.4499822751104,0.0713793705830727,0.9924590482804933,0.9928035286349064,0.0002318578986814,0.992977296559906,0.9926058193513512,0.5646143395041192,0.0780944601309919,29.62922336254595,14.0,10.0,4.0,102.43481741601136
NGTS-33,15478,20.54614327041597,18.234840847319187,8.0032e-05,2.828651282900162,0.0121863312585004,3665.1182830623416,0.0476946778382974,0.9914732955815316,0.9918776050483246,0.0002034272484636,0.992619337243274,0.991025986602272,3.302720021046543,0.0830419905736622,39.393883374370425,9.0,9.0,0.0,30.866828375001205
NGTS-34,1037,4.372268204411257,3.677228235556933,,9.407660662061309,0.1879015100638907,1549.630640432082,0.2152439063499171,0.9996838350223318,0.9997280979925508,5.5710239336826853e-05,0.9995889586829964,0.9999304824428118,2.6773821324759437,0.0159905730256653,7.514021057704184,3.0,3.0,0.0,3.793159041000763
NGTS-35,15326,9.072920480896048,6.429248151010884,8.0032e-05,11.312999939128249,0.3291375921579451,2283.5453587705556,0.0475723537502595,0.9914955476909488,0.9895513070441656,0.0003794274523969,0.9895513070441656,,,0.0829335625964857,15.597037075497196,2.0,1.0,1.0,29.714772916020593
