Host Star,Status,search_seconds,download_seconds,write_seconds,search_method
Kepler-1731,Success,10.615266167005757,0.0832824999815784,0.4334680419997312,name
Kepler-1732,Success,8.156384124973556,0.0827839580015279,0.3994236660073511,name
Kepler-1733,Success,10.78636245900998,0.2120111669937614,2.8234449999872595,name
Kepler-1734,Success,8.47758404101478,0.541341417003423,0.9216059999889694,name
Kepler-1735,Success,13.505439792003015,0.293062083015684,0.4573121659923345,name
Kepler-1736,Success,4.902954500023043,0.0599699589947704,0.0280390419939067,name
Kepler-1737,Success,8.40958808301366,0.6113910409912933,0.3671546670084353,name
Kepler-1738,Success,9.18418054198264,0.137809957988793,0.8518106669944245,name
Kepler-1739,Success,9.40180562500609,0.3986322080017999,0.3860951249953359,name
Kepler-174,Success,10.739883208996616,0.1915003750182222,0.370308165991446,name
Kepler-1740,Success,7.191933291993337,0.1972179999866057,0.8567539170035161,name
Kepler-1741,Success,6.335434958979022,0.0849132080038543,0.4944957499974407,name
Kepler-1742,Success,9.24272745801136,0.0876060839800629,0.6912612089945469,name
Kepler-1743,Success,9.583011250011625,0.6847020829736721,0.6208345830091275,name
Kepler-1744,Success,5.665804165997542,0.6231301670195535,0.6884319160017185,name
Kepler-1745,Success,5.788130832981551,0.513386625010753,0.8656418329919688,name
Kepler-1746,Success,8.186762292025378,0.0876085830095689,0.4877770830062218,name
Kepler-1747,Success,7.232273166999221,0.1111776249890681,0.354657291987678,name
Kepler-1748,Success,6.872431666997727,0.3366567500052042,0.3637226249848027,name
Kepler-1749,Success,5.9691217499785125,0.3299333750037476,0.4693277080077678,name
Kepler-175,Success,10.122281209012726,0.0844094160129316,0.467081832990516,name
Kepler-1750,Success,13.131720499979563,0.0838618749985471,0.3855410839896649,name
Kepler-1751,Success,14.750889999995708,0.0856055420008488,0.4052002079843078,name
Kepler-1752,Success,9.312012082984438,0.1772968750155996,0.7215721670072526,name
Kepler-1753,Success,9.12055020799744,0.1946567079867236,0.7634438750101253,name
Kepler-1754,Success,8.519467333011562,0.1525180829921737,0.7012730830174405,name
Kepler-1755,Success,8.990586625004653,0.0863622079777997,0.3749288750113919,name
Kepler-1756,No TESS Data,15.329071625019424,0.0,0.0,none
Kepler-1757,Success,9.774862624995876,0.0903310840076301,0.4472842499963008,name
Kepler-1758,Success,4.950715165992733,0.0852155830070842,0.3954639169969596,name
Kepler-1759,Success,10.601768583001103,0.0889854170090984,0.3735130410059355,name
Kepler-176,Success,8.39567379100481,0.1761392500193324,0.3805031669908203,name
Kepler-1760,Success,13.169595374987694,0.5297315419884399,0.7578384579974227,name
Kepler-1761,Success,11.032338917022573,0.3202822080056648,0.8242093330190983,name
Kepler-1762,No TESS Data,12.090332457999466,0.0,0.0,none
Kepler-1763,Success,7.244503333000466,0.0959619999921415,0.3917057079961523,name
Kepler-1764,Success,6.544835958018666,0.6261754170118365,0.7095097499841359,name
Kepler-1765,Success,4.042772500019055,0.0863924589939415,0.548240292002447,name
Kepler-1766,Success,5.746541291999165,0.310927416983759,0.4244245830050204,name
Kepler-1767,No TESS Data,15.700150833989028,0.0,0.0,none
Kepler-1768,Success,5.22116937499959,0.0848948339989874,0.3802649999852292,name
Kepler-1769,Success,5.294318667001789,0.0890291249961592,0.3759217500046361,name
Kepler-177,Success,10.56062491700868,0.5359082920185756,1.0324138329888228,name
Kepler-1770,Success,6.993460124998819,0.1368497079820372,0.7716577500104904,name
Kepler-1771,Success,6.627986041014083,0.190403459011577,0.7686679579783231,name
Kepler-1772,Success,9.128340583003592,0.5897779579972848,1.1140075419971254,name
Kepler-1773,Success,8.896149209002033,0.4961153330223169,1.083462332986528,name
Kepler-1774,Success,5.041492667020066,0.0889591659943107,0.3719980839814525,name
Kepler-1775,Success,5.365308292006375,0.0829014999908395,0.667555291991448,name
Kepler-1776,Success,9.108038082980784,0.217290166998282,0.3700837089854758,name
Kepler-1777,Success,4.898642499989364,0.0865287909982726,0.3852775419945828,name
Kepler-1778,Success,5.516563082986977,0.0860816249914933,0.361084625008516,name
Kepler-1779,Success,7.988626207981724,0.0859314170083962,0.3632036249910015,name
Kepler-178,Success,9.10934687498957,0.4211114170029759,0.4589692500012461,name
Kepler-1780,Success,10.125862166984009,0.1521245409967377,0.7089518340071663,name
Kepler-1781,No TESS Data,16.236030625004787,0.0,0.0,none
Kepler-1782,Success,4.606856666010572,0.083775582985254,0.4616053329955321,name
Kepler-1783,Success,7.229402166994987,0.1562784169800579,0.4251601670111995,name
Kepler-1784,Success,7.049725416989531,0.2017977499926928,0.7357685829920229,name
Kepler-1785,No TESS Data,11.586073791986564,0.0,0.0,none
Kepler-1786,Success,7.683212667005137,0.0841484580014366,0.4736409169854596,name
Kepler-1787,Success,6.66925554201589,0.3463562090182677,0.3876323340227827,name
Kepler-1788,Success,8.089022792002652,0.085107249993598,0.3978301669994835,name
Kepler-1789,Success,4.832300207985099,0.0878439579973928,0.3822029169823508,name
Kepler-179,Success,5.685228834016016,0.0888452500221319,0.3833992080180906,name
Kepler-1790,Success,7.480489083012799,0.0854727920086588,0.595643666019896,name
Kepler-1791,Success,4.6903301250131335,0.378559333999874,0.7243110419949517,name
Kepler-1792,Success,4.058386916003656,0.5593412090092897,0.7741842080140486,name
Kepler-1793,No TESS Data,8.827737916988553,0.0,0.0,none
Kepler-1794,Success,10.307190499996068,0.0922184170049149,0.0619158750050701,name
Kepler-1795,Success,8.108029582974268,0.0899053750035818,0.3729641670070123,name
Kepler-1796,No TESS Data,9.73470804101089,0.0,0.0,none
Kepler-1797,No TESS Data,12.31407766600023,0.0,0.0,none
Kepler-1798,Success,4.959439166996162,0.0894794999912846,0.3743139159923885,name
Kepler-1799,Success,6.341768457990838,0.0900180419848766,0.4957166670064907,name
Kepler-18,Success,10.572184958000436,0.2346598340081982,0.7493452909984626,name
Kepler-180,Success,8.102451792015927,0.307946416985942,0.6616329999815207,name
Kepler-1800,Success,5.948101624991978,0.2187955419940408,0.8571330000122543,name
Kepler-1801,Success,5.179322290990967,0.7610710829903837,0.6027040829940233,name
Kepler-1802,No TESS Data,16.666914375004126,0.0,0.0,none
Kepler-1804,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/HLSP/hlsp_tars_tess_ffi_s0014-0000000185185751_tess/hlsp_tars_tess_ffi_s0014-0000000185185751_tess_v01_lc.fits of type generic .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
Kepler-1805,Success,4.87326779201976,0.5657425410172436,0.6035898339760024,name
Kepler-1806,Success,11.915091832983308,0.085827083006734,0.3790900000021793,name
Kepler-1807,Success,4.598437082982855,0.08741233299952,0.4684268750133924,name
Kepler-1808,Success,4.78229408399784,0.3757693749794271,0.3705164999992121,name
Kepler-1809,Success,6.991443875012919,0.0860114590032026,0.3784180840011686,name
Kepler-181,Success,5.8459685829875525,0.0887645839829929,0.4693106670165434,name
Kepler-1810,Success,7.195906417007791,0.0846191250020638,0.3737512499792501,name
Kepler-1811,Success,5.297114875022089,0.4009323750215117,0.3907604170090053,name
Kepler-1812,Success,6.351089417003095,0.1633647499838844,0.5263523750181776,name
Kepler-1813,Success,6.07224079198204,0.4647361249953974,0.4308456669969018,name
Kepler-1814,Success,9.372756416996708,0.1317308330035302,0.7430670830071904,name
Kepler-1815,Success,5.301274666999234,0.0881171250075567,0.4874855829984881,name
Kepler-1816,Success,5.192898625013186,0.2017595419893041,0.3757448339893017,name
Kepler-1817,Success,6.41836254199734,0.0852019999874755,0.3682733750029001,name
Kepler-1818,Success,5.350940458010882,0.2605528749991208,0.6503081669798121,name
Kepler-1819,Success,9.170975749992069,0.0853174169897101,0.3606316669902298,name
Kepler-182,Success,6.50285725001595,0.0872792909794952,0.3617627079947851,name
Kepler-1820,No TESS Data,21.25842941601877,0.0,0.0,none
Kepler-1821,Success,9.795914832997369,0.0875506660086102,0.4914304580015596,name
Kepler-1822,No TESS Data,14.397424291993955,0.0,0.0,none
Kepler-1823,Success,8.810703416995239,0.0995097499981056,0.8960615419782698,name
Kepler-1824,Success,5.069363041984616,0.0863931660132948,0.3736482500098645,name
Kepler-1825,Success,6.161933541006874,0.2858761249808594,0.3997793750022538,name
Kepler-1826,Success,11.342796624987386,0.3252260830195155,0.7360047090041917,name
Kepler-1827,Success,9.862555750005413,0.3040050840063486,0.3878698750049807,name
Kepler-1828,Success,3.5685258339799475,0.1146044170018285,0.8521554580074735,name
Kepler-1829,Success,15.343140332988696,0.5095972910057753,0.6224341250199359,name
Kepler-183,Success,5.38998887501657,0.1057929999951738,0.1347311669960618,name
Kepler-1830,Success,4.657466500008013,0.1861974589992314,0.6194009589962661,name
Kepler-1831,Success,13.718675790994894,0.0870383330038748,0.3788023749948479,name
Kepler-1832,Success,7.2564521659805905,0.0955050410120748,0.6574297079932876,name
Kepler-1833,Success,7.264107084018178,0.0890270829841028,0.427378458000021,name
Kepler-1834,Success,5.753947749995859,0.0650023750204127,0.0290348749840632,name
Kepler-1835,Success,6.665066875022603,0.0931978330190759,1.4532104169775266,name
Kepler-1836,No TESS Data,14.098314792005112,0.0,0.0,none
Kepler-1837,Success,9.750040457991416,0.204542624996975,0.622487207991071,name
Kepler-1838,Success,8.919020125002135,0.6408680000167806,0.3831852500152308,name
Kepler-1839,Success,6.5932428750093095,0.5248152500134893,0.7505813329771627,name
Kepler-184,Success,7.0557272080041,0.2961492920003366,0.7905502920038998,name
Kepler-1840,Success,4.1469780420011375,0.1196416249731555,0.1086328749952372,name
Kepler-1841,Success,4.138809083990054,0.472091832984006,0.7154739580000751,name
Kepler-1842,Success,9.661334208009066,0.3232940419984516,0.6506822920055129,name
Kepler-1843,Success,6.663869040989084,0.0870749579917173,0.6236219170095865,name
Kepler-1844,Success,5.863100709015271,0.0917012499994598,0.3768686249968596,name
Kepler-1845,Success,7.762620541994693,0.0900446249870583,0.3942784160026349,name
Kepler-1846,Success,9.042518208007095,0.0860489160113502,0.3754682090075221,name
Kepler-1847,No TESS Data,7.126977542007808,0.0,0.0,none
Kepler-1848,Success,10.266890707978746,0.0874427920207381,0.4791332090098876,name
Kepler-1849,Success,4.870121000014478,0.4416235829994548,0.523197957983939,name
Kepler-185,Success,7.631942625012016,0.0860776670160703,0.3700831249880139,name
Kepler-1850,Success,9.42626691699843,0.4165695829724427,0.447876999998698,name
Kepler-1851,Success,12.778178665990708,0.4368676250160206,0.4772739589971024,name
Kepler-1852,Success,4.2737366250075866,0.3297814590041525,0.3711184159910772,name
Kepler-1853,Success,4.672866708016954,0.0900755840120837,0.3920202500012237,name
Kepler-1854,Success,10.93923433299642,0.089455082983477,0.5282639999932144,name
Kepler-1855,Success,9.139193957991663,0.4388423339987639,0.526172250014497,name
Kepler-1856,Success,6.3122328339959495,0.090345625008922,0.3959340419969521,name
Kepler-1857,Success,3.4782793750055134,0.0910797499818727,0.4995147919980809,name
Kepler-1858,Success,9.637947708019055,0.0850448749843053,0.3626302909979131,name
Kepler-1859,No TESS Data,10.37052962501184,0.0,0.0,none
Kepler-186,Success,4.031547375023365,0.4107405840186402,0.3780355000053532,name
Kepler-1860,Success,17.52478895901004,0.2239415410149376,0.7208635419956408,name
Kepler-1861,Success,5.87637829198502,0.0876522089820355,0.3811585000075865,name
Kepler-1862,Success,14.758120375016006,0.7644592080032453,0.5976343329821248,name
Kepler-1863,Success,12.602179708017502,0.1161905000044498,0.4679082920192741,name
Kepler-1864,Success,4.709998792008264,0.2245127499918453,2.3433284999919124,name
Kepler-1865,Success,7.0157835420104675,0.0562875409959815,0.0289829169923905,name
Kepler-1866,Success,5.625876874983078,0.0902139169920701,0.5021710419969168,name
Kepler-1867,Success,4.950797499972396,0.3471729170123581,0.4947973329981323,name
Kepler-1868,Success,4.76764612502302,0.1820706249854993,0.3930587079958059,name
Kepler-1869,Success,13.978446584020276,0.1040340409963391,0.5523105419997592,name
Kepler-187,Success,10.230602625000756,0.0872494580107741,0.3781757499964442,name
Kepler-1870,Success,3.851780458993744,0.2155950839805882,0.451663624990033,name
Kepler-1871,Success,4.31977783300681,0.2884331669774838,0.9561133749957662,name
Kepler-1872,Success,5.011065166996559,0.480100584012689,0.3758373750024475,name
Kepler-1873,No TESS Data,10.894024540990358,0.0,0.0,none
Kepler-1874,Success,6.063924541987944,0.0875023749831598,0.366127499990398,name
Kepler-1875,Success,14.729122000018831,0.0875295409932732,0.3816044999985024,name
Kepler-1876,Success,6.989218375005294,0.2949452089960687,0.8101504999794997,name
Kepler-1877,Success,6.392855250014691,0.4990487499744631,0.8449804580013733,name
Kepler-1878,Success,6.7757527499925345,0.6234037919784896,0.3737980420119129,name
Kepler-1879,Success,5.845571457990445,0.0867135419975966,0.3968939170008525,name
Kepler-188,Success,7.949221999995643,0.2819245419814251,0.383370499999728,name
Kepler-1880,Success,5.391263792000245,0.086100415996043,0.50783941699774,name
Kepler-1881,No TESS Data,10.880059791001258,0.0,0.0,none
Kepler-1882,Success,8.93200520798564,0.0866533330117818,0.3789502499857917,name
Kepler-1883,No TESS Data,8.255647792015225,0.0,0.0,none
Kepler-1884,Success,7.620054082974093,0.1058271669899113,0.3823128330113832,name
Kepler-1885,Success,9.209447917004582,0.0862437079777009,0.3872236660099588,name
Kepler-1886,Success,6.417353583005024,0.0882365419820416,0.3873143329983577,name
Kepler-1887,Success,10.50940145799541,0.2836151249939576,0.4058644580072723,name
Kepler-1888,Success,8.017889207985718,0.0867750000033993,0.3889811249973718,name
Kepler-1889,No TESS Data,12.157390500011388,0.0,0.0,none
Kepler-189,Success,6.802679790998809,0.0942529999883845,0.4878576670016628,name
Kepler-1890,Success,9.346586375002516,0.0876416670216713,0.3772024579811841,name
Kepler-1891,Success,9.796342250017917,0.0514485829917248,0.0288319999817758,name
Kepler-1892,Success,5.507350333005888,0.1925842919736169,0.7278430419974029,name
Kepler-1893,Success,4.983919291000348,0.1378499169950373,0.7155462919909041,name
Kepler-1894,Success,11.77064075000817,0.4145413340011146,0.5464405829843599,name
Kepler-1895,Success,12.61310279200552,0.0874164169945288,0.3642741669900715,name
Kepler-1896,Success,7.677360249974299,0.3961079579894431,0.5827092499821447,name
Kepler-1897,Success,6.350039250013651,0.5207534999935888,0.7681899580056779,name
Kepler-1898,Success,9.23079008300556,0.1591992500179913,0.5077939579787198,name
Kepler-1899,Success,4.735913791984785,0.1060016660194378,0.6082578329951502,name
Kepler-19,Success,4.770072375016753,0.0900971670052968,0.3936798330105375,name
Kepler-190,Success,6.992212000011932,0.317422833002638,0.3829161250032484,name
Kepler-1900,Success,7.663699374999851,0.2030642919999081,0.3659045840031467,name
Kepler-1901,Success,5.163642667001113,0.0860558749991469,0.4870519170071929,name
Kepler-1902,Success,5.312453791993903,0.3544077920087147,0.39148158300668,name
Kepler-1903,Success,11.85785637499066,0.083396583009744,0.3770607909827959,name
Kepler-1904,Success,12.544103291991632,0.0860291669960133,0.3818857499863952,name
Kepler-1905,No TESS Data,28.172468416014453,0.0,0.0,none
Kepler-1906,Success,3.4149779170111287,0.0836408339964691,0.4856093330017756,name
Kepler-1907,Success,7.22891545802122,0.105999541003257,0.3695505000068806,name
Kepler-1909,No TESS Data,20.765231166995363,0.0,0.0,none
Kepler-191,Success,12.948233542003436,0.1576939579972531,0.1648846660100389,name
Kepler-1910,Success,3.522915416979231,0.1077921669930219,0.4439389579929411,name
Kepler-1911,Success,10.8745310420054,0.5568096670031082,0.798650958982762,name
Kepler-1912,Success,6.328205417026766,0.0880690420162864,0.4376369580277242,name
Kepler-1913,Success,11.088881458010292,0.0875914999924134,0.3623751660052221,name
Kepler-1914,Success,5.549248166993493,0.4773946249915752,0.8708101660013199,name
Kepler-1915,Success,5.7497428330243565,0.0706609579792711,0.0419033330108504,name
Kepler-1916,Success,9.60139441600768,0.4438867079734336,0.4263146670127753,name
Kepler-1917,Success,7.84335499998997,0.5042604580230545,0.4928574590012431,name
Kepler-1918,No TESS Data,19.608738625014663,0.0,0.0,none
Kepler-1919,Success,7.216184791992419,0.0905668750056065,0.5746537079976406,name
Kepler-192,Success,15.037180833984166,0.0845064999884925,0.3689418330031913,name
Kepler-1920,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/HLSP/hlsp_tars_tess_ffi_s0014-0000000122716851_tess/hlsp_tars_tess_ffi_s0014-0000000122716851_tess_v01_lc.fits of type generic .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
Kepler-1921,Success,7.148438957985491,0.08525637499406,0.4028947500046342,name
Kepler-1922,Success,4.742665249999845,0.0848487920011393,0.3740757500054315,name
Kepler-1923,Success,3.5698783329862636,0.0893862500088289,0.3790996249881573,name
Kepler-1924,Success,5.616304166003829,0.086571833002381,0.3683930409897584,name
Kepler-1925,Success,9.70140429100138,0.3978841670032125,0.4010805420111865,name
Kepler-1926,No TESS Data,11.573684749979291,0.0,0.0,none
Kepler-1927,Success,7.867725624993909,0.0951709999935701,0.4950165000045672,name
Kepler-1928,Success,8.802733249991434,0.0878573750087525,0.5034185829863418,name
Kepler-1929,Success,7.079894249996869,0.0871788750228006,0.3960429159924388,name
Kepler-193,Success,4.999169374990743,0.0851994999975431,0.4832607909920625,name
Kepler-1930,Success,5.383605167007772,0.2591219590103719,0.404305292002391,name
Kepler-1931,Success,7.514839250012301,0.0865455409802962,0.4956275830045342,name
Kepler-1932,Success,13.058497625024756,0.0855336250097025,0.362489208986517,name
Kepler-1933,Success,6.354295666998951,0.4015484580013435,0.4720962080173194,name
Kepler-1934,Success,6.566568624984939,0.284286832989892,0.3975218750128988,name
Kepler-1935,Success,12.462302375002764,0.0856495409971103,0.3854650830035098,name
Kepler-1936,Success,9.143198375008067,0.4117469169723335,0.4959179580037016,name
Kepler-1937,Success,9.540012040990405,0.3728522500023246,0.3789342920063063,name
Kepler-1938,Success,8.516842334007379,0.1048620409856084,0.467883500008611,name
Kepler-1939,Success,7.808085625001695,0.3847480410186108,0.3931194999895524,name
Kepler-194,Success,7.093410916015273,0.1046454579918645,0.4671922920097131,name
Kepler-1940,No TESS Data,20.765188292018134,0.0,0.0,none
Kepler-1941,Success,7.288176582980668,0.0933815419848542,0.3843092920142226,name
Kepler-1942,Success,11.939909540989902,0.0904719159880187,0.3920637080154847,name
Kepler-1943,Success,14.098157166998137,0.081698083988158,0.3772504999942612,name
Kepler-1944,Success,7.949223957984941,0.5020833750022575,0.7550450419948902,name
Kepler-1945,Success,6.814312333008274,0.08731487498153,0.5799042499857023,name
Kepler-1946,Success,6.1775563750125,0.3303534999722615,0.707972083997447,name
Kepler-1947,Success,7.047552500007441,0.0875555829843506,0.3700147079944145,name
Kepler-1948,Success,12.185176750004755,0.0868233339861035,0.5221598329953849,name
Kepler-1949,Success,6.688303750008345,0.0845167920051608,0.3758660000166856,name
Kepler-195,Success,9.271050667011878,0.2969009590160567,0.4274379170092288,name
Kepler-1950,Success,7.995075542014092,0.0841823749942705,0.3742073330213316,name
Kepler-1951,No TESS Data,19.690065125003457,0.0,0.0,none
Kepler-1952,Success,14.361537207994845,0.1682833330123685,0.4788754170003813,name
Kepler-1953,Success,7.663542708003661,0.0904534579894971,0.6355071660073008,name
Kepler-1954,No TESS Data,16.321190499991644,0.0,0.0,none
Kepler-1955,Success,5.918137790984474,0.431956332991831,0.4544688340101857,name
Kepler-1956,Success,7.312231541989604,0.1101459999918006,0.5162361249967944,name
Kepler-1957,Success,14.685131583013572,0.0875647909997496,0.3769127500127069,name
Kepler-1958,Success,9.732299041002989,0.0881032079923898,0.3721850420115515,name
Kepler-1959,Success,9.925277542002732,0.0862103329855017,0.387370959011605,name
Kepler-196,Success,5.944438999984413,0.1162002090131864,0.391565832978813,name
Kepler-1960,Success,12.744950041000266,0.4181749160052277,0.4848525830020662,name
Kepler-1961,Success,8.946258165990002,0.0874217500095255,0.3861027079983614,name
Kepler-1962,Success,10.205021333997138,0.265090583008714,0.3744348339969292,name
Kepler-1963,Success,25.03487000000314,0.8677265829755925,1.586515375005547,name
Kepler-1964,Success,8.600442625000142,0.0912486250163056,0.4846069999912288,name
Kepler-1965,Success,9.662904875003733,0.088395540980855,0.3731209170073271,name
Kepler-1966,Success,24.57066950001172,0.7999976669962052,0.9348794590041508,name
Kepler-1967,Success,20.604866792011308,0.7921152090129908,1.6805467499943916,name
Kepler-1968,No TESS Data,15.780092041997705,0.0,0.0,none
Kepler-1969,Success,15.95253520901315,0.7935421250003856,1.899031750013819,name
Kepler-197,Success,18.956997290981235,0.6733829170116223,2.20989708401612,name
Kepler-1972,Success,13.97136379199219,0.6687600830045994,4.3349337079853285,name
Kepler-1976,Success,11.764111083000898,0.1144227919867262,0.4456873750023078,name
Kepler-1977,Success,10.193368624983124,0.0904000830196309,0.3871807499963324,name
Kepler-1978,Success,10.740725749987178,0.087403165991418,0.4092816250049509,name
Kepler-1979,Success,10.04532591701718,0.4544909999822266,0.6605669160198886,name
Kepler-198,Success,7.483542709000176,0.0870912919926922,0.3703849999874364,name
Kepler-1980,Success,9.672456499974942,0.5129749590123538,0.8003730829805136,name
Kepler-1981,Success,8.003333792003104,0.1052396669983863,0.5989547079952899,name
Kepler-1982,Success,10.169763624988263,0.218704708997393,2.4218906669993885,name
Kepler-1983,Success,6.375430457992479,0.6016672500118148,0.5801487909920979,name
Kepler-1984,Success,8.703487416001735,0.6853647920070216,0.5133355419966392,name
Kepler-1985,No TESS Data,8.580653999990318,0.0,0.0,none
Kepler-1986,No TESS Data,13.24840245800442,0.0,0.0,none
Kepler-1987,Success,11.490408291021597,0.687803457985865,0.5717537910095416,name
Kepler-1988,Success,10.619061415985923,0.3403039170079864,0.7548340829962399,name
Kepler-1989,Success,13.319039750000227,0.0960311660019215,0.0449404999963007,name
Kepler-199,Success,10.02674366699648,0.2893062919902149,0.7982485000102315,name
Kepler-1990,Success,15.660960584005808,0.0866917920066043,0.3615573339920956,name
Kepler-1991,Success,11.615435874991816,0.0791106249962467,0.3528927919978741,name
Kepler-1992,Success,8.16119520799839,0.2274307089974172,0.3922115000023041,name
Kepler-1993,Success,12.412320584000554,0.545376916998066,0.4877011670032516,name
Kepler-1994,Success,20.345532250008542,0.2140423749806359,2.224726209009532,name
Kepler-1995,Success,12.659208041994134,0.253801790997386,0.3688638749881647,name
Kepler-1996,Success,11.178269374999218,0.7009850839967839,0.6726137090008706,name
Kepler-1997,No TESS Data,13.315327333984897,0.0,0.0,none
Kepler-1998,Success,17.208500125008868,0.0920358339790254,0.3883917499915696,name
Kepler-1999,Success,11.254059541999595,0.2673534579807892,0.8977509170072153,name
Kepler-20,Success,6.786784541996894,0.2275206659978721,2.8375716660229955,name
Kepler-200,Success,14.375777791021392,0.1872012499952688,0.7096515419834759,name
Kepler-2000,Success,15.296283124975162,0.3840086249983869,0.4455765830061864,name
Kepler-2001,Success,12.333900875004474,0.0947068329842295,0.5050748749927152,name
Kepler-201,Success,12.687863625003956,0.1795609590189997,0.4810430829820689,name
Kepler-202,Success,10.28999424999347,0.2034059169818647,0.7202540000143927,name
Kepler-203,Success,8.212162541982252,0.2773719999822788,0.375786207994679,name
Kepler-204,Success,10.024713084014364,0.0897702499933075,0.3895896670001093,name
Kepler-205,Success,10.17783508298453,0.08646870899247,0.3867506659880746,name
Kepler-206,Success,9.9208597499819,0.1018880410119891,0.3780889170011505,name
Kepler-207,Success,9.000452457985375,0.0849802499869838,0.4621784999908414,name
Kepler-208,Success,12.37398629100062,0.0899311669927556,0.4896572500001639,name
Kepler-209,Success,12.460123875003774,0.3988277919997927,0.4773535830026958,name
Kepler-21,Success,9.720100333011942,0.0854433329950552,0.3591992919973563,name
Kepler-210,Success,11.831035624985816,0.3427702500193845,0.4166572920221369,name
Kepler-211,Success,13.389657874999102,0.0856950409943237,0.386391709005693,name
Kepler-212,Success,17.537538000004133,0.163601208012551,0.4995037079788744,name
Kepler-213,Success,14.889551416999891,0.3989581250061746,0.4637874999898486,name
Kepler-214,Success,11.308198957995046,0.0867349159962032,0.3911980410048272,name
Kepler-215,Success,11.220194250025088,0.0852326250169426,0.3740652079868596,name
Kepler-216,Success,14.68139691700344,0.1082124169915914,0.4726636249979492,name
Kepler-217,Success,13.216103957995074,0.086049958015792,0.3746509999909904,name
Kepler-218,Success,15.120774041977713,0.0882979999878443,0.3776543340063654,name
Kepler-219,Success,11.14013633399736,0.2502574999816715,0.3764727090019732,name
Kepler-22,Success,14.218768749997253,0.0881718749878928,0.3903835829987656,name
Kepler-220,Success,16.587926749984035,0.3703700839832891,0.3889752500108443,name
Kepler-221,Success,17.04468429199187,0.0895492910058237,0.3726975419849623,name
Kepler-222,Success,15.032959500007564,0.0871117500064428,0.4760482909914572,name
Kepler-223,Success,19.700550417008344,0.1392312499810941,0.7882076670066454,name
Kepler-224,Success,13.741285916999914,0.1328570420155301,0.3742745420022402,name
Kepler-225,Success,13.904494999995222,0.0882833750220015,0.3636802500113845,name
Kepler-226,Success,17.277644791989587,0.2013342079881113,0.5884437909990083,name
Kepler-227,Success,22.005726083996706,0.3288660830003209,1.062023540987866,name
Kepler-228,Success,19.137228332983796,0.0727989590086508,0.0428089999768417,name
Kepler-229,Success,17.269464374985546,0.2314349169901106,1.0680317080114037,name
Kepler-23,Success,16.128237124998122,0.2406831250118557,1.0869426669960376,name
Kepler-230,Success,20.58693687498453,0.0910765000153333,0.4971305000071879,name
Kepler-231,Success,22.56721275000018,0.0850315419957041,0.3712471660110168,name
Kepler-232,Success,15.65081133399508,0.4517194159852806,0.3833894169947598,name
Kepler-233,Success,16.87245791699388,0.0868450420093722,0.3846877499890979,name
Kepler-234,Success,11.38595404199441,0.4048943750094622,0.3788486669945996,name
Kepler-235,Success,13.293968416983262,0.0874205410073045,0.3704743749985937,name
Kepler-236,Success,9.938071707991185,0.3542054579884279,0.8663124589947984,name
Kepler-237,Success,9.338111124990974,0.0838837079936638,0.5979947090090718,name
Kepler-238,Success,5.214034749980783,0.3057874160003848,0.8887289999984205,name
Kepler-239,Success,5.4948406660114415,0.558969415986212,0.4914544160128571,name
Kepler-24,Success,9.392819208005676,0.0881756659946404,0.3712054580100812,name
Kepler-240,Success,5.818195665982785,0.0808900000120047,0.1185688329860568,name
Kepler-241,Success,7.476734541996848,0.297265957982745,0.6849478750082199,name
Kepler-242,Success,5.87558504199842,0.1109277499781455,0.3659945419931318,name
Kepler-243,Success,6.432087749999482,0.1744002079940401,0.5613080830080435,name
Kepler-244,Success,15.939158082997892,0.9154841660056264,2.7597130420035683,name
Kepler-245,Success,15.90265224999166,0.5810568330052774,2.6822262079804204,name
Kepler-246,Success,5.285935416992288,0.2816633750044275,0.3692723329877481,name
Kepler-247,Success,14.166216499987058,0.7388570419861935,2.882338791008806,name
Kepler-248,Success,11.800217458017867,0.7334987919894047,2.917453000001842,name
Kepler-249,Success,10.51410762500018,0.5622945420036558,2.8174785829905886,name
Kepler-25,Success,9.811261958006073,0.775741083023604,2.5219091670005582,name
Kepler-250,Success,9.155581500002882,1.058589624997694,2.3158715829777066,name
Kepler-251,Success,8.700430582975969,0.7894101249985397,2.004802457988262,name
Kepler-252,Success,4.340170292009134,0.0897032920038327,0.3703041249827947,name
Kepler-253,Success,12.178643457998987,0.3959399999876041,1.4210350830107927,name
Kepler-254,Success,12.064213374978864,0.407690874999389,1.333094458997948,name
Kepler-255,Success,6.322551833000034,0.0670451250043697,0.0456077499839011,name
Kepler-256,No TESS Data,13.336951999983285,0.0,0.0,none
Kepler-257,Success,6.379859167005634,0.0958246249938383,0.3721208329952787,name
Kepler-258,Success,7.199943499988876,0.0856857500039041,0.3677438749873545,name
Kepler-259,Success,15.168337500013877,0.0853557920199818,0.3678099579992704,name
Kepler-26,Success,8.533056167012546,1.3650967919966206,0.7387629590230063,name
Kepler-260,Success,3.560952041996643,0.0858526249940041,0.3730754999851342,name
