host,label,status,r_star_used,m_star_used,period_v3,duration_v3,SDE_v3,depth_v3,chi2red_min,depth_consistency_std,secondary_eclipse_depth,transit_shape_ratio,ttv_std,ttv_amplitude,elapsed_s
Kepler-431,1.0,Success,1.092,1.071,1.1355754221665466,0.0213291870054116,5.526984945742453,0.9993441443729236,6.2799726109644186e-06,0.0004279210445746,9.957224936751884e-05,17.346746197988217,1.518953143028477e-13,4.547473508864641e-13,24.693728832993656
Kepler-432,1.0,Success,4.06,1.32,1.604058087626658,0.0369867744301302,5.56604809162271,0.9993447217617928,7.107302803192548e-06,0.0004438563497753,6.464704235642493e-05,-0.4098982424019191,5.978492464438928e-13,1.8189894035458565e-12,89.47467729198979
Kepler-433,1.0,Success,2.26,1.46,2.670577079321567,0.0326775795018347,5.093810142890108,0.991992071060979,0.0005483979557738,0.0100724000131129,0.0001445271691495,0.4165503169809004,4.092726157978177e-13,1.3642420526593924e-12,14.955658541992308
Kepler-434,1.0,Success,1.38,1.198,7.005226825102286,0.0921234260003454,4.861325398848481,0.9851412684165856,0.0001226998054608,0.0122202453478171,-7.595657772130338e-05,-46.29081096715693,2.1436995702562485e-13,4.547473508864641e-13,27.75888900004793
Kepler-435,1.0,Success,3.21,1.538,4.859130390620319,0.0688064842501769,4.563129395044366,0.9976303263476636,6.926939630231124e-05,0.0008211765418691,6.496962079283186e-05,-1.1614460604549344,2.273736754432321e-13,4.547473508864641e-13,12.994062624988146
Kepler-437,1.0,Success,0.68,0.707,0.4584361939135139,0.0077019621577798,4.832714552817162,0.9978719139770706,0.0002234318049297,0.0063342408320851,0.0012149351667463,2.9714413891354488,1.2215293663693754e-12,4.092726157978177e-12,53.60264837497379
Kepler-438,1.0,Success,0.52,0.544,2.207032584197963,0.0422659751054008,7.940849142024689,0.9966168122073265,0.0001096288712538,0.0013674589896785,0.0001111743969606,,0.0,0.0,67.78747354098596
Kepler-439,1.0,Success,0.866,0.884,0.7960076502149523,0.0032229429257104,5.211872118624219,0.9963357161504768,0.0002169313628565,0.0088422130793368,0.0007621168325764,3.1131629925134203,0.0,0.0,40.4883907919866
Kepler-44,1.0,Success,1.35,1.12,1.502236413643386,0.0285476046744532,4.016144472777092,0.994397057510021,0.0005494386592737,0.0055182558994808,0.0001249149149199,,2.2697995449772034e-13,4.547473508864641e-13,30.018415040976834
Kepler-440,1.0,Success,0.559,0.575,0.3322796519461707,0.0223139677654368,5.8216489297780285,0.9976923824410456,0.0002908667696732,0.0040262213674809,0.0014204521197848,-1.2956797138096896,8.72291049411083e-13,3.183231456205249e-12,68.207387249975
Kepler-441,1.0,Success,0.55,0.572,0.5876837057499512,0.0036475683845341,4.8291244705257785,0.9962702080197589,0.0005275378520894,0.0129141630314427,-0.0007618098793658,1.031446199480603,0.0,0.0,86.21850287501002
Kepler-442,1.0,Success,0.598,0.609,0.4722100647954396,0.015981559264079,5.14141949078374,0.996660910887368,0.0003224162471633,0.0068338468205013,0.0002529117527622,4.905079637419983,0.0,0.0,51.622519916971214
Kepler-443,1.0,Success,0.706,0.738,8.583823030035273,0.0329023071194411,6.3964088380955815,0.9653383024537936,0.0025392777216764,0.0086089040113541,-0.0006912987624752,1.0163330122703784,3.71299657184739e-13,9.094947017729282e-13,44.69715508399531
Kepler-444,1.0,Success,0.752,0.758,2.015841683189724,0.0346110680037284,4.822520771877102,0.9998756829232368,1.928549429253659e-07,9.754036445458589e-05,1.957708432964722e-05,0.4644607174415671,0.0,0.0,35.25132820795989
Kepler-445,1.0,Success,0.21,0.18,3.152812884474182,0.0414363384490505,7.283681132662254,0.971062290008209,0.0053447244216814,0.0081333811897827,0.0007610001649915,0.3131988877982503,3.215549355384372e-13,9.094947017729282e-13,164.55850416701287
Kepler-446,1.0,Success,0.24,0.22,0.7010719657559954,0.0182813440042448,5.430325835173635,0.9907478311967124,0.001731939362181,0.0097348422958036,-0.0003217111514015,0.9826191832155684,1.9691137908567693e-13,4.547473508864641e-13,130.796957790968
Kepler-447,1.0,Success,1.05,1.0,13.449525464716851,0.0362376610915039,4.688350571006292,0.9978527561359006,9.548672082923755e-06,0.0005545591834171,-9.940766852389872e-05,-0.5278149499504229,0.0,0.0,46.169730917026754
Kepler-449,1.0,Success,1.467,1.02,4.685910238719612,0.0568591109005868,4.440975607814189,0.9992290436744916,5.6836306522359214e-06,0.0003338615684815,-5.244063667131371e-05,,3.71299657184739e-13,9.094947017729282e-13,23.81386408302933
Kepler-45,1.0,Success,0.55,0.59,2.458020469859959,0.0670388037922534,18.173477089137695,0.9693691775898504,0.0026781489921541,0.0080724933934911,0.0026374366975507,,3.215549355384372e-13,9.094947017729282e-13,80.25710545800393
Kepler-450,1.0,Success,1.64162,1.19,5.197246435184009,0.031681174911326,3.3561024750726323,0.9992114394308068,4.556967061199373e-06,0.0003484268623871,-5.239206272400487e-05,-0.0975741023757719,3.71299657184739e-13,9.094947017729282e-13,24.32367991702631
Kepler-452,1.0,Success,1.11,1.037,0.7806333439585155,0.0256048866925722,4.800314403961829,0.9989105740779012,3.7960548405918024e-05,0.0014471947044259,0.000431732376148,,2.20989980841059e-13,4.547473508864641e-13,31.267028750036843
Kepler-453,1.0,Success,0.833,0.944,13.348870961291851,0.0448608987158421,8.479101484421474,0.9836588675959403,3.8021895266816194e-05,0.0159417888560382,-0.0002256518931285,,,,47.94816141697811
Kepler-454,1.0,Success,1.066,1.03,1.5609256447029694,0.0277518907514909,4.688476147423745,0.9993631886811404,4.367936734322924e-06,0.0006215291036595,1.6579960265827864e-05,,6.39626851967689e-13,2.273736754432321e-12,36.412965124996845
Kepler-46,1.0,Success,0.79,0.883,0.635705503537686,0.0179673011389943,5.145864945247267,0.9930618497083704,0.000940880889714,0.008703981089539,0.0011220508124422,-2.7345912057912196,2.1436995702562485e-13,4.547473508864641e-13,47.909609083028045
Kepler-461,1.0,Success,0.91,0.98,0.6581600507141725,0.0186624936832654,4.141436165676219,0.9988153738012316,3.888942647021697e-05,0.0015099667500583,0.0002868471833565,-0.3152499583623922,7.289268115487376e-13,2.273736754432321e-12,39.65788449998945
Kepler-462,1.0,Success,1.57,1.59,2.343551270320826,0.0400743055594339,4.893014903115922,0.9992867825714544,5.974668682329232e-06,0.0003352909186253,-8.890270357997387e-05,,1.0126354286856517e-13,2.273736754432321e-13,24.46241841703886
Kepler-463,1.0,Success,0.9,0.87,1.6360909793612384,0.0512069568072161,4.17266527162412,0.999105164873072,2.33439831525461e-05,0.0005180986885384,-6.537635144820975e-05,2.6337655245316474,0.0,0.0,33.653885999985505
Kepler-464,1.0,Success,1.59,1.21,1.3765041592426848,0.0210341357960545,4.590655346907266,0.9990684726645864,1.393341150392893e-05,0.0010193269180767,-1.880436806378505e-05,-0.0345628164931654,0.0,0.0,19.03519704099745
Kepler-465,1.0,Success,1.29,1.23,4.631143348926455,0.0605484082868981,6.620647487538229,0.9986269730767704,1.454111388612377e-05,0.0005418438293309,-2.5441230912415236e-05,,7.766289525806919e-13,2.273736754432321e-12,26.586851875006687
Kepler-466,1.0,Success,1.05,1.04,0.9981505481576052,0.0233210609463678,5.350926798054267,0.999032786175554,1.7808177770502203e-05,0.0008800406769838,0.0001409827965745,,3.435208319888453e-13,9.094947017729282e-13,36.759354250039905
Kepler-467,1.0,Success,1.37,1.05,1.3363621367273293,0.0316577105320808,6.826949765897356,0.9991512455204896,9.931739688902328e-06,0.0006720066043715,2.4100751087163808e-05,,2.905274254771666e-13,9.094947017729282e-13,33.106877624988556
Kepler-468,1.0,Success,0.87,0.96,10.140069280702582,0.1351175318302329,4.165647186680079,0.99463507828182,6.56610793961582e-05,0.0034683344444516,-0.0001354247852503,,,,44.32199441699777
Kepler-47,1.0,Success,0.936,0.957,7.463721226542558,0.0616637426364572,21.33187375591909,0.9038978924760468,0.0011084097786055,0.0110788791059249,-0.0042427538246974,,2.5421149729252077e-13,6.821210263296962e-13,49.75251958303852
Kepler-471,1.0,Success,1.8,1.49,1.6404697235178398,0.0072619853663748,3.224715877807011,0.9970480255546498,0.0001254744297748,0.0050563926938102,0.0001624760865985,,2.2015361458940205e-13,4.547473508864641e-13,32.47210729197832
Kepler-472,1.0,Success,0.78,0.85,4.350076747003793,0.0450192010277697,6.828974082911773,0.9944759660048936,0.0001453626534667,0.0039140654172048,-0.0002644043477848,0.0766859902085823,6.110483922004394e-13,1.8189894035458565e-12,52.73509441700298
Kepler-473,1.0,Success,1.34,1.06,1.6898822721084803,0.0220646295447001,3.211805761131321,0.9984143618206074,3.212605927675863e-05,0.0013718800530107,0.0001144639563459,-0.311221456816134,0.0,0.0,26.786867666989565
Kepler-474,1.0,Success,1.08,0.99,1.7577962602209225,0.0071297133246253,4.562590131616602,0.9976793691466468,5.581365370420155e-05,0.0026320066984943,9.340917062705678e-05,,2.1436995702562485e-13,4.547473508864641e-13,45.463838000025135
Kepler-475,1.0,Success,0.79,0.86,0.8416101933342026,0.0314923717762069,5.562281418689209,0.998923762287954,3.121677817948006e-05,0.0010667361678071,0.0004634329400816,,2.20989980841059e-13,4.547473508864641e-13,49.90006616699975
Kepler-476,1.0,Success,1.09,1.03,1.884036345021332,0.0101674686644016,4.1498274269100195,0.9969732045709369,9.506968479888652e-05,0.0026037686666119,4.174041430760056e-05,,3.1991014247316173e-13,9.094947017729282e-13,49.71920479199616
Kepler-477,1.0,Success,0.79,0.87,13.352017917813091,0.1549388784953365,4.736788304697625,0.9859672970337272,0.0004533350329131,0.0083430492509942,0.0002051896936825,,,,45.27848429203732
Kepler-479,1.0,Success,0.81,0.86,0.4816576768310201,0.0167828063645321,6.026910585008351,0.9984070542650376,5.978110135681437e-05,0.0019822763413716,0.0003847803855862,,6.708530330494145e-13,2.273736754432321e-12,54.06006345804781
Kepler-48,1.0,Success,0.89,0.88,5.310454432443501,0.0347344001965424,4.830869321759989,0.9968405157443838,4.708771287533287e-05,0.0017626317477,-1.202634197516872e-05,,3.71299657184739e-13,9.094947017729282e-13,46.06911958300043
Kepler-480,1.0,Success,1.34,1.25,1.096167511853129,0.0216224441958827,5.152346991104174,0.9990473128874352,2.1234285637044193e-05,0.0007892877923086,0.0001350222538065,,3.770565843246231e-13,1.3642420526593924e-12,18.90570983401267
Kepler-481,1.0,Success,1.09,1.01,1.3064607631545526,0.010623790891437,4.911851698322882,0.9983200727296976,9.629195203926307e-05,0.0029492198189388,0.0003204633760387,0.2926416394968031,3.215549355384372e-13,9.094947017729282e-13,39.52107362501556
Kepler-482,1.0,Success,0.72,0.75,0.6096283064884821,0.023644534374004,4.846756674494949,0.9989117137766234,5.016473787472758e-05,0.0014352196884064,0.0005375301139816,,7.33360034436737e-13,2.273736754432321e-12,48.87902070803102
Kepler-483,1.0,Success,1.47,1.28,2.8204973877476087,0.0277389770742958,6.032650023538981,0.997210195190122,5.008315608236537e-05,0.001591600492426,1.6768604802819276e-05,,2.2277979431084337e-13,4.547473508864641e-13,28.714418874995317
Kepler-484,1.0,Success,0.87,0.96,0.5952386643397666,0.0188287941868493,6.378783875007495,0.9989061689728668,2.071478720799208e-05,0.0011568269871096,0.0001421978521144,1.917515282936904,2.318079178430309e-13,9.094947017729282e-13,41.67170033301227
Kepler-485,1.0,Success,1.09,1.07,3.241521906096602,0.1074810079828584,15.153305832132794,0.9902490367222468,0.0003824691117316,0.0023097165894499,-2.0832083796440415e-05,0.3568115155515531,4.403072291788041e-13,1.3642420526593924e-12,32.16882554203039
Kepler-487,1.0,Success,0.887,0.874,1.0137139533634936,0.0127977117363479,4.213389902544794,0.9935758522783814,0.0009410993303578,0.0092987753538265,0.0007863147797547,-9.32177716760357,3.976876472210165e-13,1.3642420526593924e-12,50.902904791000765
Kepler-489,1.0,Success,0.76,0.82,10.44024681338668,0.1149641592340577,5.210474547624756,0.9948810055000088,0.0001197863405795,0.0004685084797489,-1.4046422813773772e-05,-2.344182558208254,,,55.8194099580287
Kepler-49,1.0,Success,0.618,0.607,0.8815161193266978,0.0216230393302763,6.50450168979686,0.9947668235014914,0.0004905364307462,0.0049277988161198,0.0008590169941757,-2.2291367903803594,7.363849849141308e-13,2.273736754432321e-12,56.15663649997441
Kepler-490,1.0,Success,1.12,1.08,4.383718722248688,0.203583945337635,9.443926362835484,0.9910107367563152,0.0008529253655399,0.0042514527795206,0.0002812444186615,0.3909505437072965,1.5912842450774534e-13,4.547473508864641e-13,43.29601391602773
Kepler-491,1.0,Success,1.03,1.04,4.229066070688131,0.0915812055437411,15.64310001317506,0.9945606954185712,8.599174346896568e-05,0.0004596661616523,-0.0004445870776856,,0.0,0.0,48.75594166701194
Kepler-493,1.0,Success,1.54,1.36,2.1136637845670165,0.0255005874376008,5.2532026015235616,0.9846130869973142,0.0022225955790203,0.0090261324507949,-4.7948156614241455e-05,,3.009142020501023e-13,9.094947017729282e-13,31.500965083017945
Kepler-495,1.0,Success,0.83,0.86,3.410572155508212,0.0469109791401321,8.40221813348046,0.9944887747156174,0.0002116864072137,0.0013984432161544,-0.0002567140459404,-7.163284228462355,4.5118064992912947e-13,1.3642420526593924e-12,52.146209625003394
Kepler-496,1.0,Success,0.82,0.86,1.0509075722803691,0.0413967262845414,5.339447477708473,0.995453617703162,0.0005031208632819,0.0035022497560984,0.0012195162558535,,2.1827872842550277e-13,4.547473508864641e-13,54.69334070797777
Kepler-499,1.0,Success,0.83,0.87,3.0133788942252644,0.037291447402663,4.778994012919071,0.9956547549926644,0.000228127571147,0.003954681165354,7.914954788001971e-05,-3.002191284643155,3.351614082885539e-13,9.094947017729282e-13,52.767346292035654
Kepler-5,1.0,Success,1.793,1.374,3.5415975462344385,0.1486309202658227,11.869088587394184,0.9970213038746656,3.669500902719871e-05,0.0004557443134738,2.967958043875729e-05,0.0153595981417651,4.684613974293032e-13,1.3642420526593924e-12,19.45441437495174
Kepler-50,1.0,Success,1.58,1.24,4.176311631530484,0.022652452913037,3.4142648243933835,0.999586088405873,1.2351392222788572e-06,0.0001493926845246,9.99370489240814e-06,0.1826172839709679,1.0718497851281241e-13,2.273736754432321e-13,23.527224042045415
Kepler-500,1.0,Success,1.03,1.02,1.378039904787139,0.0223369060294894,5.479989792590458,0.9959108612755772,0.0002456007765266,0.0034290395247919,-0.0001090853768692,0.4610266341477876,0.0,0.0,39.430667167005595
Kepler-501,1.0,Success,1.04,1.03,1.4912500181555275,0.0360310249508551,4.3702892877938595,0.9943212964866334,0.000607449835056,0.0042549956584729,0.0013105894307919,0.4346157274553864,4.793457962430056e-13,1.3642420526593924e-12,42.37380108301295
Kepler-502,1.0,Success,1.22,1.15,1.0668232217390907,0.0220478085115858,4.002862819090035,0.9948527019587236,0.0004133669049317,0.0045705908945948,0.0010225827842356,,2.041810541472265e-13,4.547473508864641e-13,30.12162604101468
Kepler-504,1.0,Success,0.33,0.33,1.2907959077817863,0.0227060558192965,7.135474331261716,0.9968125228269324,0.000134022177124,0.0025480882646589,0.0001056262350626,,4.49550067616729e-13,1.3642420526593924e-12,74.45416475000093
Kepler-505,1.0,Success,0.53,0.55,2.774890118090694,0.0242477661517805,5.614315961908875,0.9914451619264129,0.0003502601137754,0.0055187336816452,0.0002535781921676,1.9941348557681184,0.0,0.0,54.306968082964886
Kepler-506,1.0,Success,1.19,1.19,1.714700463078901,0.0258010194212863,6.301252415635178,0.9996223417941082,1.6419950070859649e-06,0.0003126322026288,3.302773054925101e-05,,2.2559032496456473e-13,4.547473508864641e-13,30.36455749999732
Kepler-507,1.0,Success,1.32,1.16,2.0738899058580387,0.0158339180688703,4.461130607569298,0.9990694136635184,8.78279477590512e-06,0.0003430603440649,4.981269916959352e-05,-0.7718027178733046,6.76491939948172e-13,2.273736754432321e-12,29.400656625046395
Kepler-508,1.0,Success,1.25,1.16,1.0616321027815805,0.0109479036544907,4.053552498912867,0.9995158621824756,4.875202990438983e-06,0.0008961323175237,5.4652184248382696e-05,,1.0606439709309237e-13,2.273736754432321e-13,28.635360457992647
Kepler-509,1.0,Success,1.2,1.1,5.318281082874799,0.0189090014625359,4.229853243190291,0.9987251839317264,5.755785860623562e-06,0.001075211202466,-3.846743970292721e-05,,2.2277979431084337e-13,4.547473508864641e-13,27.947360291029327
Kepler-51,1.0,Success,0.87,0.96,9.75936671882298,0.0425606716499319,5.212612989027429,0.9857822194865028,0.0005513630976817,0.0027529826306105,-0.000117627302173,2.2061441867794764,1.0718497851281241e-13,2.273736754432321e-13,52.16948349995073
Kepler-510,1.0,Success,1.41,0.91,1.0851053891539053,0.0081481236612828,4.1899142750925575,0.9994247861724336,5.35107474620377e-06,0.0010468666617796,8.38168216663604e-05,,1.915964477278718e-13,4.547473508864641e-13,38.90907295898069
Kepler-511,1.0,Success,1.417,0.958,1.3062816326153943,0.023906125614683,5.739528842097583,0.9991550458925385,1.3585564798877451e-05,0.0008733803195298,8.282378450641392e-05,0.9049031746525688,0.0,0.0,26.557909209048375
Kepler-512,1.0,Success,1.3,1.17,1.043750832637249,0.0068042883345577,4.102162178881853,0.9989930123074804,1.8821611549989673e-05,0.0022377842035186,0.0001144338214986,,2.041810541472265e-13,4.547473508864641e-13,41.43998445896432
Kepler-513,1.0,Success,1.06,1.02,2.3710032444307716,0.0312739591405211,4.806273026089996,0.9987351594338372,1.90724934617778e-05,0.0005227044604304,-0.0001158281216138,0.1670092162652021,0.0,0.0,38.783295332978014
Kepler-514,1.0,Success,1.44,1.28,1.2593322675998189,0.0259995811319283,4.250480354835822,0.9992082002697306,9.440038634096904e-06,0.0007557181772288,3.766760557621929e-05,4.481788385989423,3.4586216443399693e-13,9.094947017729282e-13,29.370509708009195
Kepler-515,1.0,Success,0.83,0.9,0.7250270871718887,0.005311417043154,4.9590190305033035,0.9988715704423318,3.456792289482737e-05,0.0032037156088457,0.0004491249166294,,3.0539901261337284e-13,9.094947017729282e-13,47.407052833004855
Kepler-516,1.0,Success,2.02,1.62,3.050422281655537,0.0440609194329675,4.259455682725741,0.9990943916522718,9.644016321722294e-06,0.0004258693364376,-3.4809883331377023e-06,,0.0,0.0,17.063524291967042
Kepler-517,1.0,Success,0.98,0.95,5.480651308446611,0.0512655265714468,4.832868940799095,0.9989023133878324,8.184506043481743e-06,0.0003011668382343,2.0021021901017733e-05,-0.2156749850681323,0.0,0.0,42.977857083955314
Kepler-518,1.0,Success,0.88,0.96,0.7720757300877592,0.0197666882910177,5.405439233366124,0.99925729251976,1.1275592011591164e-05,0.0009954040326843,0.0001458534553984,,2.512792311699848e-13,9.094947017729282e-13,51.55941133300075
Kepler-519,1.0,Success,0.8,0.89,1.0203431733623904,0.071787906446669,8.387506805271254,0.9991352634624424,1.96683498416366e-05,0.000677517286668,0.0006611712483798,-9.00276350026418,6.058811664174676e-14,2.273736754432321e-13,36.86355916596949
Kepler-52,1.0,Success,0.52,0.54,0.9878621516295708,0.0438995319795937,5.6624009382995055,0.9968356800324868,0.0003076511889455,0.0026405904427228,0.0011354209856844,-0.8314865002207734,4.4655303375382834e-13,1.3642420526593924e-12,66.75023570802296
Kepler-520,1.0,Success,1.09,1.1,1.093391869190039,0.0287775414718559,3.999052122020779,0.9990640626110968,2.4033022667588277e-05,0.0010995499444095,0.0001376065932008,,5.740633728440844e-13,1.8189894035458565e-12,36.75956512498669
Kepler-521,1.0,Success,1.46,1.34,5.880644182910085,0.0344473317081646,3.659417412808829,0.997606192986826,3.094253990751419e-05,0.0010023389266393,4.459287432556635e-05,,1.818989403545857e-13,4.547473508864641e-13,29.856961166951805
Kepler-522,1.0,Success,1.98,1.54,5.480817249379885,0.0385164353727652,5.4885697286476605,0.9986807402245343,8.220724259599613e-06,0.0003830839590526,-5.530122508057289e-05,0.0022769824468579,2.2277979431084337e-13,4.547473508864641e-13,25.233698625001125
Kepler-523,1.0,Success,0.86,0.93,8.049273785129307,0.1250957997931946,7.41696719737357,0.9976534420883002,1.3902527041941063e-05,0.0006679989215422,-0.0001531473775435,1.1386026772841196,0.0,0.0,41.67017295799451
Kepler-524,1.0,Success,1.1,1.09,2.3193711587594787,0.026555246559974,6.3288554677598485,0.9965519941078232,8.526861403743183e-05,0.0028359573032859,0.0001316380855274,-0.7150216187575424,2.2419346741645986e-13,4.547473508864641e-13,31.939842667023186
Kepler-525,1.0,Success,1.15,0.95,0.9871344884649086,0.0217502032659478,5.434845503717631,0.998061606580956,5.3424783694695655e-05,0.0018057957976178,0.0004302350459395,,3.435208319888453e-13,9.094947017729282e-13,27.94651175005129
Kepler-526,1.0,Success,1.14,1.15,4.992397227760311,0.0374256054723669,5.667861530464815,0.9977608002785184,2.5649788268922644e-05,0.0003787875052069,0.0001813558794779,-0.5993462595641923,2.2277979431084337e-13,4.547473508864641e-13,30.605501042038668
Kepler-527,1.0,Success,1.45,1.28,1.205549029754729,0.0193627834022177,5.345337754535762,0.998288866514637,3.374248107907979e-05,0.0016656556189278,-0.0001345410868804,0.8258721498406364,2.235838487730765e-13,4.547473508864641e-13,20.640792625024915
Kepler-528,1.0,Success,1.06,1.01,8.238142214833779,0.0530476925765291,5.644408445063611,0.991094888305233,0.0002562364444837,0.00432302690141,0.0002783412373823,,2.1436995702562485e-13,4.547473508864641e-13,47.81386520800879
Kepler-529,1.0,Success,1.189,1.005,1.2560738149381692,0.0039256502508199,5.145417416729865,0.9974103100381664,8.975239149363401e-05,0.005442664502354,0.0002861624197678,,1.5912842450774534e-13,4.547473508864641e-13,37.822722457989585
Kepler-53,1.0,Success,0.89,0.98,0.925311798017276,0.018989410399891,5.351136045168296,0.9900749775270008,0.0013007670344202,0.0077268515544509,0.0022917088934062,,0.0,0.0,48.41616812499706
Kepler-530,1.0,Success,0.89,0.97,1.76156977299618,0.0229578010327093,7.347671424673352,0.9977356957074004,3.350678601897706e-05,0.0010638080621171,9.081142644717932e-05,,3.091687487899608e-13,9.094947017729282e-13,43.990808540955186
Kepler-531,1.0,Success,0.75,0.78,0.9844175174113612,0.0249413023913324,6.442463885072482,0.998748599130177,2.5073976051990413e-05,0.0010406704082994,0.0002562782149,,4.684613974293032e-13,1.3642420526593924e-12,50.042549457983114
Kepler-532,1.0,Success,0.79,0.87,3.2898229568116935,0.031131751357803,5.62811376901228,0.9972714131688444,4.598823093102041e-05,0.0013181216869301,0.0001223408180968,-0.3037734862865568,5.084229945850415e-13,1.3642420526593924e-12,55.77929391601356
Kepler-533,1.0,Success,0.72,0.78,0.611344511860246,0.0367119410019872,5.126384184741036,0.9987416867194796,5.7928740349813456e-05,0.0015315256309425,0.0004890351315671,,9.76768979002923e-13,3.183231456205249e-12,55.583688083977904
Kepler-534,1.0,Success,0.965,1.075,0.7606155813966969,0.0195111176073938,5.786688326698671,0.9985907730549264,3.657031455599104e-05,0.0015877268579851,0.0004778440940219,1.1450196642835908,0.0,0.0,37.94172270799754
Kepler-535,1.0,Success,1.27,1.18,13.13856685091602,0.0880294992427496,6.2438100654578435,0.9912442458739325,0.0001335075912034,0.0064840177983556,0.0001334306994604,-3.282244768852114,0.0,0.0,28.002904541033782
Kepler-536,1.0,Success,0.89,0.92,0.5431174374092387,0.0168612613186792,6.902316610863137,0.9981374964188512,6.879621210029751e-05,0.0021787637397481,0.0007309636431336,0.8706339546257292,5.798678122253741e-13,1.8189894035458565e-12,44.77125187503407
Kepler-537,1.0,Success,0.99,1.07,1.195285600450301,0.0039424367367586,4.848028618931358,0.9985633438404496,2.496953394462754e-05,0.0020505655041817,0.0001990413221649,,2.2193592842089825e-13,4.547473508864641e-13,42.546313041995745
Kepler-538,1.0,Success,0.8717,0.892,0.5602724980003891,0.0035401329391935,5.304266712718819,0.9997023370937994,2.3908873184414255e-06,0.0011376016601992,5.978161004249749e-05,,4.582618123909619e-13,1.5916157281026244e-12,51.01087562501198
Kepler-539,1.0,Success,0.952,1.048,1.5051816150224178,0.1023977834051611,10.203562359706382,0.9983906669162598,2.0710757348297513e-05,0.000659986509779,0.0008732886899055,,1.694743315283472e-13,4.547473508864641e-13,38.20600220799679
Kepler-54,1.0,Success,0.5,0.51,0.3362360966911532,0.0030516759692326,5.4933757291543674,0.9953514364711444,0.0014185663776856,0.0233207230147876,0.0031868282325143,,3.620276899688458e-13,1.3642420526593924e-12,79.31584120902698
Kepler-540,1.0,Success,1.08,1.02,1.05105393490275,0.0047810038305378,4.270849909315258,0.9993641815292568,7.877933201404721e-06,0.0012842738858086,-1.6113755054947276e-05,0.6314059033264153,0.0,0.0,47.01970241597155
Kepler-541,1.0,Success,2.06,1.41,1.9439145438419552,0.0165367887328478,2.9591538352161284,0.9979747405489232,5.190302287733724e-05,0.0020519919866917,-0.0001098310381322,,7.435459040646101e-13,2.273736754432321e-12,26.635041792003904
Kepler-542,1.0,Success,0.9,0.93,0.7798420520859003,0.0177937760194927,5.901989355334636,0.998595516736942,4.147367293167778e-05,0.00207824731385,8.411463157576016e-05,-0.0951368586575056,4.642851404431676e-13,1.3642420526593924e-12,34.36756733304355
Kepler-543,1.0,Success,0.67,0.7,2.297061342611913,0.0284309177149561,7.147990194529429,0.9981731202794908,3.025350829914892e-05,0.0008519998388791,-0.0001616020230361,-0.0194290390310089,0.0,0.0,42.362737165996805
Kepler-544,1.0,Success,1.22,1.16,0.8817918810004656,0.0445271954531084,8.904538699130079,0.9964021852912676,0.0001039704867478,0.0017396750565876,0.0017830217284768,1.3390695667630346,5.540411134921307e-13,1.8189894035458565e-12,29.22441283398075
Kepler-546,1.0,Success,1.15,1.11,1.9891868663010943,0.0268076018192334,5.398837986362562,0.9966790507346892,0.0001391686560027,0.003017326313552,0.0002580289338377,,1.171153493573258e-13,4.547473508864641e-13,30.614800499984995
Kepler-547,1.0,Success,0.73,0.78,0.4839331025777229,0.0167827559259754,5.518316742327741,0.9967214735912132,0.0002400065749993,0.0044444871353273,0.0001242955701628,0.4269405362210791,7.532159486186941e-13,2.7284841053187847e-12,64.01990716601722
Kepler-548,1.0,Success,0.9,0.93,4.4619271498487,0.0498107949562718,7.713045284041108,0.985112202567042,0.000941638976004,0.0016981268129849,-0.0002603283330184,,2.2277979431084337e-13,4.547473508864641e-13,52.0477016660152
Kepler-549,1.0,Success,0.84,0.88,3.6389847293944215,0.032202510974415,5.50924360599933,0.9933851704197982,0.000268072436931,0.0030151148164034,9.645988103268444e-06,,0.0,0.0,63.769207582983654
Kepler-55,1.0,Success,0.58,0.62,0.7891139919621449,0.0358350635161302,8.658159881281364,0.993301159604071,0.0011856093608914,0.0063078764187277,0.001535018648588,,1.6105538926925308e-13,4.547473508864641e-13,49.05204445798881
Kepler-550,1.0,Success,0.83,0.87,0.7727815367453543,0.0172731785598362,4.668363297383825,0.9972464847764312,0.0001866348475845,0.0038665953902093,0.0001988999722836,,4.69457859916428e-13,1.3642420526593924e-12,45.013547707989346
Kepler-551,1.0,Success,0.63,0.65,3.504622904004591,0.0320359094511823,5.329565660327971,0.9954094140435364,0.0001611728437652,0.0016074910440829,-0.0002489820942166,-0.0498338406344114,2.2015361458940205e-13,4.547473508864641e-13,62.49751554202521
Kepler-552,1.0,Success,1.04,1.03,2.028924186284093,0.0143767320456376,4.684090925149331,0.9961741696085002,0.0001326482905946,0.0040249348403389,0.0003511286906403,,2.250415760979165e-13,4.547473508864641e-13,36.2714949590154
Kepler-553,1.0,Success,0.902,0.889,0.5758968692808136,0.003068626136714,5.557269496375038,0.9969429301868676,0.0004410441425722,0.0139335262413905,0.0012197837259764,0.9986385414725693,6.029925278037355e-13,1.8189894035458565e-12,62.482571208965965
Kepler-554,1.0,Success,0.92,0.93,4.215857321806858,0.0294188403994028,4.601577135168275,0.994564608335594,0.0001693951836059,0.0029326413030571,-0.0002479740546885,-1.08663841850171,3.437566856602891e-13,9.094947017729282e-13,46.233974499977194
